Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,74.0,5.050000000000001,100,100,100,1,0,0,0
2,80.0,6.06,6.06,7.07,13.13,1,1,1,1
3,74.0,12.12,100,100,100,1,0,0,0
4,82.0,2.02,2.02,2.02,4.04,1,1,1,1
5,80.0,2.02,2.02,3.03,10.100000000000001,1,1,1,1
6,81.0,2.02,3.03,4.04,9.09,1,1,1,1
7,82.0,3.03,3.03,3.03,4.04,1,1,1,1
8,82.0,3.03,3.03,3.03,7.07,1,1,1,1
9,79.0,4.04,11.11,13.13,100,1,1,1,0
10,81.0,3.03,3.03,3.03,6.06,1,1,1,1
11,81.0,2.02,3.03,3.03,5.050000000000001,1,1,1,1
12,80.0,3.03,3.03,4.04,5.050000000000001,1,1,1,1
13,74.0,5.050000000000001,100,100,100,1,0,0,0
14,80.0,4.04,4.04,4.04,12.12,1,1,1,1
15,79.0,5.050000000000001,7.07,8.08,100,1,1,1,0
16,78.0,5.050000000000001,5.050000000000001,6.06,100,1,1,1,0
17,78.0,3.03,3.03,5.050000000000001,100,1,1,1,0
18,76.0,5.050000000000001,6.06,100,100,1,1,0,0
19,78.0,3.03,3.03,4.04,100,1,1,1,0
20,79.0,5.050000000000001,5.050000000000001,8.08,100,1,1,1,0
21,78.0,5.050000000000001,6.06,6.06,100,1,1,1,0
22,80.0,4.04,4.04,6.06,8.08,1,1,1,1
23,72.0,100,100,100,100,0,0,0,0
24,80.0,3.03,3.03,3.03,4.04,1,1,1,1
25,79.0,4.04,4.04,6.06,100,1,1,1,0
26,78.0,6.06,6.06,11.11,100,1,1,1,0
27,82.0,4.04,5.050000000000001,6.06,10.100000000000001,1,1,1,1
28,80.0,3.03,3.03,3.03,4.04,1,1,1,1
29,80.0,4.04,4.04,5.050000000000001,6.06,1,1,1,1
30,83.0,4.04,4.04,6.06,6.06,1,1,1,1
31,81.0,4.04,4.04,5.050000000000001,5.050000000000001,1,1,1,1
32,82.0,2.02,2.02,2.02,5.050000000000001,1,1,1,1
33,78.0,3.03,3.03,6.06,100,1,1,1,0
34,82.0,4.04,4.04,6.06,19.19,1,1,1,1
35,80.0,6.06,10.100000000000001,11.11,15.149999999999999,1,1,1,1
36,79.0,3.03,4.04,5.050000000000001,100,1,1,1,0
37,79.0,2.02,3.03,3.03,100,1,1,1,0
38,82.0,3.03,5.050000000000001,5.050000000000001,7.07,1,1,1,1
39,79.0,3.03,4.04,4.04,100,1,1,1,0
40,75.0,5.050000000000001,6.06,100,100,1,1,0,0
41,77.0,6.06,9.09,11.11,100,1,1,1,0
42,80.0,5.050000000000001,5.050000000000001,17.17,25.25,1,1,1,1
43,82.0,2.02,2.02,3.03,3.03,1,1,1,1
44,80.0,3.03,3.03,4.04,5.050000000000001,1,1,1,1
45,76.0,5.050000000000001,7.07,100,100,1,1,0,0
46,80.0,5.050000000000001,6.06,6.06,23.23,1,1,1,1
47,81.0,2.02,2.02,3.03,3.03,1,1,1,1
48,78.0,1.01,2.02,3.03,100,1,1,1,0
49,78.0,5.050000000000001,5.050000000000001,8.08,100,1,1,1,0
50,80.0,2.02,2.02,2.02,8.08,1,1,1,1
51,82.0,3.03,3.03,4.04,6.06,1,1,1,1
52,80.0,3.03,3.03,3.03,12.12,1,1,1,1
53,77.0,3.03,4.04,8.08,100,1,1,1,0
54,78.0,3.03,3.03,6.06,100,1,1,1,0
55,80.0,3.03,3.03,4.04,6.06,1,1,1,1
56,75.0,5.050000000000001,6.06,100,100,1,1,0,0
57,82.0,4.04,5.050000000000001,7.07,19.19,1,1,1,1
58,82.0,3.03,3.03,4.04,8.08,1,1,1,1
59,78.0,3.03,5.050000000000001,7.07,100,1,1,1,0
60,82.0,3.03,3.03,3.03,6.06,1,1,1,1
61,72.0,100,100,100,100,0,0,0,0
62,79.0,4.04,5.050000000000001,6.06,100,1,1,1,0
63,80.0,2.02,3.03,5.050000000000001,14.14,1,1,1,1
64,78.0,2.02,3.03,3.03,100,1,1,1,0
65,76.0,3.03,5.050000000000001,100,100,1,1,0,0
66,80.0,2.02,2.02,2.02,2.02,1,1,1,1
67,80.0,2.02,2.02,3.03,5.050000000000001,1,1,1,1
68,83.0,2.02,2.02,3.03,4.04,1,1,1,1
69,80.0,3.03,3.03,4.04,4.04,1,1,1,1
70,83.0,2.02,2.02,2.02,4.04,1,1,1,1
71,80.0,3.03,4.04,5.050000000000001,8.08,1,1,1,1
72,81.0,2.02,3.03,5.050000000000001,7.07,1,1,1,1
73,79.0,5.050000000000001,6.06,21.21,100,1,1,1,0
74,80.0,3.03,3.03,3.03,5.050000000000001,1,1,1,1
75,78.0,2.02,4.04,4.04,100,1,1,1,0
76,72.0,100,100,100,100,0,0,0,0
77,81.0,3.03,3.03,3.03,3.03,1,1,1,1
78,80.0,3.03,4.04,5.050000000000001,6.06,1,1,1,1
79,81.0,5.050000000000001,9.09,10.100000000000001,18.18,1,1,1,1
80,78.0,3.03,3.03,3.03,100,1,1,1,0
81,78.0,5.050000000000001,5.050000000000001,7.07,100,1,1,1,0
82,82.0,4.04,4.04,4.04,5.050000000000001,1,1,1,1
83,80.0,3.03,3.03,3.03,10.100000000000001,1,1,1,1
84,80.0,3.03,3.03,5.050000000000001,6.06,1,1,1,1
85,79.0,3.03,3.03,5.050000000000001,100,1,1,1,0
86,80.0,4.04,4.04,5.050000000000001,10.100000000000001,1,1,1,1
87,82.0,2.02,3.03,3.03,7.07,1,1,1,1
88,80.0,3.03,3.03,4.04,5.050000000000001,1,1,1,1
89,81.0,2.02,2.02,2.02,4.04,1,1,1,1
90,82.0,3.03,4.04,6.06,10.100000000000001,1,1,1,1
91,78.0,3.03,4.04,6.06,100,1,1,1,0
92,80.0,4.04,6.06,8.08,29.29,1,1,1,1
93,78.0,7.07,8.08,10.100000000000001,100,1,1,1,0
94,79.0,4.04,7.07,9.09,100,1,1,1,0
95,80.0,4.04,4.04,5.050000000000001,12.12,1,1,1,1
96,80.0,3.03,3.03,3.03,6.06,1,1,1,1
97,78.0,3.03,5.050000000000001,5.050000000000001,100,1,1,1,0
98,78.0,4.04,6.06,6.06,100,1,1,1,0
99,78.0,5.050000000000001,5.050000000000001,6.06,100,1,1,1,0
100,80.0,6.06,10.100000000000001,12.12,17.17,1,1,1,1
