Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.0003,1623.0,1.01,1.01,1.01,100,1,1,1,0
2,0.0003,1642.0,1.01,1.01,1.01,100,1,1,1,0
3,0.0003,1723.0,1.01,1.01,1.01,1.01,1,1,1,1
4,0.0003,1691.0,1.01,1.01,1.01,1.01,1,1,1,1
5,0.0003,1740.0,1.01,1.01,1.01,1.01,1,1,1,1
6,0.0003,1648.0,1.01,1.01,1.01,100,1,1,1,0
7,0.0003,1657.0,1.01,1.01,1.01,100,1,1,1,0
8,0.0003,1725.0,1.01,1.01,1.01,2.02,1,1,1,1
9,0.0003,1751.0,1.01,1.01,1.01,1.01,1,1,1,1
10,0.0003,1697.0,1.01,1.01,1.01,1.01,1,1,1,1
11,0.0003,1692.0,1.01,1.01,1.01,1.01,1,1,1,1
12,0.0003,1729.0,1.01,1.01,1.01,1.01,1,1,1,1
13,0.0003,1666.0,1.01,1.01,1.01,100,1,1,1,0
14,0.0003,1663.0,1.01,1.01,1.01,100,1,1,1,0
15,0.0003,1723.0,1.01,1.01,1.01,1.01,1,1,1,1
16,0.0003,1752.0,1.01,1.01,1.01,1.01,1,1,1,1
17,0.0003,1523.0,100,100,100,100,0,0,0,0
18,0.0003,1644.0,1.01,1.01,1.01,100,1,1,1,0
19,0.0003,1660.0,1.01,1.01,1.01,100,1,1,1,0
20,0.0003,1698.0,1.01,1.01,1.01,1.01,1,1,1,1
21,0.0003,1559.0,1.01,100,100,100,1,0,0,0
22,0.0003,1584.0,1.01,1.01,100,100,1,1,0,0
23,0.0003,1740.0,1.01,1.01,1.01,1.01,1,1,1,1
24,0.0003,1721.0,1.01,1.01,1.01,1.01,1,1,1,1
25,0.0003,1709.0,1.01,1.01,1.01,1.01,1,1,1,1
26,0.0003,1694.0,1.01,1.01,1.01,1.01,1,1,1,1
27,0.0003,1547.0,2.02,100,100,100,1,0,0,0
28,0.0003,1707.0,1.01,1.01,1.01,1.01,1,1,1,1
29,0.0003,1659.0,1.01,1.01,1.01,100,1,1,1,0
30,0.0003,1650.0,1.01,1.01,1.01,100,1,1,1,0
31,0.0003,1726.0,1.01,1.01,1.01,1.01,1,1,1,1
32,0.0003,1611.0,1.01,1.01,100,100,1,1,0,0
33,0.0003,1740.0,1.01,1.01,1.01,1.01,1,1,1,1
34,0.0003,1721.0,1.01,1.01,1.01,1.01,1,1,1,1
35,0.0003,1670.0,1.01,1.01,1.01,100,1,1,1,0
36,0.0003,1635.0,1.01,1.01,1.01,100,1,1,1,0
37,0.0003,1660.0,1.01,1.01,1.01,100,1,1,1,0
38,0.0003,1751.0,1.01,1.01,1.01,1.01,1,1,1,1
39,0.0003,1723.0,1.01,1.01,1.01,1.01,1,1,1,1
40,0.0003,1675.0,1.01,1.01,1.01,100,1,1,1,0
41,0.0003,1698.0,1.01,1.01,1.01,1.01,1,1,1,1
42,0.0003,1749.0,1.01,1.01,1.01,1.01,1,1,1,1
43,0.0003,1490.0,100,100,100,100,0,0,0,0
