Trial,Pump Rate,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1.05,1931.0,2.02,3.03,100,100,1,1,0,0
2,1.05,2045.0,1.01,1.01,2.02,5.050000000000001,1,1,1,1
3,1.05,1961.0,1.01,1.01,5.050000000000001,100,1,1,1,0
4,1.05,1964.0,2.02,7.07,11.11,100,1,1,1,0
5,1.05,2008.0,2.02,8.08,10.100000000000001,100,1,1,1,0
6,1.05,2043.0,1.01,1.01,1.01,3.03,1,1,1,1
7,1.05,1981.0,1.01,1.01,2.02,100,1,1,1,0
8,1.05,1876.0,5.050000000000001,100,100,100,1,0,0,0
9,1.05,2011.0,1.01,1.01,2.02,100,1,1,1,0
10,1.05,2028.0,1.01,2.02,3.03,100,1,1,1,0
11,1.05,2112.0,1.01,1.01,1.01,2.02,1,1,1,1
12,1.05,2088.0,1.01,3.03,3.03,10.100000000000001,1,1,1,1
13,1.05,1955.0,1.01,3.03,8.08,100,1,1,1,0
14,1.05,2088.0,1.01,1.01,2.02,3.03,1,1,1,1
15,1.05,2088.0,2.02,2.02,2.02,4.04,1,1,1,1
16,1.05,2088.0,5.050000000000001,7.07,8.08,16.16,1,1,1,1
17,1.05,2042.0,4.04,19.19,19.19,26.26,1,1,1,1
18,1.05,1908.0,1.01,100,100,100,1,0,0,0
19,1.05,2061.0,1.01,2.02,33.33,42.42,1,1,1,1
20,1.05,2080.0,1.01,1.01,2.02,3.03,1,1,1,1
21,1.05,2088.0,1.01,2.02,2.02,6.06,1,1,1,1
22,1.05,2010.0,1.01,1.01,1.01,100,1,1,1,0
23,1.05,2061.0,1.01,1.01,1.01,2.02,1,1,1,1
24,1.05,2077.0,1.01,1.01,1.01,2.02,1,1,1,1
25,1.05,1920.0,3.03,3.03,100,100,1,1,0,0
26,1.05,2101.0,1.01,1.01,2.02,2.02,1,1,1,1
27,1.05,2035.0,2.02,2.02,3.03,9.09,1,1,1,1
28,1.05,2118.0,1.01,1.01,1.01,10.100000000000001,1,1,1,1
29,1.05,2013.0,3.03,4.04,6.06,100,1,1,1,0
30,1.05,2121.0,1.01,1.01,1.01,2.02,1,1,1,1
31,1.05,2006.0,1.01,1.01,1.01,100,1,1,1,0
32,1.05,1956.0,1.01,1.01,3.03,100,1,1,1,0
33,1.05,2086.0,1.01,1.01,1.01,2.02,1,1,1,1
34,1.05,1959.0,1.01,1.01,6.06,100,1,1,1,0
35,1.05,1914.0,2.02,6.06,100,100,1,1,0,0
36,1.05,1919.0,1.01,2.02,100,100,1,1,0,0
37,1.05,2004.0,1.01,1.01,2.02,100,1,1,1,0
38,1.05,2095.0,1.01,1.01,1.01,10.100000000000001,1,1,1,1
39,1.05,2071.0,1.01,2.02,3.03,5.050000000000001,1,1,1,1
40,1.05,2006.0,1.01,2.02,3.03,100,1,1,1,0
41,1.05,1954.0,1.01,5.050000000000001,8.08,100,1,1,1,0
42,1.05,2118.0,1.01,1.01,1.01,1.01,1,1,1,1
43,1.05,2115.0,1.01,1.01,1.01,3.03,1,1,1,1
44,1.05,1884.0,24.24,100,100,100,1,0,0,0
45,1.05,2055.0,2.02,2.02,2.02,6.06,1,1,1,1
46,1.05,1832.0,100,100,100,100,0,0,0,0
47,1.05,1959.0,1.01,2.02,3.03,100,1,1,1,0
48,1.05,2037.0,1.01,1.01,1.01,1.01,1,1,1,1
49,1.05,2088.0,1.01,1.01,2.02,5.050000000000001,1,1,1,1
50,1.05,1962.0,1.01,1.01,4.04,100,1,1,1,0
51,1.05,1973.0,3.03,9.09,13.13,100,1,1,1,0
52,1.05,1908.0,8.08,100,100,100,1,0,0,0
53,1.05,2094.0,7.07,8.08,9.09,9.09,1,1,1,1
54,1.05,2088.0,1.01,1.01,2.02,11.11,1,1,1,1
55,1.05,2070.0,2.02,3.03,4.04,16.16,1,1,1,1
56,1.05,2115.0,1.01,1.01,1.01,16.16,1,1,1,1
57,1.05,2060.0,1.01,2.02,2.02,6.06,1,1,1,1
58,1.05,2115.0,1.01,1.01,1.01,1.01,1,1,1,1
59,1.05,2071.0,1.01,1.01,1.01,29.29,1,1,1,1
60,1.05,1978.0,3.03,9.09,9.09,100,1,1,1,0
61,1.05,1981.0,1.01,2.02,5.050000000000001,100,1,1,1,0
62,1.05,2026.0,1.01,2.02,4.04,100,1,1,1,0
63,1.05,1961.0,1.01,2.02,6.06,100,1,1,1,0
64,1.05,2020.0,1.01,1.01,1.01,100,1,1,1,0
65,1.05,2024.0,3.03,4.04,12.12,100,1,1,1,0
66,1.05,1986.0,1.01,1.01,1.01,100,1,1,1,0
67,1.05,1988.0,2.02,6.06,7.07,100,1,1,1,0
68,1.05,2121.0,1.01,1.01,1.01,1.01,1,1,1,1
69,1.05,2017.0,2.02,2.02,3.03,100,1,1,1,0
70,1.05,2112.0,2.02,2.02,2.02,5.050000000000001,1,1,1,1
71,1.05,2044.0,1.01,2.02,4.04,6.06,1,1,1,1
72,1.05,2088.0,2.02,6.06,8.08,15.149999999999999,1,1,1,1
73,1.05,1984.0,1.01,2.02,2.02,100,1,1,1,0
74,1.05,2007.0,2.02,4.04,8.08,100,1,1,1,0
75,1.05,1969.0,1.01,2.02,4.04,100,1,1,1,0
76,1.05,1999.0,2.02,3.03,5.050000000000001,100,1,1,1,0
77,1.05,1899.0,2.02,100,100,100,1,0,0,0
78,1.05,1910.0,1.01,5.050000000000001,100,100,1,1,0,0
79,1.05,2112.0,1.01,1.01,1.01,2.02,1,1,1,1
80,1.05,2046.0,1.01,1.01,1.01,2.02,1,1,1,1
81,1.05,1989.0,1.01,1.01,3.03,100,1,1,1,0
82,1.05,1841.0,100,100,100,100,0,0,0,0
83,1.05,2121.0,1.01,1.01,1.01,1.01,1,1,1,1
84,1.05,2094.0,4.04,6.06,7.07,9.09,1,1,1,1
85,1.05,2006.0,6.06,7.07,7.07,100,1,1,1,0
86,1.05,2115.0,1.01,1.01,1.01,3.03,1,1,1,1
87,1.05,2080.0,2.02,3.03,4.04,24.24,1,1,1,1
88,1.05,2049.0,1.01,1.01,1.01,2.02,1,1,1,1
89,1.05,1907.0,1.01,100,100,100,1,0,0,0
90,1.05,1948.0,2.02,7.07,100,100,1,1,0,0
91,1.05,2112.0,1.01,1.01,1.01,1.01,1,1,1,1
92,1.05,2088.0,1.01,1.01,1.01,2.02,1,1,1,1
93,1.05,2088.0,1.01,1.01,2.02,5.050000000000001,1,1,1,1
94,1.05,1925.0,1.01,8.08,100,100,1,1,0,0
95,1.05,2121.0,1.01,1.01,1.01,2.02,1,1,1,1
96,1.05,2121.0,1.01,1.01,1.01,1.01,1,1,1,1
97,1.05,2112.0,1.01,2.02,3.03,5.050000000000001,1,1,1,1
98,1.05,2035.0,1.01,1.01,2.02,100,1,1,1,0
99,1.05,1978.0,1.01,2.02,3.03,100,1,1,1,0
100,1.05,2036.0,1.01,2.02,20.200000000000003,100,1,1,1,0
