Trial,Pump Rate,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1.001,599.0,1.01,1.01,2.02,100,1,1,1,0
2,1.001,582.0,1.01,2.02,100,100,1,1,0,0
3,1.001,608.0,1.01,1.01,1.01,100,1,1,1,0
4,1.001,562.0,3.03,100,100,100,1,0,0,0
5,1.001,584.0,1.01,1.01,100,100,1,1,0,0
6,1.001,594.0,1.01,2.02,2.02,100,1,1,1,0
7,1.001,600.0,1.01,1.01,2.02,100,1,1,1,0
8,1.001,540.0,100,100,100,100,0,0,0,0
9,1.001,573.0,2.02,100,100,100,1,0,0,0
10,1.001,591.0,3.03,3.03,100,100,1,1,0,0
11,1.001,599.0,1.01,1.01,1.01,100,1,1,1,0
12,1.001,612.0,1.01,1.01,1.01,100,1,1,1,0
13,1.001,607.0,1.01,1.01,1.01,100,1,1,1,0
14,1.001,599.0,1.01,2.02,3.03,100,1,1,1,0
15,1.001,614.0,1.01,4.04,20.200000000000003,100,1,1,1,0
16,1.001,619.0,1.01,1.01,2.02,5.050000000000001,1,1,1,1
17,1.001,593.0,2.02,2.02,5.050000000000001,100,1,1,1,0
18,1.001,598.0,1.01,2.02,2.02,100,1,1,1,0
19,1.001,593.0,2.02,2.02,3.03,100,1,1,1,0
20,1.001,586.0,2.02,4.04,100,100,1,1,0,0
21,1.001,572.0,2.02,100,100,100,1,0,0,0
22,1.001,585.0,1.01,1.01,100,100,1,1,0,0
23,1.001,604.0,1.01,2.02,2.02,100,1,1,1,0
24,1.001,629.0,1.01,1.01,1.01,1.01,1,1,1,1
25,1.001,611.0,1.01,1.01,1.01,100,1,1,1,0
26,1.001,575.0,1.01,100,100,100,1,0,0,0
27,1.001,601.0,1.01,1.01,1.01,100,1,1,1,0
28,1.001,585.0,2.02,2.02,100,100,1,1,0,0
29,1.001,600.0,1.01,2.02,3.03,100,1,1,1,0
30,1.001,598.0,1.01,1.01,2.02,100,1,1,1,0
31,1.001,559.0,100,100,100,100,0,0,0,0
32,1.001,593.0,2.02,4.04,4.04,100,1,1,1,0
33,1.001,570.0,2.02,100,100,100,1,0,0,0
34,1.001,577.0,1.01,100,100,100,1,0,0,0
35,1.001,630.0,1.01,1.01,1.01,2.02,1,1,1,1
36,1.001,604.0,1.01,2.02,2.02,100,1,1,1,0
37,1.001,621.0,1.01,1.01,1.01,3.03,1,1,1,1
38,1.001,630.0,1.01,1.01,1.01,1.01,1,1,1,1
39,1.001,610.0,1.01,1.01,1.01,100,1,1,1,0
40,1.001,571.0,2.02,100,100,100,1,0,0,0
41,1.001,592.0,2.02,4.04,5.050000000000001,100,1,1,1,0
42,1.001,618.0,1.01,2.02,2.02,3.03,1,1,1,1
43,1.001,582.0,6.06,7.07,100,100,1,1,0,0
44,1.001,596.0,1.01,2.02,2.02,100,1,1,1,0
45,1.001,579.0,2.02,2.02,100,100,1,1,0,0
46,1.001,618.0,1.01,1.01,1.01,2.02,1,1,1,1
47,1.001,609.0,1.01,1.01,2.02,100,1,1,1,0
48,1.001,609.0,1.01,2.02,2.02,100,1,1,1,0
49,1.001,569.0,1.01,100,100,100,1,0,0,0
50,1.001,581.0,2.02,7.07,100,100,1,1,0,0
51,1.001,628.0,1.01,1.01,1.01,3.03,1,1,1,1
52,1.001,589.0,1.01,1.01,100,100,1,1,0,0
53,1.001,585.0,2.02,2.02,100,100,1,1,0,0
54,1.001,592.0,2.02,2.02,5.050000000000001,100,1,1,1,0
55,1.001,597.0,1.01,2.02,2.02,100,1,1,1,0
56,1.001,632.0,1.01,1.01,2.02,15.149999999999999,1,1,1,1
57,1.001,596.0,1.01,1.01,100,100,1,1,0,0
58,1.001,633.0,1.01,1.01,1.01,3.03,1,1,1,1
