Trial,Pump Rate,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1.01,3325.0,2.02,3.03,4.04,45.45,1,1,1,1
2,1.01,3307.0,2.02,4.04,5.050000000000001,35.35,1,1,1,1
3,1.01,3274.0,2.02,4.04,8.08,100,1,1,1,0
4,1.01,3272.0,2.02,3.03,4.04,100,1,1,1,0
5,1.01,3279.0,2.02,3.03,5.050000000000001,79.79,1,1,1,1
6,1.01,3263.0,2.02,3.03,5.050000000000001,100,1,1,1,0
7,1.01,3244.0,3.03,5.050000000000001,10.100000000000001,100,1,1,1,0
8,1.01,3277.0,2.02,3.03,5.050000000000001,100,1,1,1,0
9,1.01,3234.0,2.02,4.04,9.09,100,1,1,1,0
10,1.01,3252.0,2.02,3.03,7.07,100,1,1,1,0
11,1.01,3277.0,2.02,2.02,3.03,87.87,1,1,1,1
12,1.01,3282.0,2.02,5.050000000000001,7.07,100,1,1,1,0
13,1.01,3250.0,2.02,4.04,9.09,100,1,1,1,0
14,1.01,3244.0,2.02,3.03,7.07,100,1,1,1,0
15,1.01,3261.0,3.03,5.050000000000001,16.16,100,1,1,1,0
16,1.01,3236.0,2.02,3.03,5.050000000000001,100,1,1,1,0
17,1.01,3247.0,2.02,3.03,5.050000000000001,100,1,1,1,0
18,1.01,3336.0,2.02,3.03,4.04,18.18,1,1,1,1
19,1.01,3248.0,3.03,5.050000000000001,8.08,100,1,1,1,0
20,1.01,3261.0,2.02,4.04,5.050000000000001,100,1,1,1,0
21,1.01,3263.0,2.02,3.03,4.04,100,1,1,1,0
22,1.01,3290.0,2.02,4.04,5.050000000000001,33.33,1,1,1,1
23,1.01,3230.0,2.02,3.03,6.06,100,1,1,1,0
24,1.01,3296.0,2.02,3.03,4.04,51.51,1,1,1,1
25,1.01,3201.0,2.02,3.03,6.06,100,1,1,1,0
26,1.01,3314.0,2.02,3.03,4.04,25.25,1,1,1,1
27,1.01,3269.0,2.02,4.04,5.050000000000001,100,1,1,1,0
28,1.01,3270.0,3.03,4.04,6.06,100,1,1,1,0
29,1.01,3276.0,3.03,4.04,7.07,80.80000000000001,1,1,1,1
30,1.01,3282.0,2.02,3.03,4.04,39.39,1,1,1,1
31,1.01,3268.0,2.02,3.03,4.04,100,1,1,1,0
32,1.01,3317.0,2.02,3.03,4.04,20.200000000000003,1,1,1,1
33,1.01,3253.0,2.02,3.03,7.07,100,1,1,1,0
34,1.01,3285.0,2.02,3.03,4.04,19.19,1,1,1,1
35,1.01,3239.0,2.02,4.04,9.09,100,1,1,1,0
36,1.01,3258.0,2.02,3.03,4.04,100,1,1,1,0
37,1.01,3279.0,2.02,3.03,4.04,100,1,1,1,0
38,1.01,3323.0,3.03,3.03,6.06,32.32,1,1,1,1
39,1.01,3300.0,2.02,3.03,5.050000000000001,31.31,1,1,1,1
40,1.01,3313.0,2.02,3.03,4.04,49.49,1,1,1,1
41,1.01,3213.0,2.02,3.03,7.07,100,1,1,1,0
42,1.01,3239.0,2.02,3.03,6.06,100,1,1,1,0
43,1.01,3262.0,2.02,3.03,5.050000000000001,100,1,1,1,0
44,1.01,3294.0,2.02,2.02,4.04,29.29,1,1,1,1
45,1.01,3305.0,2.02,3.03,4.04,41.410000000000004,1,1,1,1
46,1.01,3291.0,3.03,5.050000000000001,7.07,60.599999999999994,1,1,1,1
47,1.01,3288.0,2.02,3.03,4.04,57.57000000000001,1,1,1,1
48,1.01,3289.0,2.02,3.03,4.04,18.18,1,1,1,1
49,1.01,3226.0,2.02,3.03,5.050000000000001,100,1,1,1,0
50,1.01,3306.0,3.03,3.03,8.08,31.31,1,1,1,1
51,1.01,3298.0,2.02,4.04,6.06,100,1,1,1,0
52,1.01,3251.0,2.02,3.03,5.050000000000001,100,1,1,1,0
53,1.01,3293.0,2.02,3.03,4.04,25.25,1,1,1,1
54,1.01,3243.0,2.02,4.04,7.07,100,1,1,1,0
55,1.01,3277.0,2.02,3.03,5.050000000000001,87.87,1,1,1,1
56,1.01,3304.0,2.02,3.03,5.050000000000001,52.52,1,1,1,1
57,1.01,3238.0,2.02,4.04,8.08,100,1,1,1,0
58,1.01,3240.0,3.03,5.050000000000001,7.07,100,1,1,1,0
59,1.01,3290.0,2.02,3.03,6.06,64.64,1,1,1,1
60,1.01,3273.0,2.02,3.03,4.04,69.69000000000001,1,1,1,1
61,1.01,3208.0,2.02,3.03,5.050000000000001,100,1,1,1,0
62,1.01,3228.0,2.02,5.050000000000001,10.100000000000001,100,1,1,1,0
63,1.01,3266.0,2.02,3.03,6.06,100,1,1,1,0
64,1.01,3304.0,3.03,5.050000000000001,8.08,47.470000000000006,1,1,1,1
65,1.01,3274.0,2.02,3.03,5.050000000000001,74.74,1,1,1,1
66,1.01,3253.0,2.02,5.050000000000001,9.09,100,1,1,1,0
67,1.01,3275.0,2.02,3.03,6.06,73.73,1,1,1,1
68,1.01,3279.0,3.03,4.04,6.06,80.80000000000001,1,1,1,1
69,1.01,3229.0,3.03,5.050000000000001,14.14,100,1,1,1,0
70,1.01,3313.0,2.02,3.03,5.050000000000001,17.17,1,1,1,1
71,1.01,3241.0,2.02,4.04,13.13,100,1,1,1,0
72,1.01,3277.0,2.02,3.03,5.050000000000001,100,1,1,1,0
73,1.01,3278.0,2.02,2.02,4.04,44.44,1,1,1,1
74,1.01,3255.0,2.02,3.03,7.07,100,1,1,1,0
75,1.01,3259.0,2.02,3.03,6.06,100,1,1,1,0
76,1.01,3261.0,2.02,3.03,4.04,100,1,1,1,0
77,1.01,3309.0,2.02,3.03,6.06,23.23,1,1,1,1
78,1.01,3285.0,2.02,3.03,4.04,71.71,1,1,1,1
79,1.01,3245.0,2.02,3.03,5.050000000000001,100,1,1,1,0
80,1.01,3290.0,2.02,3.03,6.06,64.64,1,1,1,1
81,1.01,3245.0,2.02,4.04,6.06,100,1,1,1,0
82,1.01,3282.0,2.02,4.04,6.06,100,1,1,1,0
83,1.01,3265.0,2.02,4.04,6.06,100,1,1,1,0
84,1.01,3240.0,3.03,5.050000000000001,8.08,100,1,1,1,0
85,1.01,3287.0,2.02,3.03,5.050000000000001,39.39,1,1,1,1
86,1.01,3302.0,2.02,3.03,4.04,28.28,1,1,1,1
87,1.01,3268.0,2.02,3.03,5.050000000000001,100,1,1,1,0
88,1.01,3277.0,2.02,3.03,4.04,100,1,1,1,0
89,1.01,3282.0,2.02,3.03,6.06,85.85,1,1,1,1
90,1.01,3251.0,3.03,5.050000000000001,8.08,100,1,1,1,0
91,1.01,3291.0,2.02,3.03,6.06,75.75,1,1,1,1
92,1.01,3290.0,2.02,2.02,4.04,41.410000000000004,1,1,1,1
93,1.01,3296.0,2.02,3.03,6.06,41.410000000000004,1,1,1,1
94,1.01,3288.0,2.02,4.04,8.08,27.270000000000003,1,1,1,1
95,1.01,3279.0,3.03,5.050000000000001,8.08,100,1,1,1,0
96,1.01,3236.0,2.02,4.04,7.07,100,1,1,1,0
97,1.01,3259.0,2.02,3.03,5.050000000000001,100,1,1,1,0
98,1.01,3280.0,2.02,3.03,4.04,87.87,1,1,1,1
99,1.01,3300.0,2.02,3.03,3.03,14.14,1,1,1,1
100,1.01,3298.0,2.02,3.03,5.050000000000001,28.28,1,1,1,1
