Trial,Pump Rate,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1.001,118.0,3.03,5.050000000000001,12.12,100,1,1,1,0
2,1.001,127.0,2.02,2.02,2.02,2.02,1,1,1,1
3,1.001,127.0,2.02,2.02,2.02,2.02,1,1,1,1
4,1.001,118.0,3.03,3.03,4.04,100,1,1,1,0
5,1.001,109.0,100,100,100,100,0,0,0,0
6,1.001,126.0,2.02,2.02,2.02,2.02,1,1,1,1
7,1.001,127.0,2.02,3.03,3.03,4.04,1,1,1,1
8,1.001,114.0,5.050000000000001,100,100,100,1,0,0,0
9,1.001,127.0,2.02,3.03,3.03,4.04,1,1,1,1
10,1.001,119.0,7.07,9.09,15.149999999999999,100,1,1,1,0
11,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
12,1.001,127.0,2.02,2.02,3.03,3.03,1,1,1,1
13,1.001,120.0,4.04,4.04,7.07,100,1,1,1,0
14,1.001,117.0,4.04,4.04,8.08,100,1,1,1,0
15,1.001,121.0,3.03,3.03,3.03,100,1,1,1,0
16,1.001,127.0,2.02,3.03,3.03,3.03,1,1,1,1
17,1.001,118.0,3.03,5.050000000000001,6.06,100,1,1,1,0
18,1.001,127.0,2.02,2.02,2.02,4.04,1,1,1,1
19,1.001,127.0,2.02,2.02,3.03,5.050000000000001,1,1,1,1
20,1.001,116.0,15.149999999999999,35.35,100,100,1,1,0,0
21,1.001,121.0,3.03,3.03,3.03,100,1,1,1,0
22,1.001,127.0,2.02,3.03,3.03,4.04,1,1,1,1
23,1.001,127.0,2.02,2.02,3.03,4.04,1,1,1,1
24,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
25,1.001,121.0,3.03,4.04,4.04,100,1,1,1,0
26,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
27,1.001,121.0,4.04,7.07,9.09,100,1,1,1,0
28,1.001,120.0,3.03,4.04,4.04,100,1,1,1,0
29,1.001,120.0,3.03,4.04,6.06,100,1,1,1,0
30,1.001,116.0,4.04,26.26,100,100,1,1,0,0
31,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
32,1.001,122.0,3.03,4.04,4.04,4.04,1,1,1,1
33,1.001,127.0,2.02,3.03,3.03,5.050000000000001,1,1,1,1
34,1.001,124.0,2.02,2.02,2.02,3.03,1,1,1,1
35,1.001,126.0,21.21,25.25,25.25,27.270000000000003,1,1,1,1
36,1.001,120.0,4.04,8.08,11.11,100,1,1,1,0
37,1.001,114.0,5.050000000000001,100,100,100,1,0,0,0
38,1.001,127.0,2.02,3.03,3.03,3.03,1,1,1,1
39,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
40,1.001,127.0,1.01,2.02,2.02,2.02,1,1,1,1
41,1.001,119.0,3.03,6.06,7.07,100,1,1,1,0
42,1.001,126.0,2.02,3.03,3.03,3.03,1,1,1,1
43,1.001,121.0,3.03,4.04,4.04,100,1,1,1,0
44,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
45,1.001,126.0,3.03,3.03,3.03,4.04,1,1,1,1
46,1.001,125.0,2.02,2.02,3.03,3.03,1,1,1,1
47,1.001,112.0,12.12,100,100,100,1,0,0,0
48,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
49,1.001,113.0,3.03,100,100,100,1,0,0,0
50,1.001,127.0,2.02,2.02,2.02,2.02,1,1,1,1
51,1.001,119.0,3.03,4.04,13.13,100,1,1,1,0
52,1.001,126.0,2.02,2.02,3.03,3.03,1,1,1,1
53,1.001,127.0,2.02,3.03,3.03,3.03,1,1,1,1
54,1.001,126.0,2.02,2.02,3.03,4.04,1,1,1,1
55,1.001,125.0,2.02,3.03,4.04,4.04,1,1,1,1
56,1.001,114.0,5.050000000000001,100,100,100,1,0,0,0
57,1.001,114.0,3.03,100,100,100,1,0,0,0
58,1.001,120.0,4.04,6.06,18.18,100,1,1,1,0
59,1.001,124.0,2.02,3.03,3.03,5.050000000000001,1,1,1,1
60,1.001,118.0,2.02,3.03,4.04,100,1,1,1,0
61,1.001,127.0,2.02,2.02,2.02,2.02,1,1,1,1
62,1.001,127.0,2.02,3.03,3.03,3.03,1,1,1,1
63,1.001,127.0,1.01,1.01,1.01,2.02,1,1,1,1
64,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
65,1.001,121.0,2.02,3.03,3.03,100,1,1,1,0
66,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
67,1.001,127.0,2.02,2.02,2.02,2.02,1,1,1,1
68,1.001,121.0,3.03,3.03,3.03,100,1,1,1,0
69,1.001,127.0,3.03,4.04,6.06,8.08,1,1,1,1
70,1.001,118.0,6.06,11.11,13.13,100,1,1,1,0
71,1.001,120.0,3.03,4.04,9.09,100,1,1,1,0
72,1.001,122.0,4.04,7.07,16.16,22.22,1,1,1,1
73,1.001,121.0,4.04,4.04,5.050000000000001,100,1,1,1,0
74,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
75,1.001,119.0,3.03,5.050000000000001,24.24,100,1,1,1,0
76,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
77,1.001,127.0,3.03,3.03,3.03,3.03,1,1,1,1
78,1.001,127.0,2.02,2.02,3.03,3.03,1,1,1,1
79,1.001,121.0,2.02,3.03,4.04,100,1,1,1,0
80,1.001,127.0,3.03,3.03,3.03,5.050000000000001,1,1,1,1
81,1.001,121.0,2.02,2.02,3.03,100,1,1,1,0
82,1.001,118.0,5.050000000000001,8.08,8.08,100,1,1,1,0
83,1.001,126.0,3.03,4.04,5.050000000000001,7.07,1,1,1,1
84,1.001,112.0,3.03,100,100,100,1,0,0,0
85,1.001,121.0,4.04,4.04,6.06,100,1,1,1,0
86,1.001,127.0,2.02,2.02,3.03,3.03,1,1,1,1
87,1.001,121.0,2.02,3.03,3.03,100,1,1,1,0
88,1.001,127.0,7.07,40.400000000000006,44.44,46.46,1,1,1,1
89,1.001,115.0,6.06,15.149999999999999,100,100,1,1,0,0
90,1.001,127.0,2.02,3.03,3.03,3.03,1,1,1,1
91,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
92,1.001,118.0,5.050000000000001,6.06,9.09,100,1,1,1,0
93,1.001,127.0,2.02,2.02,2.02,3.03,1,1,1,1
94,1.001,127.0,2.02,3.03,3.03,3.03,1,1,1,1
95,1.001,127.0,2.02,2.02,2.02,2.02,1,1,1,1
96,1.001,121.0,3.03,3.03,4.04,100,1,1,1,0
97,1.001,127.0,1.01,2.02,2.02,2.02,1,1,1,1
98,1.001,126.0,2.02,2.02,2.02,2.02,1,1,1,1
99,1.001,124.0,2.02,2.02,3.03,4.04,1,1,1,1
100,1.001,118.0,2.02,3.03,5.050000000000001,100,1,1,1,0
