Trial,Pump Rate,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,2.5,580.0,2.02,5.050000000000001,100,100,1,1,0,0
2,2.5,601.0,2.02,3.03,4.04,100,1,1,1,0
3,2.5,563.0,4.04,100,100,100,1,0,0,0
4,2.5,597.0,2.02,2.02,2.02,100,1,1,1,0
5,2.5,550.0,100,100,100,100,0,0,0,0
6,2.5,603.0,2.02,3.03,3.03,100,1,1,1,0
7,2.5,638.0,1.01,1.01,1.01,2.02,1,1,1,1
8,2.5,602.0,2.02,3.03,3.03,100,1,1,1,0
9,2.5,537.0,100,100,100,100,0,0,0,0
10,2.5,591.0,2.02,3.03,100,100,1,1,0,0
11,2.5,598.0,2.02,2.02,2.02,100,1,1,1,0
12,2.5,597.0,1.01,2.02,2.02,100,1,1,1,0
13,2.5,619.0,2.02,2.02,4.04,5.050000000000001,1,1,1,1
14,2.5,532.0,100,100,100,100,0,0,0,0
15,2.5,593.0,2.02,2.02,4.04,100,1,1,1,0
16,2.5,570.0,2.02,100,100,100,1,0,0,0
17,2.5,609.0,2.02,2.02,3.03,100,1,1,1,0
18,2.5,588.0,3.03,5.050000000000001,100,100,1,1,0,0
19,2.5,580.0,25.25,26.26,100,100,1,1,0,0
20,2.5,617.0,1.01,2.02,3.03,100,1,1,1,0
21,2.5,593.0,2.02,3.03,5.050000000000001,100,1,1,1,0
22,2.5,606.0,2.02,2.02,2.02,100,1,1,1,0
23,2.5,604.0,2.02,3.03,3.03,100,1,1,1,0
24,2.5,594.0,2.02,2.02,2.02,100,1,1,1,0
25,2.5,609.0,2.02,3.03,3.03,100,1,1,1,0
26,2.5,615.0,1.01,2.02,2.02,100,1,1,1,0
27,2.5,556.0,100,100,100,100,0,0,0,0
28,2.5,596.0,2.02,2.02,4.04,100,1,1,1,0
29,2.5,566.0,2.02,100,100,100,1,0,0,0
