Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.005,115.0,2.02,100,100,100,1,0,0,0
2,0.005,121.0,2.02,2.02,2.02,100,1,1,1,0
3,0.005,119.0,2.02,4.04,17.17,100,1,1,1,0
4,0.005,117.0,2.02,2.02,100,100,1,1,0,0
5,0.005,122.0,2.02,2.02,6.06,100,1,1,1,0
6,0.005,123.0,1.01,1.01,2.02,2.02,1,1,1,1
7,0.005,115.0,2.02,100,100,100,1,0,0,0
8,0.005,123.0,2.02,2.02,2.02,5.050000000000001,1,1,1,1
9,0.005,111.0,100,100,100,100,0,0,0,0
10,0.005,121.0,2.02,2.02,2.02,100,1,1,1,0
11,0.005,122.0,2.02,2.02,4.04,100,1,1,1,0
12,0.005,122.0,2.02,2.02,2.02,100,1,1,1,0
13,0.005,116.0,3.03,31.31,100,100,1,1,0,0
14,0.005,122.0,1.01,2.02,2.02,100,1,1,1,0
15,0.005,123.0,2.02,2.02,2.02,6.06,1,1,1,1
16,0.005,125.0,1.01,1.01,2.02,2.02,1,1,1,1
17,0.005,121.0,2.02,3.03,3.03,100,1,1,1,0
18,0.005,125.0,2.02,2.02,3.03,9.09,1,1,1,1
19,0.005,119.0,4.04,7.07,12.12,100,1,1,1,0
20,0.005,124.0,2.02,2.02,2.02,15.149999999999999,1,1,1,1
21,0.005,122.0,2.02,2.02,2.02,100,1,1,1,0
22,0.005,122.0,2.02,2.02,2.02,100,1,1,1,0
23,0.005,120.0,3.03,8.08,10.100000000000001,100,1,1,1,0
24,0.005,122.0,2.02,2.02,2.02,100,1,1,1,0
25,0.005,109.0,100,100,100,100,0,0,0,0
26,0.005,123.0,2.02,3.03,4.04,11.11,1,1,1,1
27,0.005,121.0,2.02,2.02,3.03,100,1,1,1,0
28,0.005,117.0,3.03,3.03,100,100,1,1,0,0
29,0.005,121.0,2.02,2.02,2.02,100,1,1,1,0
30,0.005,119.0,2.02,3.03,6.06,100,1,1,1,0
31,0.005,122.0,6.06,12.12,23.23,100,1,1,1,0
32,0.005,119.0,2.02,2.02,2.02,100,1,1,1,0
33,0.005,120.0,2.02,2.02,2.02,100,1,1,1,0
34,0.005,122.0,2.02,2.02,2.02,100,1,1,1,0
35,0.005,119.0,3.03,3.03,4.04,100,1,1,1,0
36,0.005,118.0,3.03,7.07,10.100000000000001,100,1,1,1,0
37,0.005,123.0,3.03,14.14,14.14,16.16,1,1,1,1
38,0.005,122.0,2.02,2.02,3.03,100,1,1,1,0
39,0.005,121.0,2.02,2.02,2.02,100,1,1,1,0
40,0.005,122.0,1.01,2.02,2.02,100,1,1,1,0
41,0.005,123.0,2.02,2.02,2.02,36.36,1,1,1,1
42,0.005,125.0,2.02,2.02,2.02,3.03,1,1,1,1
43,0.005,123.0,2.02,3.03,4.04,23.23,1,1,1,1
44,0.005,123.0,7.07,14.14,14.14,19.19,1,1,1,1
45,0.005,121.0,3.03,4.04,6.06,100,1,1,1,0
46,0.005,123.0,2.02,2.02,2.02,33.33,1,1,1,1
47,0.005,118.0,3.03,3.03,11.11,100,1,1,1,0
48,0.005,121.0,5.050000000000001,10.100000000000001,15.149999999999999,100,1,1,1,0
49,0.005,115.0,3.03,100,100,100,1,0,0,0
50,0.005,115.0,10.100000000000001,100,100,100,1,0,0,0
51,0.005,128.0,2.02,3.03,5.050000000000001,26.26,1,1,1,1
52,0.005,122.0,2.02,2.02,2.02,100,1,1,1,0
53,0.005,121.0,2.02,2.02,3.03,100,1,1,1,0
54,0.005,124.0,2.02,2.02,12.12,22.22,1,1,1,1
55,0.005,123.0,8.08,16.16,16.16,61.61,1,1,1,1
56,0.005,116.0,2.02,9.09,100,100,1,1,0,0
57,0.005,123.0,2.02,2.02,2.02,87.87,1,1,1,1
58,0.005,122.0,2.02,2.02,2.02,100,1,1,1,0
59,0.005,115.0,3.03,100,100,100,1,0,0,0
60,0.005,114.0,5.050000000000001,100,100,100,1,0,0,0
61,0.005,128.0,4.04,5.050000000000001,10.100000000000001,24.24,1,1,1,1
62,0.005,124.0,2.02,4.04,8.08,15.149999999999999,1,1,1,1
63,0.005,122.0,1.01,2.02,2.02,100,1,1,1,0
64,0.005,124.0,2.02,2.02,2.02,6.06,1,1,1,1
65,0.005,118.0,2.02,2.02,29.29,100,1,1,1,0
66,0.005,125.0,1.01,2.02,2.02,9.09,1,1,1,1
67,0.005,122.0,2.02,2.02,2.02,100,1,1,1,0
68,0.005,119.0,2.02,3.03,5.050000000000001,100,1,1,1,0
69,0.005,120.0,2.02,2.02,2.02,100,1,1,1,0
70,0.005,118.0,2.02,11.11,13.13,100,1,1,1,0
71,0.005,123.0,2.02,2.02,2.02,4.04,1,1,1,1
72,0.005,128.0,2.02,2.02,3.03,34.34,1,1,1,1
73,0.005,121.0,2.02,2.02,2.02,100,1,1,1,0
74,0.005,117.0,3.03,11.11,100,100,1,1,0,0
75,0.005,121.0,2.02,2.02,2.02,100,1,1,1,0
76,0.005,116.0,3.03,11.11,100,100,1,1,0,0
77,0.005,125.0,1.01,2.02,3.03,19.19,1,1,1,1
78,0.005,123.0,2.02,2.02,3.03,10.100000000000001,1,1,1,1
79,0.005,111.0,100,100,100,100,0,0,0,0
80,0.005,121.0,2.02,2.02,3.03,100,1,1,1,0
81,0.005,122.0,2.02,2.02,2.02,100,1,1,1,0
82,0.005,118.0,3.03,4.04,9.09,100,1,1,1,0
83,0.005,121.0,3.03,4.04,47.470000000000006,100,1,1,1,0
84,0.005,123.0,2.02,2.02,4.04,28.28,1,1,1,1
85,0.005,122.0,2.02,2.02,3.03,100,1,1,1,0
86,0.005,121.0,2.02,2.02,4.04,100,1,1,1,0
87,0.005,115.0,3.03,100,100,100,1,0,0,0
88,0.005,119.0,2.02,3.03,4.04,100,1,1,1,0
89,0.005,119.0,5.050000000000001,75.75,77.77,100,1,1,1,0
90,0.005,116.0,2.02,20.200000000000003,100,100,1,1,0,0
91,0.005,118.0,2.02,3.03,6.06,100,1,1,1,0
92,0.005,121.0,2.02,3.03,4.04,100,1,1,1,0
93,0.005,117.0,2.02,6.06,100,100,1,1,0,0
94,0.005,122.0,1.01,2.02,2.02,100,1,1,1,0
95,0.005,121.0,2.02,2.02,2.02,100,1,1,1,0
96,0.005,113.0,6.06,100,100,100,1,0,0,0
97,0.005,122.0,2.02,2.02,3.03,100,1,1,1,0
98,0.005,123.0,2.02,2.02,2.02,2.02,1,1,1,1
99,0.005,123.0,3.03,7.07,8.08,16.16,1,1,1,1
100,0.005,120.0,2.02,4.04,4.04,100,1,1,1,0
