Trial,Cut at T=100,Simulation Time (s),T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1832.0,0.22954750061035156,31.31,75.75,81.81,100,1,1,1,0
2,1887.0,0.22916698455810547,22.22,25.25,26.26,100,1,1,1,0
3,1926.0,0.22161102294921875,13.13,17.17,19.19,51.51,1,1,1,1
4,1874.0,0.22797751426696777,13.13,14.14,29.29,100,1,1,1,0
5,1756.0,0.2304553985595703,18.18,100,100,100,1,0,0,0
6,1869.0,0.22952675819396973,14.14,15.149999999999999,16.16,100,1,1,1,0
7,1821.0,0.22742772102355957,23.23,33.33,100,100,1,1,0,0
8,1902.0,0.22696757316589355,11.11,20.200000000000003,21.21,100,1,1,1,0
9,1926.0,0.22227001190185547,23.23,27.270000000000003,28.28,31.31,1,1,1,1
10,1943.0,0.22623062133789062,16.16,18.18,27.270000000000003,29.29,1,1,1,1
11,1839.0,0.23064327239990234,28.28,44.44,57.57000000000001,100,1,1,1,0
12,1790.0,0.22418737411499023,29.29,100,100,100,1,0,0,0
13,1944.0,0.22594952583312988,18.18,19.19,19.19,22.22,1,1,1,1
14,1897.0,0.2317354679107666,16.16,17.17,18.18,100,1,1,1,0
15,1859.0,0.2303469181060791,20.200000000000003,54.540000000000006,66.66,100,1,1,1,0
16,1893.0,0.2309741973876953,23.23,31.31,34.34,100,1,1,1,0
17,1749.0,0.23076128959655762,21.21,100,100,100,1,0,0,0
18,1809.0,0.22696828842163086,34.34,36.36,100,100,1,1,0,0
19,1897.0,0.22905659675598145,11.11,12.12,12.12,100,1,1,1,0
20,1813.0,0.22720932960510254,21.21,27.270000000000003,100,100,1,1,0,0
21,1690.0,0.22608017921447754,100,100,100,100,0,0,0,0
22,1913.0,0.2261059284210205,40.400000000000006,42.42,42.42,75.75,1,1,1,1
