Trial,Cut at T=100,Simulation Time (s),T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,5828.0,2.687542200088501,8.08,8.08,9.09,100,1,1,1,0
2,5827.0,2.675919532775879,8.08,8.08,9.09,100,1,1,1,0
3,5802.0,2.675926446914673,8.08,8.08,9.09,100,1,1,1,0
4,5804.0,2.6761088371276855,8.08,8.08,9.09,100,1,1,1,0
5,5854.0,2.6757895946502686,8.08,8.08,9.09,26.26,1,1,1,1
6,5826.0,2.6758294105529785,8.08,8.08,9.09,100,1,1,1,0
7,5841.0,2.6759846210479736,8.08,8.08,9.09,100,1,1,1,0
8,5815.0,2.6759533882141113,8.08,8.08,9.09,100,1,1,1,0
9,5817.0,2.675940752029419,8.08,8.08,9.09,100,1,1,1,0
10,5804.0,2.676112174987793,8.08,8.08,9.09,100,1,1,1,0
11,5854.0,2.675940752029419,8.08,8.08,9.09,41.410000000000004,1,1,1,1
12,5798.0,2.675992250442505,8.08,8.08,9.09,100,1,1,1,0
13,5798.0,2.6757867336273193,8.08,8.08,9.09,100,1,1,1,0
14,5831.0,2.6759591102600098,8.08,8.08,9.09,100,1,1,1,0
15,5786.0,2.6761362552642822,8.08,8.08,9.09,100,1,1,1,0
16,5846.0,2.676069736480713,8.08,8.08,9.09,53.53,1,1,1,1
17,5816.0,2.6758460998535156,8.08,8.08,9.09,100,1,1,1,0
18,5808.0,2.6758716106414795,8.08,8.08,9.09,100,1,1,1,0
19,5831.0,2.6760659217834473,8.08,8.08,9.09,100,1,1,1,0
20,5811.0,2.6762001514434814,8.08,8.08,9.09,100,1,1,1,0
21,5876.0,2.6759583950042725,8.08,8.08,9.09,23.23,1,1,1,1
22,5840.0,2.6759345531463623,8.08,8.08,9.09,100,1,1,1,0
23,5862.0,2.6760196685791016,8.08,8.08,9.09,43.43,1,1,1,1
24,5829.0,2.67608642578125,8.08,8.08,9.09,100,1,1,1,0
25,5789.0,2.675948143005371,8.08,8.08,9.09,100,1,1,1,0
26,5810.0,2.676145553588867,8.08,8.08,9.09,100,1,1,1,0
27,5845.0,2.676067590713501,8.08,8.08,9.09,68.68,1,1,1,1
28,5890.0,2.6760542392730713,8.08,8.08,9.09,29.29,1,1,1,1
29,5849.0,2.6759450435638428,8.08,8.08,9.09,64.64,1,1,1,1
30,5811.0,2.676114797592163,8.08,8.08,9.09,100,1,1,1,0
31,5820.0,2.6760265827178955,8.08,8.08,9.09,100,1,1,1,0
32,5822.0,2.6762027740478516,8.08,8.08,9.09,100,1,1,1,0
33,5803.0,2.6761221885681152,8.08,8.08,9.09,100,1,1,1,0
34,5782.0,2.675981044769287,8.08,8.08,9.09,100,1,1,1,0
35,5804.0,2.6759891510009766,8.08,8.08,9.09,100,1,1,1,0
36,5828.0,2.676056385040283,8.08,8.08,9.09,100,1,1,1,0
37,5826.0,2.676010847091675,8.08,8.08,9.09,100,1,1,1,0
38,5809.0,2.6761863231658936,8.08,8.08,9.09,100,1,1,1,0
39,5814.0,2.6770734786987305,8.08,8.08,9.09,100,1,1,1,0
40,5823.0,2.6760714054107666,8.08,8.08,9.09,100,1,1,1,0
41,5825.0,2.6760730743408203,8.08,8.08,9.09,100,1,1,1,0
42,5804.0,2.6760942935943604,8.08,9.09,9.09,100,1,1,1,0
43,5830.0,2.6761159896850586,8.08,8.08,9.09,100,1,1,1,0
44,5787.0,2.675983428955078,8.08,8.08,9.09,100,1,1,1,0
45,5839.0,2.6759274005889893,8.08,8.08,9.09,100,1,1,1,0
46,5845.0,2.6759250164031982,8.08,8.08,9.09,76.76,1,1,1,1
47,5809.0,2.6759934425354004,8.08,8.08,9.09,100,1,1,1,0
48,5847.0,2.6761362552642822,8.08,8.08,9.09,90.9,1,1,1,1
49,5769.0,2.676072597503662,8.08,9.09,10.100000000000001,100,1,1,1,0
50,5793.0,2.67712664604187,8.08,8.08,9.09,100,1,1,1,0
51,5791.0,2.675898313522339,8.08,8.08,9.09,100,1,1,1,0
52,5862.0,2.6761691570281982,8.08,8.08,9.09,36.36,1,1,1,1
53,5798.0,2.676032543182373,8.08,8.08,9.09,100,1,1,1,0
54,5830.0,2.6761014461517334,8.08,8.08,9.09,100,1,1,1,0
55,5797.0,2.6761159896850586,8.08,8.08,9.09,100,1,1,1,0
56,5810.0,2.676295757293701,8.08,8.08,9.09,100,1,1,1,0
57,5822.0,2.6759440898895264,8.08,8.08,9.09,100,1,1,1,0
58,5851.0,2.676201820373535,8.08,8.08,9.09,59.589999999999996,1,1,1,1
59,5844.0,2.6759464740753174,8.08,9.09,10.100000000000001,100,1,1,1,0
60,5816.0,2.6759908199310303,8.08,8.08,9.09,100,1,1,1,0
61,5875.0,2.6760611534118652,8.08,8.08,9.09,20.200000000000003,1,1,1,1
62,5808.0,2.6761412620544434,8.08,8.08,9.09,100,1,1,1,0
63,5877.0,2.6761093139648438,8.08,8.08,9.09,47.470000000000006,1,1,1,1
64,5832.0,2.676196336746216,8.08,8.08,9.09,100,1,1,1,0
65,5857.0,2.675896167755127,8.08,8.08,9.09,51.51,1,1,1,1
66,5830.0,2.6760756969451904,8.08,8.08,9.09,100,1,1,1,0
67,5820.0,2.676114797592163,8.08,8.08,9.09,100,1,1,1,0
68,5829.0,2.676137685775757,8.08,8.08,9.09,100,1,1,1,0
69,5785.0,2.6759750843048096,8.08,8.08,9.09,100,1,1,1,0
70,5850.0,2.6761586666107178,8.08,8.08,9.09,57.57000000000001,1,1,1,1
71,5795.0,2.676243305206299,8.08,8.08,9.09,100,1,1,1,0
72,5811.0,2.6760950088500977,8.08,8.08,9.09,100,1,1,1,0
73,5868.0,2.6761701107025146,8.08,8.08,9.09,24.24,1,1,1,1
74,5781.0,2.676163911819458,8.08,8.08,9.09,100,1,1,1,0
75,5770.0,2.676011562347412,8.08,8.08,9.09,100,1,1,1,0
76,5854.0,2.676337957382202,8.08,8.08,9.09,45.45,1,1,1,1
77,5824.0,2.676103353500366,8.08,8.08,9.09,100,1,1,1,0
78,5824.0,2.6761622428894043,8.08,8.08,9.09,100,1,1,1,0
79,5850.0,2.676041841506958,8.08,8.08,9.09,50.5,1,1,1,1
80,5807.0,2.676238536834717,8.08,8.08,9.09,100,1,1,1,0
81,5825.0,2.675903081893921,8.08,8.08,9.09,100,1,1,1,0
82,5818.0,2.6762073040008545,8.08,8.08,9.09,100,1,1,1,0
83,5786.0,2.675990581512451,8.08,8.08,9.09,100,1,1,1,0
84,5817.0,2.676165819168091,8.08,8.08,9.09,100,1,1,1,0
85,5853.0,2.6760382652282715,8.08,8.08,9.09,40.400000000000006,1,1,1,1
86,5836.0,2.6759655475616455,8.08,8.08,9.09,100,1,1,1,0
87,5802.0,2.6761059761047363,8.08,8.08,9.09,100,1,1,1,0
88,5827.0,2.676159143447876,8.08,8.08,9.09,100,1,1,1,0
89,5767.0,2.6759862899780273,8.08,8.08,9.09,100,1,1,1,0
90,5839.0,2.6757972240448,8.08,8.08,9.09,100,1,1,1,0
91,5841.0,2.676056385040283,8.08,8.08,9.09,63.63,1,1,1,1
92,5840.0,2.6761066913604736,8.08,8.08,9.09,100,1,1,1,0
93,5789.0,2.6770031452178955,8.08,8.08,9.09,100,1,1,1,0
94,5809.0,2.6760194301605225,8.08,8.08,9.09,100,1,1,1,0
95,5852.0,2.676093816757202,8.08,8.08,8.08,41.410000000000004,1,1,1,1
96,5874.0,2.676098585128784,8.08,8.08,9.09,22.22,1,1,1,1
97,5806.0,2.6760146617889404,8.08,8.08,9.09,100,1,1,1,0
98,5780.0,2.676316499710083,8.08,8.08,9.09,100,1,1,1,0
99,5765.0,2.6761300563812256,8.08,9.09,10.100000000000001,100,1,1,1,0
100,5856.0,2.6763103008270264,8.08,8.08,9.09,72.72,1,1,1,1
