Trial,Cut at T=100,Simulation Time (s),T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,615.0,0.2942349910736084,1.01,2.02,2.02,100,1,1,1,0
2,623.0,0.28384900093078613,3.03,5.050000000000001,9.09,12.12,1,1,1,1
3,611.0,0.2755410671234131,2.02,3.03,4.04,100,1,1,1,0
4,625.0,0.286041259765625,2.02,2.02,2.02,5.050000000000001,1,1,1,1
5,634.0,0.28887391090393066,2.02,2.02,2.02,3.03,1,1,1,1
6,631.0,0.2947204113006592,3.03,3.03,3.03,8.08,1,1,1,1
7,631.0,0.3267250061035156,1.01,1.01,1.01,2.02,1,1,1,1
8,609.0,0.2819960117340088,2.02,2.02,3.03,100,1,1,1,0
9,595.0,0.2784149646759033,3.03,6.06,7.07,100,1,1,1,0
10,560.0,0.2821362018585205,73.73,100,100,100,1,0,0,0
11,586.0,0.29032349586486816,3.03,9.09,100,100,1,1,0,0
12,625.0,0.29174256324768066,6.06,21.21,22.22,51.51,1,1,1,1
13,595.0,0.2876424789428711,2.02,3.03,8.08,100,1,1,1,0
14,624.0,0.2852044105529785,2.02,2.02,2.02,3.03,1,1,1,1
15,582.0,0.2812817096710205,3.03,5.050000000000001,100,100,1,1,0,0
16,580.0,0.278501033782959,3.03,5.050000000000001,100,100,1,1,0,0
17,589.0,0.3493630886077881,2.02,3.03,100,100,1,1,0,0
18,569.0,0.3245809078216553,3.03,100,100,100,1,0,0,0
19,643.0,0.3176298141479492,2.02,2.02,2.02,3.03,1,1,1,1
20,605.0,0.28705334663391113,3.03,4.04,11.11,100,1,1,1,0
21,618.0,0.2858595848083496,2.02,3.03,3.03,12.12,1,1,1,1
22,598.0,0.3077518939971924,2.02,4.04,5.050000000000001,100,1,1,1,0
23,586.0,0.29883646965026855,4.04,5.050000000000001,100,100,1,1,0,0
24,602.0,0.2874412536621094,4.04,5.050000000000001,8.08,100,1,1,1,0
25,601.0,0.30971860885620117,3.03,3.03,6.06,100,1,1,1,0
26,597.0,0.29674720764160156,3.03,6.06,9.09,100,1,1,1,0
27,598.0,0.2931053638458252,3.03,4.04,5.050000000000001,100,1,1,1,0
28,590.0,0.3017001152038574,3.03,4.04,100,100,1,1,0,0
29,589.0,0.28078770637512207,6.06,10.100000000000001,100,100,1,1,0,0
30,632.0,0.282789945602417,2.02,2.02,2.02,2.02,1,1,1,1
31,632.0,0.28816819190979004,2.02,2.02,2.02,2.02,1,1,1,1
32,631.0,0.2760493755340576,2.02,2.02,2.02,2.02,1,1,1,1
33,569.0,0.27779555320739746,8.08,100,100,100,1,0,0,0
34,587.0,0.28511619567871094,2.02,4.04,100,100,1,1,0,0
35,622.0,0.28527188301086426,2.02,3.03,4.04,7.07,1,1,1,1
36,595.0,0.2886333465576172,2.02,2.02,5.050000000000001,100,1,1,1,0
37,615.0,0.282759428024292,3.03,3.03,4.04,100,1,1,1,0
38,588.0,0.28254079818725586,2.02,2.02,100,100,1,1,0,0
39,611.0,0.29059553146362305,4.04,4.04,4.04,100,1,1,1,0
40,588.0,0.27924227714538574,3.03,4.04,100,100,1,1,0,0
41,580.0,0.2871589660644531,2.02,4.04,100,100,1,1,0,0
42,591.0,0.2841641902923584,3.03,4.04,100,100,1,1,0,0
43,618.0,0.2918708324432373,2.02,2.02,3.03,30.299999999999997,1,1,1,1
44,592.0,0.2802236080169678,4.04,8.08,30.299999999999997,100,1,1,1,0
45,586.0,0.2929270267486572,3.03,5.050000000000001,100,100,1,1,0,0
46,570.0,0.2883131504058838,6.06,100,100,100,1,0,0,0
47,607.0,0.286959171295166,2.02,2.02,3.03,100,1,1,1,0
48,590.0,0.32405757904052734,3.03,3.03,100,100,1,1,0,0
49,593.0,0.3286924362182617,3.03,4.04,4.04,100,1,1,1,0
50,601.0,0.28254055976867676,11.11,23.23,33.33,100,1,1,1,0
51,613.0,0.2835991382598877,2.02,3.03,3.03,100,1,1,1,0
52,601.0,0.28370118141174316,2.02,3.03,3.03,100,1,1,1,0
53,601.0,0.2828373908996582,3.03,3.03,3.03,100,1,1,1,0
54,602.0,0.28644394874572754,2.02,3.03,3.03,100,1,1,1,0
55,643.0,0.2979607582092285,2.02,3.03,3.03,4.04,1,1,1,1
56,580.0,0.2794473171234131,7.07,39.39,100,100,1,1,0,0
57,604.0,0.29061102867126465,3.03,4.04,9.09,100,1,1,1,0
58,587.0,0.29223155975341797,3.03,4.04,100,100,1,1,0,0
59,619.0,0.28845739364624023,2.02,3.03,3.03,5.050000000000001,1,1,1,1
60,614.0,0.29260921478271484,2.02,3.03,3.03,100,1,1,1,0
61,582.0,0.28420472145080566,5.050000000000001,62.62,100,100,1,1,0,0
62,576.0,0.30367088317871094,9.09,100,100,100,1,0,0,0
63,618.0,0.29045629501342773,2.02,2.02,2.02,34.34,1,1,1,1
64,619.0,0.32601213455200195,2.02,2.02,2.02,33.33,1,1,1,1
