Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.0001,80.0,33.33,38.38,50.5,76.76,1,1,1,1
2,0.0001,81.0,43.43,49.49,58.58,89.89,1,1,1,1
3,0.0001,72.0,100,100,100,100,0,0,0,0
4,0.0001,74.0,52.52,100,100,100,1,0,0,0
5,0.0001,83.0,60.599999999999994,80.80000000000001,87.87,88.88,1,1,1,1
6,0.0001,69.0,100,100,100,100,0,0,0,0
7,0.0001,79.0,42.42,43.43,43.43,100,1,1,1,0
8,0.0001,80.0,76.76,84.84,85.85,100,1,1,1,0
9,0.0001,78.0,38.38,58.58,76.76,100,1,1,1,0
10,0.0001,79.0,100,100,100,100,0,0,0,0
11,0.0001,79.0,57.57000000000001,61.61,63.63,100,1,1,1,0
12,0.0001,81.0,38.38,41.410000000000004,62.62,71.71,1,1,1,1
13,0.0001,80.0,38.38,39.39,43.43,49.49,1,1,1,1
14,0.0001,82.0,80.80000000000001,82.82000000000001,86.86,100,1,1,1,0
15,0.0001,82.0,30.299999999999997,30.299999999999997,39.39,100,1,1,1,0
16,0.0001,73.0,100,100,100,100,0,0,0,0
17,0.0001,81.0,40.400000000000006,41.410000000000004,43.43,61.61,1,1,1,1
18,0.0001,73.0,90.9,100,100,100,1,0,0,0
19,0.0001,81.0,46.46,46.46,50.5,53.53,1,1,1,1
20,0.0001,78.0,44.44,59.589999999999996,66.66,100,1,1,1,0
21,0.0001,81.0,100,100,100,100,0,0,0,0
22,0.0001,78.0,100,100,100,100,0,0,0,0
23,0.0001,79.0,44.44,45.45,51.51,100,1,1,1,0
24,0.0001,82.0,34.34,81.81,85.85,89.89,1,1,1,1
25,0.0001,80.0,55.550000000000004,57.57000000000001,60.599999999999994,66.66,1,1,1,1
26,0.0001,72.0,100,100,100,100,0,0,0,0
27,0.0001,80.0,27.270000000000003,27.270000000000003,36.36,53.53,1,1,1,1
28,0.0001,79.0,39.39,40.400000000000006,54.540000000000006,100,1,1,1,0
29,0.0001,80.0,42.42,66.66,68.68,77.77,1,1,1,1
30,0.0001,79.0,58.58,70.7,89.89,100,1,1,1,0
31,0.0001,81.0,45.45,52.52,54.540000000000006,59.589999999999996,1,1,1,1
32,0.0001,77.0,60.599999999999994,69.69000000000001,72.72,100,1,1,1,0
33,0.0001,78.0,42.42,46.46,68.68,100,1,1,1,0
34,0.0001,83.0,45.45,49.49,54.540000000000006,65.65,1,1,1,1
35,0.0001,80.0,45.45,46.46,46.46,61.61,1,1,1,1
36,0.0001,70.0,100,100,100,100,0,0,0,0
37,0.0001,77.0,42.42,44.44,100,100,1,1,0,0
38,0.0001,78.0,100,100,100,100,0,0,0,0
39,0.0001,81.0,49.49,50.5,51.51,51.51,1,1,1,1
40,0.0001,70.0,100,100,100,100,0,0,0,0
41,0.0001,82.0,45.45,46.46,52.52,56.56,1,1,1,1
42,0.0001,81.0,44.44,51.51,55.550000000000004,81.81,1,1,1,1
43,0.0001,74.0,100,100,100,100,0,0,0,0
44,0.0001,79.0,45.45,51.51,68.68,100,1,1,1,0
45,0.0001,78.0,60.599999999999994,61.61,70.7,100,1,1,1,0
46,0.0001,76.0,90.9,90.9,100,100,1,1,0,0
47,0.0001,81.0,62.62,62.62,63.63,72.72,1,1,1,1
48,0.0001,78.0,46.46,48.48,52.52,100,1,1,1,0
49,0.0001,77.0,42.42,44.44,75.75,100,1,1,1,0
50,0.0001,80.0,29.29,31.31,54.540000000000006,90.9,1,1,1,1
51,0.0001,78.0,59.589999999999996,61.61,100,100,1,1,0,0
52,0.0001,77.0,54.540000000000006,56.56,58.58,100,1,1,1,0
53,0.0001,79.0,57.57000000000001,61.61,65.65,100,1,1,1,0
54,0.0001,82.0,68.68,89.89,89.89,100,1,1,1,0
55,0.0001,81.0,40.400000000000006,40.400000000000006,42.42,42.42,1,1,1,1
56,0.0001,76.0,34.34,35.35,100,100,1,1,0,0
57,0.0001,82.0,68.68,70.7,72.72,77.77,1,1,1,1
58,0.0001,71.0,100,100,100,100,0,0,0,0
59,0.0001,82.0,41.410000000000004,58.58,63.63,64.64,1,1,1,1
60,0.0001,79.0,78.78,78.78,80.80000000000001,100,1,1,1,0
61,0.0001,81.0,45.45,45.45,50.5,100,1,1,1,0
62,0.0001,79.0,58.58,60.599999999999994,61.61,100,1,1,1,0
63,0.0001,78.0,56.56,66.66,69.69000000000001,100,1,1,1,0
64,0.0001,81.0,36.36,51.51,64.64,66.66,1,1,1,1
65,0.0001,83.0,30.299999999999997,31.31,32.32,34.34,1,1,1,1
66,0.0001,75.0,40.400000000000006,68.68,100,100,1,1,0,0
67,0.0001,77.0,34.34,37.37,39.39,100,1,1,1,0
68,0.0001,78.0,100,100,100,100,0,0,0,0
69,0.0001,78.0,53.53,55.550000000000004,77.77,100,1,1,1,0
70,0.0001,80.0,46.46,50.5,51.51,100,1,1,1,0
71,0.0001,80.0,44.44,46.46,50.5,68.68,1,1,1,1
72,0.0001,81.0,46.46,49.49,81.81,89.89,1,1,1,1
