Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.0005,80.0,2.02,3.03,3.03,12.12,1,1,1,1
2,0.0005,71.0,100,100,100,100,0,0,0,0
3,0.0005,77.0,3.03,4.04,4.04,100,1,1,1,0
4,0.0005,74.0,4.04,100,100,100,1,0,0,0
5,0.0005,66.0,100,100,100,100,0,0,0,0
6,0.0005,78.0,4.04,5.050000000000001,7.07,100,1,1,1,0
7,0.0005,77.0,10.100000000000001,10.100000000000001,12.12,100,1,1,1,0
8,0.0005,80.0,2.02,2.02,2.02,2.02,1,1,1,1
9,0.0005,75.0,5.050000000000001,10.100000000000001,100,100,1,1,0,0
10,0.0005,80.0,3.03,3.03,3.03,5.050000000000001,1,1,1,1
11,0.0005,77.0,6.06,7.07,8.08,100,1,1,1,0
12,0.0005,72.0,100,100,100,100,0,0,0,0
13,0.0005,71.0,100,100,100,100,0,0,0,0
14,0.0005,82.0,3.03,3.03,4.04,7.07,1,1,1,1
15,0.0005,75.0,4.04,37.37,100,100,1,1,0,0
16,0.0005,72.0,100,100,100,100,0,0,0,0
17,0.0005,80.0,5.050000000000001,8.08,9.09,20.200000000000003,1,1,1,1
18,0.0005,81.0,2.02,3.03,3.03,3.03,1,1,1,1
19,0.0005,70.0,100,100,100,100,0,0,0,0
20,0.0005,80.0,3.03,3.03,3.03,5.050000000000001,1,1,1,1
21,0.0005,76.0,9.09,11.11,100,100,1,1,0,0
22,0.0005,74.0,8.08,100,100,100,1,0,0,0
23,0.0005,75.0,3.03,13.13,100,100,1,1,0,0
24,0.0005,70.0,100,100,100,100,0,0,0,0
25,0.0005,72.0,100,100,100,100,0,0,0,0
26,0.0005,78.0,5.050000000000001,7.07,7.07,100,1,1,1,0
27,0.0005,78.0,3.03,4.04,5.050000000000001,100,1,1,1,0
28,0.0005,71.0,100,100,100,100,0,0,0,0
29,0.0005,81.0,3.03,3.03,4.04,8.08,1,1,1,1
30,0.0005,80.0,2.02,2.02,4.04,22.22,1,1,1,1
31,0.0005,75.0,3.03,4.04,100,100,1,1,0,0
32,0.0005,70.0,100,100,100,100,0,0,0,0
33,0.0005,79.0,5.050000000000001,5.050000000000001,6.06,100,1,1,1,0
34,0.0005,78.0,3.03,3.03,3.03,100,1,1,1,0
35,0.0005,78.0,2.02,3.03,3.03,100,1,1,1,0
36,0.0005,69.0,100,100,100,100,0,0,0,0
37,0.0005,80.0,2.02,2.02,3.03,4.04,1,1,1,1
38,0.0005,79.0,2.02,3.03,4.04,100,1,1,1,0
39,0.0005,77.0,3.03,5.050000000000001,5.050000000000001,100,1,1,1,0
40,0.0005,78.0,2.02,3.03,3.03,100,1,1,1,0
41,0.0005,75.0,3.03,4.04,100,100,1,1,0,0
42,0.0005,79.0,5.050000000000001,6.06,8.08,100,1,1,1,0
43,0.0005,81.0,3.03,3.03,3.03,5.050000000000001,1,1,1,1
44,0.0005,80.0,2.02,2.02,3.03,10.100000000000001,1,1,1,1
45,0.0005,71.0,100,100,100,100,0,0,0,0
46,0.0005,77.0,3.03,5.050000000000001,9.09,100,1,1,1,0
47,0.0005,72.0,100,100,100,100,0,0,0,0
48,0.0005,71.0,100,100,100,100,0,0,0,0
49,0.0005,74.0,4.04,100,100,100,1,0,0,0
50,0.0005,79.0,2.02,3.03,3.03,100,1,1,1,0
51,0.0005,80.0,18.18,26.26,27.270000000000003,38.38,1,1,1,1
52,0.0005,72.0,100,100,100,100,0,0,0,0
53,0.0005,74.0,5.050000000000001,100,100,100,1,0,0,0
54,0.0005,71.0,100,100,100,100,0,0,0,0
55,0.0005,79.0,3.03,4.04,8.08,100,1,1,1,0
56,0.0005,77.0,5.050000000000001,6.06,10.100000000000001,100,1,1,1,0
57,0.0005,80.0,4.04,4.04,6.06,9.09,1,1,1,1
