Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.01,1643.0,1.01,1.01,1.01,100,1,1,1,0
2,0.01,1696.0,1.01,1.01,1.01,2.02,1,1,1,1
3,0.01,1615.0,1.01,2.02,2.02,100,1,1,1,0
4,0.01,1745.0,1.01,1.01,1.01,2.02,1,1,1,1
5,0.01,1612.0,1.01,1.01,2.02,100,1,1,1,0
6,0.01,1625.0,1.01,1.01,3.03,100,1,1,1,0
7,0.01,1747.0,1.01,1.01,1.01,1.01,1,1,1,1
8,0.01,1594.0,1.01,1.01,100,100,1,1,0,0
9,0.01,1623.0,1.01,1.01,1.01,100,1,1,1,0
10,0.01,1692.0,1.01,1.01,1.01,2.02,1,1,1,1
11,0.01,1688.0,1.01,1.01,1.01,2.02,1,1,1,1
12,0.01,1695.0,1.01,1.01,1.01,4.04,1,1,1,1
13,0.01,1694.0,1.01,1.01,1.01,2.02,1,1,1,1
14,0.01,1663.0,1.01,1.01,1.01,100,1,1,1,0
15,0.01,1695.0,1.01,1.01,1.01,2.02,1,1,1,1
16,0.01,1723.0,1.01,1.01,1.01,1.01,1,1,1,1
17,0.01,1734.0,1.01,1.01,1.01,1.01,1,1,1,1
18,0.01,1698.0,1.01,1.01,1.01,1.01,1,1,1,1
19,0.01,1688.0,1.01,1.01,1.01,2.02,1,1,1,1
20,0.01,1743.0,1.01,1.01,1.01,1.01,1,1,1,1
21,0.01,1698.0,1.01,1.01,1.01,1.01,1,1,1,1
22,0.01,1594.0,1.01,3.03,100,100,1,1,0,0
23,0.01,1598.0,1.01,2.02,100,100,1,1,0,0
24,0.01,1631.0,1.01,1.01,2.02,100,1,1,1,0
25,0.01,1709.0,1.01,1.01,1.01,1.01,1,1,1,1
26,0.01,1612.0,1.01,1.01,1.01,100,1,1,1,0
27,0.01,1677.0,1.01,1.01,1.01,100,1,1,1,0
28,0.01,1669.0,1.01,1.01,1.01,100,1,1,1,0
29,0.01,1645.0,1.01,2.02,2.02,100,1,1,1,0
30,0.01,1719.0,1.01,1.01,1.01,1.01,1,1,1,1
31,0.01,1484.0,100,100,100,100,0,0,0,0
32,0.01,1668.0,1.01,1.01,1.01,100,1,1,1,0
33,0.01,1626.0,1.01,1.01,3.03,100,1,1,1,0
34,0.01,1719.0,1.01,1.01,1.01,1.01,1,1,1,1
35,0.01,1740.0,1.01,1.01,1.01,1.01,1,1,1,1
36,0.01,1744.0,1.01,1.01,1.01,2.02,1,1,1,1
37,0.01,1743.0,1.01,1.01,1.01,1.01,1,1,1,1
38,0.01,1542.0,1.01,100,100,100,1,0,0,0
39,0.01,1740.0,3.03,3.03,3.03,3.03,1,1,1,1
40,0.01,1749.0,1.01,1.01,1.01,1.01,1,1,1,1
41,0.01,1698.0,1.01,1.01,1.01,1.01,1,1,1,1
42,0.01,1691.0,1.01,1.01,1.01,2.02,1,1,1,1
43,0.01,1665.0,1.01,1.01,1.01,100,1,1,1,0
44,0.01,1623.0,1.01,1.01,1.01,100,1,1,1,0
45,0.01,1698.0,1.01,1.01,1.01,1.01,1,1,1,1
46,0.01,1698.0,1.01,1.01,1.01,4.04,1,1,1,1
47,0.01,1696.0,1.01,1.01,1.01,2.02,1,1,1,1
48,0.01,1749.0,1.01,1.01,1.01,1.01,1,1,1,1
49,0.01,1698.0,1.01,1.01,1.01,2.02,1,1,1,1
50,0.01,1658.0,1.01,1.01,1.01,100,1,1,1,0
51,0.01,1688.0,1.01,1.01,1.01,2.02,1,1,1,1
52,0.01,1704.0,1.01,1.01,1.01,2.02,1,1,1,1
53,0.01,1638.0,1.01,1.01,1.01,100,1,1,1,0
54,0.01,1666.0,1.01,1.01,1.01,100,1,1,1,0
55,0.01,1689.0,1.01,1.01,2.02,5.050000000000001,1,1,1,1
56,0.01,1611.0,1.01,1.01,100,100,1,1,0,0
57,0.01,1726.0,1.01,1.01,1.01,1.01,1,1,1,1
58,0.01,1740.0,1.01,1.01,1.01,1.01,1,1,1,1
59,0.01,1684.0,1.01,1.01,1.01,1.01,1,1,1,1
60,0.01,1699.0,1.01,1.01,1.01,1.01,1,1,1,1
61,0.01,1527.0,2.02,100,100,100,1,0,0,0
62,0.01,1723.0,1.01,1.01,1.01,3.03,1,1,1,1
63,0.01,1740.0,1.01,1.01,1.01,1.01,1,1,1,1
64,0.01,1698.0,1.01,1.01,1.01,1.01,1,1,1,1
65,0.01,1688.0,1.01,1.01,1.01,1.01,1,1,1,1
66,0.01,1646.0,1.01,2.02,2.02,100,1,1,1,0
67,0.01,1698.0,1.01,1.01,2.02,2.02,1,1,1,1
68,0.01,1744.0,1.01,1.01,1.01,1.01,1,1,1,1
69,0.01,1623.0,1.01,1.01,1.01,100,1,1,1,0
70,0.01,1698.0,1.01,1.01,1.01,3.03,1,1,1,1
71,0.01,1649.0,1.01,1.01,1.01,100,1,1,1,0
72,0.01,1668.0,1.01,1.01,3.03,100,1,1,1,0
73,0.01,1699.0,1.01,1.01,1.01,1.01,1,1,1,1
74,0.01,1679.0,1.01,1.01,1.01,100,1,1,1,0
75,0.01,1723.0,1.01,1.01,1.01,1.01,1,1,1,1
76,0.01,1668.0,1.01,1.01,1.01,100,1,1,1,0
77,0.01,1553.0,1.01,100,100,100,1,0,0,0
78,0.01,1581.0,1.01,2.02,100,100,1,1,0,0
79,0.01,1691.0,1.01,1.01,1.01,2.02,1,1,1,1
80,0.01,1744.0,1.01,1.01,1.01,1.01,1,1,1,1
81,0.01,1749.0,1.01,1.01,1.01,1.01,1,1,1,1
82,0.01,1661.0,1.01,1.01,1.01,100,1,1,1,0
83,0.01,1677.0,1.01,1.01,1.01,100,1,1,1,0
84,0.01,1501.0,100,100,100,100,0,0,0,0
85,0.01,1740.0,1.01,1.01,1.01,2.02,1,1,1,1
86,0.01,1537.0,2.02,100,100,100,1,0,0,0
87,0.01,1698.0,1.01,1.01,1.01,1.01,1,1,1,1
88,0.01,1532.0,1.01,100,100,100,1,0,0,0
89,0.01,1540.0,1.01,100,100,100,1,0,0,0
90,0.01,1687.0,1.01,1.01,1.01,1.01,1,1,1,1
91,0.01,1743.0,1.01,1.01,1.01,1.01,1,1,1,1
92,0.01,1699.0,1.01,1.01,1.01,1.01,1,1,1,1
93,0.01,1699.0,1.01,1.01,1.01,4.04,1,1,1,1
94,0.01,1552.0,2.02,100,100,100,1,0,0,0
95,0.01,1656.0,3.03,3.03,3.03,100,1,1,1,0
96,0.01,1670.0,1.01,1.01,1.01,100,1,1,1,0
97,0.01,1726.0,1.01,1.01,1.01,1.01,1,1,1,1
98,0.01,1723.0,1.01,1.01,1.01,1.01,1,1,1,1
99,0.01,1715.0,2.02,2.02,2.02,3.03,1,1,1,1
100,0.01,1682.0,1.01,1.01,1.01,3.03,1,1,1,1
