Trial,Cut at T=100,Simulation Time (s),T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,701.0,0.22289752960205078,1.01,1.01,1.01,2.02,1,1,1,1
2,687.0,0.22335243225097656,1.01,1.01,1.01,100,1,1,1,0
3,708.0,0.23502802848815918,1.01,1.01,1.01,1.01,1,1,1,1
4,660.0,0.24087882041931152,1.01,1.01,100,100,1,1,0,0
5,704.0,0.22081923484802246,1.01,1.01,1.01,2.02,1,1,1,1
6,700.0,0.2240285873413086,1.01,1.01,1.01,1.01,1,1,1,1
7,652.0,0.22011852264404297,3.03,4.04,100,100,1,1,0,0
8,705.0,0.22345590591430664,1.01,1.01,1.01,1.01,1,1,1,1
9,658.0,0.23804998397827148,1.01,1.01,100,100,1,1,0,0
10,692.0,0.23439955711364746,1.01,1.01,1.01,100,1,1,1,0
11,704.0,0.21890544891357422,2.02,2.02,2.02,5.050000000000001,1,1,1,1
12,656.0,0.2269270420074463,1.01,1.01,100,100,1,1,0,0
13,704.0,0.2415173053741455,1.01,1.01,1.01,1.01,1,1,1,1
14,631.0,0.2175440788269043,1.01,100,100,100,1,0,0,0
15,682.0,0.24327492713928223,1.01,1.01,1.01,100,1,1,1,0
16,712.0,0.23705410957336426,1.01,1.01,1.01,1.01,1,1,1,1
17,703.0,0.22754716873168945,1.01,1.01,1.01,1.01,1,1,1,1
18,616.0,0.23191022872924805,100,100,100,100,0,0,0,0
19,678.0,0.24076056480407715,1.01,2.02,3.03,100,1,1,1,0
20,652.0,0.23308157920837402,1.01,1.01,100,100,1,1,0,0
21,663.0,0.2264420986175537,1.01,1.01,100,100,1,1,0,0
22,642.0,0.22689557075500488,1.01,100,100,100,1,0,0,0
23,701.0,0.23592901229858398,1.01,1.01,1.01,1.01,1,1,1,1
24,687.0,0.23708462715148926,1.01,1.01,1.01,100,1,1,1,0
25,689.0,0.22418880462646484,1.01,1.01,1.01,100,1,1,1,0
26,712.0,0.2246241569519043,1.01,1.01,1.01,1.01,1,1,1,1
27,672.0,0.2391221523284912,1.01,1.01,1.01,100,1,1,1,0
28,706.0,0.22269368171691895,1.01,1.01,1.01,1.01,1,1,1,1
29,686.0,0.2406749725341797,1.01,1.01,1.01,100,1,1,1,0
30,702.0,0.22648215293884277,1.01,1.01,1.01,1.01,1,1,1,1
31,682.0,0.22718524932861328,1.01,1.01,1.01,100,1,1,1,0
32,692.0,0.23547792434692383,1.01,1.01,2.02,100,1,1,1,0
33,708.0,0.22818493843078613,1.01,1.01,1.01,1.01,1,1,1,1
34,683.0,0.23814702033996582,1.01,1.01,1.01,100,1,1,1,0
35,700.0,0.23864436149597168,1.01,1.01,1.01,1.01,1,1,1,1
36,712.0,0.23585081100463867,1.01,1.01,1.01,2.02,1,1,1,1
37,708.0,0.2345578670501709,1.01,1.01,1.01,1.01,1,1,1,1
38,687.0,0.22437429428100586,1.01,1.01,1.01,100,1,1,1,0
39,585.0,0.23627614974975586,100,100,100,100,0,0,0,0
40,663.0,0.23334288597106934,1.01,2.02,100,100,1,1,0,0
41,708.0,0.22163820266723633,1.01,1.01,1.01,1.01,1,1,1,1
42,672.0,0.22092843055725098,2.02,2.02,3.03,100,1,1,1,0
43,689.0,0.22386741638183594,1.01,1.01,1.01,100,1,1,1,0
44,650.0,0.22294974327087402,1.01,2.02,100,100,1,1,0,0
45,703.0,0.23981928825378418,1.01,1.01,1.01,1.01,1,1,1,1
46,617.0,0.23272371292114258,100,100,100,100,0,0,0,0
47,602.0,0.23194599151611328,100,100,100,100,0,0,0,0
48,683.0,0.2223033905029297,1.01,1.01,1.01,100,1,1,1,0
49,652.0,0.23362183570861816,1.01,1.01,100,100,1,1,0,0
