Trial,Cut at T=100,Simulation Time (s),T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,5380.0,2.635915756225586,6.06,100,100,100,1,0,0,0
2,5358.0,2.6171393394470215,7.07,100,100,100,1,0,0,0
3,0.0,2.6177964210510254,100,100,100,100,0,0,0,0
4,0.0,2.6177310943603516,100,100,100,100,0,0,0,0
5,5360.0,2.61739182472229,6.06,100,100,100,1,0,0,0
6,0.0,2.6187171936035156,100,100,100,100,0,0,0,0
7,5351.0,2.6187751293182373,7.07,100,100,100,1,0,0,0
8,5395.0,2.618760108947754,5.050000000000001,100,100,100,1,0,0,0
9,5292.0,2.6189939975738525,100,100,100,100,0,0,0,0
10,5402.0,2.618983268737793,5.050000000000001,100,100,100,1,0,0,0
11,0.0,2.6194345951080322,100,100,100,100,0,0,0,0
12,0.0,2.6192469596862793,100,100,100,100,0,0,0,0
13,0.0,2.619140386581421,100,100,100,100,0,0,0,0
14,0.0,2.6192846298217773,100,100,100,100,0,0,0,0
15,5401.0,2.6187357902526855,4.04,100,100,100,1,0,0,0
16,0.0,2.619319438934326,100,100,100,100,0,0,0,0
17,0.0,2.6193857192993164,100,100,100,100,0,0,0,0
18,0.0,2.6192843914031982,100,100,100,100,0,0,0,0
19,5442.0,2.6187758445739746,4.04,100,100,100,1,0,0,0
20,0.0,2.6192214488983154,100,100,100,100,0,0,0,0
21,5434.0,2.6188509464263916,4.04,100,100,100,1,0,0,0
22,0.0,2.619418144226074,100,100,100,100,0,0,0,0
23,5367.0,2.6186487674713135,7.07,100,100,100,1,0,0,0
24,0.0,2.619255781173706,100,100,100,100,0,0,0,0
25,0.0,2.6192967891693115,100,100,100,100,0,0,0,0
26,5381.0,2.6187994480133057,5.050000000000001,100,100,100,1,0,0,0
27,0.0,2.6192820072174072,100,100,100,100,0,0,0,0
28,5439.0,2.618882417678833,26.26,100,100,100,1,0,0,0
29,0.0,2.6192331314086914,100,100,100,100,0,0,0,0
