Trial,Cut at T=100,Simulation Time (s),T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,78.0,0.19977974891662598,2.02,4.04,4.04,100,1,1,1,0
2,77.0,0.20789146423339844,3.03,3.03,13.13,100,1,1,1,0
3,79.0,0.19307446479797363,4.04,6.06,8.08,100,1,1,1,0
4,77.0,0.20707368850708008,3.03,4.04,6.06,100,1,1,1,0
5,71.0,0.20238137245178223,100,100,100,100,0,0,0,0
6,76.0,0.19602489471435547,2.02,3.03,100,100,1,1,0,0
7,76.0,0.19814491271972656,3.03,6.06,100,100,1,1,0,0
8,81.0,0.20116496086120605,3.03,3.03,3.03,3.03,1,1,1,1
9,79.0,0.2096726894378662,2.02,4.04,4.04,100,1,1,1,0
10,76.0,0.2037029266357422,2.02,3.03,100,100,1,1,0,0
11,74.0,0.2024526596069336,3.03,100,100,100,1,0,0,0
12,72.0,0.20101070404052734,100,100,100,100,0,0,0,0
13,75.0,0.20159220695495605,4.04,4.04,100,100,1,1,0,0
14,81.0,0.20345854759216309,2.02,2.02,2.02,4.04,1,1,1,1
15,77.0,0.19923925399780273,2.02,3.03,3.03,100,1,1,1,0
16,80.0,0.20892095565795898,3.03,3.03,3.03,9.09,1,1,1,1
17,79.0,0.19673871994018555,2.02,3.03,3.03,100,1,1,1,0
18,81.0,0.2082691192626953,2.02,3.03,4.04,6.06,1,1,1,1
19,82.0,0.20674395561218262,2.02,2.02,2.02,4.04,1,1,1,1
20,74.0,0.20932674407958984,5.050000000000001,100,100,100,1,0,0,0
21,79.0,0.20596981048583984,5.050000000000001,9.09,17.17,100,1,1,1,0
22,78.0,0.2052898406982422,3.03,3.03,3.03,100,1,1,1,0
23,81.0,0.20496392250061035,3.03,3.03,3.03,4.04,1,1,1,1
24,82.0,0.21178746223449707,3.03,4.04,9.09,21.21,1,1,1,1
25,78.0,0.20978188514709473,2.02,2.02,3.03,100,1,1,1,0
26,77.0,0.20860815048217773,3.03,3.03,6.06,100,1,1,1,0
27,75.0,0.21209049224853516,3.03,5.050000000000001,100,100,1,1,0,0
28,77.0,0.19237899780273438,3.03,4.04,9.09,100,1,1,1,0
29,80.0,0.20870184898376465,3.03,3.03,3.03,4.04,1,1,1,1
30,76.0,0.2044239044189453,6.06,7.07,100,100,1,1,0,0
31,73.0,0.19324755668640137,5.050000000000001,100,100,100,1,0,0,0
32,66.0,0.20237040519714355,100,100,100,100,0,0,0,0
33,75.0,0.1978311538696289,12.12,13.13,100,100,1,1,0,0
34,78.0,0.21091008186340332,1.01,2.02,3.03,100,1,1,1,0
35,73.0,0.20866703987121582,9.09,100,100,100,1,0,0,0
36,77.0,0.20016264915466309,3.03,3.03,3.03,100,1,1,1,0
37,68.0,0.1940755844116211,100,100,100,100,0,0,0,0
38,73.0,0.20723891258239746,7.07,100,100,100,1,0,0,0
39,81.0,0.20581555366516113,2.02,2.02,3.03,4.04,1,1,1,1
40,77.0,0.2432246208190918,2.02,3.03,4.04,100,1,1,1,0
41,72.0,0.20369362831115723,100,100,100,100,0,0,0,0
42,77.0,0.20125746726989746,3.03,4.04,5.050000000000001,100,1,1,1,0
43,69.0,0.20085644721984863,100,100,100,100,0,0,0,0
44,79.0,0.20791983604431152,2.02,2.02,3.03,100,1,1,1,0
45,75.0,0.20226073265075684,5.050000000000001,5.050000000000001,100,100,1,1,0,0
46,77.0,0.23760390281677246,3.03,4.04,5.050000000000001,100,1,1,1,0
47,77.0,0.2011556625366211,3.03,5.050000000000001,6.06,100,1,1,1,0
48,82.0,0.2080552577972412,2.02,3.03,4.04,12.12,1,1,1,1
49,80.0,0.20774126052856445,5.050000000000001,5.050000000000001,5.050000000000001,9.09,1,1,1,1
50,73.0,0.20769381523132324,7.07,100,100,100,1,0,0,0
51,77.0,0.19894695281982422,2.02,2.02,3.03,100,1,1,1,0
52,79.0,0.1946089267730713,2.02,2.02,2.02,100,1,1,1,0
53,69.0,0.1950366497039795,100,100,100,100,0,0,0,0
54,77.0,0.19594526290893555,2.02,3.03,10.100000000000001,100,1,1,1,0
55,75.0,0.19893145561218262,3.03,3.03,100,100,1,1,0,0
56,81.0,0.21112537384033203,2.02,3.03,3.03,8.08,1,1,1,1
57,70.0,0.1992194652557373,100,100,100,100,0,0,0,0
58,65.0,0.20512175559997559,100,100,100,100,0,0,0,0
59,73.0,0.1990365982055664,6.06,100,100,100,1,0,0,0
60,77.0,0.2102663516998291,3.03,5.050000000000001,8.08,100,1,1,1,0
61,81.0,0.2146155834197998,15.149999999999999,16.16,17.17,21.21,1,1,1,1
62,70.0,0.21189641952514648,100,100,100,100,0,0,0,0
63,76.0,0.20168542861938477,2.02,4.04,100,100,1,1,0,0
64,73.0,0.1971595287322998,3.03,100,100,100,1,0,0,0
65,75.0,0.20853900909423828,3.03,4.04,100,100,1,1,0,0
66,83.0,0.1988391876220703,3.03,3.03,4.04,8.08,1,1,1,1
67,72.0,0.20608949661254883,100,100,100,100,0,0,0,0
68,69.0,0.1977074146270752,100,100,100,100,0,0,0,0
69,70.0,0.19913578033447266,100,100,100,100,0,0,0,0
70,78.0,0.19356846809387207,2.02,2.02,4.04,100,1,1,1,0
71,76.0,0.20031332969665527,3.03,8.08,100,100,1,1,0,0
72,79.0,0.20395374298095703,4.04,4.04,5.050000000000001,100,1,1,1,0
73,77.0,0.20595693588256836,5.050000000000001,6.06,10.100000000000001,100,1,1,1,0
74,67.0,0.20665240287780762,100,100,100,100,0,0,0,0
75,80.0,0.1945650577545166,3.03,3.03,4.04,6.06,1,1,1,1
76,79.0,0.19530987739562988,3.03,3.03,5.050000000000001,100,1,1,1,0
77,78.0,0.20534729957580566,1.01,2.02,2.02,100,1,1,1,0
78,73.0,0.19378042221069336,6.06,100,100,100,1,0,0,0
79,71.0,0.20599818229675293,100,100,100,100,0,0,0,0
80,82.0,0.20686984062194824,2.02,2.02,2.02,3.03,1,1,1,1
81,74.0,0.19719529151916504,13.13,100,100,100,1,0,0,0
82,71.0,0.19290947914123535,100,100,100,100,0,0,0,0
83,72.0,0.21064400672912598,100,100,100,100,0,0,0,0
