Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,125.0,43.43,48.48,51.51,55.550000000000004,1,1,1,1
2,122.0,88.88,100,100,100,1,0,0,0
3,124.0,55.550000000000004,59.589999999999996,62.62,65.65,1,1,1,1
4,124.0,60.599999999999994,64.64,64.64,87.87,1,1,1,1
5,110.0,100,100,100,100,0,0,0,0
6,117.0,45.45,73.73,100,100,1,1,0,0
7,126.0,34.34,36.36,36.36,88.88,1,1,1,1
8,126.0,36.36,42.42,42.42,45.45,1,1,1,1
9,127.0,61.61,67.67,67.67,68.68,1,1,1,1
10,127.0,34.34,36.36,46.46,56.56,1,1,1,1
11,124.0,33.33,33.33,38.38,51.51,1,1,1,1
12,124.0,83.83000000000001,85.85,85.85,88.88,1,1,1,1
13,124.0,34.34,35.35,36.36,49.49,1,1,1,1
14,114.0,60.599999999999994,100,100,100,1,0,0,0
15,112.0,100,100,100,100,0,0,0,0
16,113.0,60.599999999999994,100,100,100,1,0,0,0
17,120.0,48.48,51.51,51.51,100,1,1,1,0
18,114.0,67.67,100,100,100,1,0,0,0
19,125.0,61.61,63.63,63.63,65.65,1,1,1,1
20,117.0,65.65,69.69000000000001,85.85,100,1,1,1,0
21,125.0,36.36,49.49,50.5,54.540000000000006,1,1,1,1
22,127.0,36.36,41.410000000000004,43.43,57.57000000000001,1,1,1,1
23,111.0,71.71,100,100,100,1,0,0,0
24,120.0,78.78,81.81,84.84,100,1,1,1,0
25,120.0,59.589999999999996,80.80000000000001,81.81,100,1,1,1,0
26,118.0,77.77,85.85,85.85,100,1,1,1,0
27,118.0,65.65,67.67,68.68,100,1,1,1,0
28,118.0,59.589999999999996,81.81,81.81,100,1,1,1,0
29,127.0,38.38,42.42,67.67,77.77,1,1,1,1
30,112.0,42.42,100,100,100,1,0,0,0
31,124.0,45.45,48.48,53.53,61.61,1,1,1,1
32,125.0,37.37,38.38,41.410000000000004,53.53,1,1,1,1
33,112.0,61.61,100,100,100,1,0,0,0
34,123.0,44.44,47.470000000000006,72.72,100,1,1,1,0
35,113.0,45.45,100,100,100,1,0,0,0
36,114.0,71.71,100,100,100,1,0,0,0
37,118.0,69.69000000000001,71.71,100,100,1,1,0,0
38,126.0,63.63,100,100,100,1,0,0,0
39,115.0,40.400000000000006,68.68,100,100,1,1,0,0
40,118.0,64.64,69.69000000000001,81.81,100,1,1,1,0
41,118.0,63.63,76.76,100,100,1,1,0,0
42,124.0,52.52,58.58,58.58,100,1,1,1,0
43,123.0,52.52,59.589999999999996,60.599999999999994,81.81,1,1,1,1
44,116.0,100,100,100,100,0,0,0,0
45,109.0,100,100,100,100,0,0,0,0
46,127.0,31.31,32.32,32.32,55.550000000000004,1,1,1,1
47,122.0,50.5,67.67,90.9,100,1,1,1,0
48,125.0,52.52,86.86,100,100,1,1,0,0
49,126.0,46.46,49.49,51.51,100,1,1,1,0
50,116.0,52.52,67.67,100,100,1,1,0,0
51,125.0,44.44,51.51,52.52,55.550000000000004,1,1,1,1
52,120.0,44.44,45.45,46.46,100,1,1,1,0
53,126.0,59.589999999999996,69.69000000000001,72.72,100,1,1,1,0
54,114.0,57.57000000000001,100,100,100,1,0,0,0
55,124.0,58.58,87.87,88.88,88.88,1,1,1,1
56,125.0,48.48,48.48,49.49,57.57000000000001,1,1,1,1
57,125.0,48.48,55.550000000000004,58.58,66.66,1,1,1,1
58,105.0,100,100,100,100,0,0,0,0
59,112.0,79.79,100,100,100,1,0,0,0
60,103.0,100,100,100,100,0,0,0,0
61,127.0,44.44,57.57000000000001,63.63,72.72,1,1,1,1
62,114.0,43.43,100,100,100,1,0,0,0
63,111.0,59.589999999999996,100,100,100,1,0,0,0
64,107.0,100,100,100,100,0,0,0,0
65,124.0,42.42,44.44,49.49,90.9,1,1,1,1
66,115.0,64.64,66.66,100,100,1,1,0,0
67,108.0,100,100,100,100,0,0,0,0
68,124.0,55.550000000000004,66.66,79.79,80.80000000000001,1,1,1,1
69,124.0,58.58,64.64,64.64,72.72,1,1,1,1
70,113.0,55.550000000000004,100,100,100,1,0,0,0
71,120.0,100,100,100,100,0,0,0,0
72,127.0,47.470000000000006,58.58,67.67,78.78,1,1,1,1
73,127.0,44.44,48.48,49.49,53.53,1,1,1,1
74,110.0,100,100,100,100,0,0,0,0
75,126.0,43.43,45.45,46.46,48.48,1,1,1,1
76,123.0,59.589999999999996,76.76,100,100,1,1,0,0
77,120.0,60.599999999999994,64.64,64.64,100,1,1,1,0
78,125.0,46.46,47.470000000000006,48.48,82.82000000000001,1,1,1,1
79,124.0,44.44,62.62,68.68,75.75,1,1,1,1
80,124.0,56.56,66.66,87.87,88.88,1,1,1,1
81,125.0,77.77,78.78,79.79,87.87,1,1,1,1
82,125.0,47.470000000000006,49.49,50.5,54.540000000000006,1,1,1,1
83,119.0,57.57000000000001,64.64,64.64,100,1,1,1,0
84,108.0,100,100,100,100,0,0,0,0
85,125.0,46.46,47.470000000000006,57.57000000000001,69.69000000000001,1,1,1,1
86,125.0,37.37,39.39,39.39,43.43,1,1,1,1
87,117.0,39.39,52.52,54.540000000000006,100,1,1,1,0
88,124.0,43.43,43.43,45.45,87.87,1,1,1,1
89,127.0,63.63,67.67,70.7,72.72,1,1,1,1
90,117.0,43.43,89.89,100,100,1,1,0,0
91,110.0,100,100,100,100,0,0,0,0
92,127.0,40.400000000000006,40.400000000000006,45.45,64.64,1,1,1,1
93,125.0,42.42,45.45,47.470000000000006,54.540000000000006,1,1,1,1
94,125.0,41.410000000000004,44.44,45.45,56.56,1,1,1,1
95,124.0,67.67,76.76,90.9,100,1,1,1,0
96,124.0,38.38,38.38,41.410000000000004,57.57000000000001,1,1,1,1
97,111.0,100,100,100,100,0,0,0,0
98,127.0,59.589999999999996,70.7,70.7,73.73,1,1,1,1
99,114.0,74.74,100,100,100,1,0,0,0
100,122.0,42.42,100,100,100,1,0,0,0
