Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,3378.0,8.08,9.09,10.100000000000001,30.299999999999997,1,1,1,1
2,3384.0,8.08,9.09,10.100000000000001,31.31,1,1,1,1
3,3386.0,9.09,9.09,11.11,38.38,1,1,1,1
4,3386.0,8.08,9.09,11.11,32.32,1,1,1,1
5,3378.0,8.08,9.09,11.11,28.28,1,1,1,1
6,3368.0,9.09,9.09,11.11,57.57000000000001,1,1,1,1
7,3388.0,8.08,9.09,11.11,28.28,1,1,1,1
8,3382.0,8.08,9.09,10.100000000000001,29.29,1,1,1,1
9,3388.0,8.08,9.09,11.11,27.270000000000003,1,1,1,1
10,3390.0,8.08,9.09,10.100000000000001,33.33,1,1,1,1
11,3406.0,8.08,9.09,11.11,28.28,1,1,1,1
12,3374.0,9.09,9.09,11.11,42.42,1,1,1,1
13,3386.0,8.08,9.09,9.09,30.299999999999997,1,1,1,1
14,3390.0,8.08,9.09,11.11,32.32,1,1,1,1
15,3386.0,8.08,9.09,11.11,31.31,1,1,1,1
16,3396.0,9.09,9.09,11.11,27.270000000000003,1,1,1,1
17,3400.0,8.08,9.09,10.100000000000001,22.22,1,1,1,1
18,3390.0,8.08,9.09,11.11,29.29,1,1,1,1
19,3402.0,8.08,9.09,9.09,28.28,1,1,1,1
20,3382.0,8.08,9.09,11.11,27.270000000000003,1,1,1,1
21,3398.0,8.08,9.09,10.100000000000001,27.270000000000003,1,1,1,1
22,3380.0,8.08,9.09,10.100000000000001,29.29,1,1,1,1
23,3378.0,8.08,9.09,10.100000000000001,39.39,1,1,1,1
24,3400.0,8.08,9.09,11.11,25.25,1,1,1,1
25,3390.0,8.08,9.09,11.11,27.270000000000003,1,1,1,1
26,3388.0,8.08,9.09,10.100000000000001,27.270000000000003,1,1,1,1
27,3392.0,8.08,9.09,10.100000000000001,30.299999999999997,1,1,1,1
28,3384.0,9.09,9.09,11.11,34.34,1,1,1,1
29,3396.0,8.08,9.09,11.11,36.36,1,1,1,1
30,3358.0,8.08,9.09,10.100000000000001,100,1,1,1,0
31,3390.0,8.08,9.09,10.100000000000001,25.25,1,1,1,1
32,3382.0,8.08,9.09,11.11,27.270000000000003,1,1,1,1
33,3392.0,8.08,9.09,11.11,28.28,1,1,1,1
34,3384.0,9.09,9.09,11.11,36.36,1,1,1,1
35,3410.0,8.08,9.09,11.11,23.23,1,1,1,1
36,3382.0,8.08,9.09,10.100000000000001,25.25,1,1,1,1
37,3390.0,8.08,9.09,11.11,30.299999999999997,1,1,1,1
38,3402.0,8.08,9.09,10.100000000000001,22.22,1,1,1,1
39,3396.0,8.08,9.09,11.11,35.35,1,1,1,1
40,3376.0,8.08,9.09,11.11,48.48,1,1,1,1
41,3394.0,8.08,9.09,10.100000000000001,28.28,1,1,1,1
42,3386.0,8.08,9.09,11.11,39.39,1,1,1,1
43,3374.0,8.08,9.09,10.100000000000001,40.400000000000006,1,1,1,1
44,3390.0,8.08,9.09,11.11,34.34,1,1,1,1
45,3388.0,8.08,9.09,10.100000000000001,24.24,1,1,1,1
46,3380.0,8.08,9.09,10.100000000000001,39.39,1,1,1,1
47,3384.0,8.08,9.09,10.100000000000001,35.35,1,1,1,1
48,3372.0,9.09,9.09,10.100000000000001,38.38,1,1,1,1
49,3392.0,8.08,9.09,11.11,24.24,1,1,1,1
50,3364.0,8.08,9.09,12.12,56.56,1,1,1,1
51,3396.0,8.08,9.09,11.11,29.29,1,1,1,1
52,3390.0,8.08,9.09,10.100000000000001,24.24,1,1,1,1
53,3388.0,8.08,9.09,11.11,31.31,1,1,1,1
54,3400.0,8.08,9.09,10.100000000000001,21.21,1,1,1,1
55,3392.0,8.08,9.09,11.11,36.36,1,1,1,1
56,3380.0,8.08,9.09,11.11,47.470000000000006,1,1,1,1
57,3392.0,8.08,9.09,11.11,25.25,1,1,1,1
58,3394.0,8.08,9.09,10.100000000000001,24.24,1,1,1,1
59,3390.0,8.08,9.09,10.100000000000001,28.28,1,1,1,1
60,3382.0,8.08,9.09,10.100000000000001,30.299999999999997,1,1,1,1
61,3404.0,8.08,9.09,10.100000000000001,24.24,1,1,1,1
62,3366.0,8.08,9.09,11.11,43.43,1,1,1,1
63,3388.0,8.08,9.09,10.100000000000001,28.28,1,1,1,1
64,3374.0,8.08,9.09,11.11,42.42,1,1,1,1
65,3394.0,8.08,9.09,10.100000000000001,25.25,1,1,1,1
66,3386.0,8.08,9.09,11.11,31.31,1,1,1,1
67,3390.0,8.08,9.09,10.100000000000001,38.38,1,1,1,1
68,3388.0,8.08,9.09,11.11,33.33,1,1,1,1
69,3390.0,8.08,9.09,9.09,24.24,1,1,1,1
70,3388.0,8.08,9.09,10.100000000000001,29.29,1,1,1,1
71,3382.0,8.08,9.09,10.100000000000001,27.270000000000003,1,1,1,1
72,3390.0,8.08,9.09,10.100000000000001,27.270000000000003,1,1,1,1
73,3390.0,9.09,9.09,10.100000000000001,26.26,1,1,1,1
74,3378.0,8.08,9.09,11.11,37.37,1,1,1,1
75,3388.0,8.08,9.09,10.100000000000001,24.24,1,1,1,1
76,3380.0,8.08,9.09,11.11,35.35,1,1,1,1
77,3402.0,8.08,9.09,9.09,25.25,1,1,1,1
78,3370.0,9.09,9.09,11.11,40.400000000000006,1,1,1,1
79,3388.0,8.08,9.09,10.100000000000001,28.28,1,1,1,1
80,3374.0,8.08,9.09,10.100000000000001,29.29,1,1,1,1
81,3374.0,8.08,9.09,10.100000000000001,31.31,1,1,1,1
82,3394.0,8.08,9.09,10.100000000000001,26.26,1,1,1,1
83,3374.0,8.08,9.09,10.100000000000001,51.51,1,1,1,1
84,3380.0,8.08,9.09,11.11,45.45,1,1,1,1
85,3398.0,8.08,9.09,10.100000000000001,24.24,1,1,1,1
86,3420.0,8.08,9.09,11.11,20.200000000000003,1,1,1,1
87,3392.0,8.08,9.09,10.100000000000001,25.25,1,1,1,1
88,3398.0,8.08,9.09,10.100000000000001,26.26,1,1,1,1
89,3376.0,8.08,9.09,10.100000000000001,35.35,1,1,1,1
90,3386.0,8.08,9.09,11.11,25.25,1,1,1,1
91,3382.0,8.08,9.09,11.11,31.31,1,1,1,1
92,3388.0,8.08,9.09,10.100000000000001,33.33,1,1,1,1
93,3398.0,8.08,9.09,9.09,28.28,1,1,1,1
94,3388.0,8.08,9.09,10.100000000000001,31.31,1,1,1,1
95,3410.0,8.08,9.09,11.11,21.21,1,1,1,1
96,3400.0,8.08,9.09,11.11,25.25,1,1,1,1
97,3370.0,8.08,9.09,11.11,44.44,1,1,1,1
98,3384.0,8.08,9.09,10.100000000000001,30.299999999999997,1,1,1,1
99,3384.0,8.08,9.09,10.100000000000001,35.35,1,1,1,1
100,3378.0,8.08,9.09,11.11,43.43,1,1,1,1
