Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,127.0,2.02,2.02,2.02,3.03,1,1,1,1
2,126.0,2.02,2.02,2.02,3.03,1,1,1,1
3,127.0,3.03,4.04,5.050000000000001,6.06,1,1,1,1
4,127.0,2.02,3.03,3.03,3.03,1,1,1,1
5,127.0,3.03,3.03,3.03,6.06,1,1,1,1
6,127.0,2.02,2.02,2.02,2.02,1,1,1,1
7,124.0,2.02,2.02,3.03,4.04,1,1,1,1
8,116.0,9.09,12.12,100,100,1,1,0,0
9,127.0,2.02,3.03,3.03,3.03,1,1,1,1
10,116.0,4.04,28.28,100,100,1,1,0,0
11,120.0,2.02,2.02,2.02,100,1,1,1,0
12,127.0,2.02,2.02,2.02,3.03,1,1,1,1
13,126.0,2.02,2.02,2.02,6.06,1,1,1,1
14,127.0,2.02,3.03,6.06,8.08,1,1,1,1
15,116.0,4.04,4.04,100,100,1,1,0,0
16,127.0,3.03,3.03,3.03,4.04,1,1,1,1
17,127.0,2.02,2.02,2.02,4.04,1,1,1,1
18,118.0,2.02,3.03,3.03,100,1,1,1,0
19,113.0,4.04,100,100,100,1,0,0,0
20,126.0,3.03,3.03,3.03,4.04,1,1,1,1
21,126.0,2.02,2.02,2.02,2.02,1,1,1,1
22,125.0,3.03,3.03,3.03,3.03,1,1,1,1
23,119.0,3.03,5.050000000000001,5.050000000000001,100,1,1,1,0
24,117.0,3.03,5.050000000000001,8.08,100,1,1,1,0
25,125.0,4.04,6.06,8.08,9.09,1,1,1,1
26,121.0,3.03,3.03,3.03,100,1,1,1,0
27,116.0,6.06,9.09,100,100,1,1,0,0
28,127.0,2.02,2.02,3.03,3.03,1,1,1,1
29,121.0,2.02,3.03,3.03,100,1,1,1,0
30,118.0,4.04,5.050000000000001,5.050000000000001,100,1,1,1,0
31,125.0,3.03,3.03,3.03,6.06,1,1,1,1
32,110.0,100,100,100,100,0,0,0,0
33,125.0,3.03,3.03,4.04,5.050000000000001,1,1,1,1
34,116.0,4.04,6.06,100,100,1,1,0,0
35,125.0,2.02,2.02,3.03,3.03,1,1,1,1
36,125.0,3.03,3.03,3.03,5.050000000000001,1,1,1,1
37,125.0,2.02,2.02,2.02,3.03,1,1,1,1
38,111.0,7.07,100,100,100,1,0,0,0
39,127.0,2.02,3.03,3.03,4.04,1,1,1,1
40,116.0,2.02,3.03,100,100,1,1,0,0
41,127.0,2.02,2.02,2.02,3.03,1,1,1,1
42,116.0,6.06,7.07,100,100,1,1,0,0
43,113.0,5.050000000000001,100,100,100,1,0,0,0
44,117.0,3.03,3.03,5.050000000000001,100,1,1,1,0
45,125.0,2.02,2.02,2.02,2.02,1,1,1,1
46,127.0,2.02,2.02,2.02,3.03,1,1,1,1
