Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,2118.0,1.01,1.01,1.01,3.03,1,1,1,1
2,1971.0,1.01,1.01,1.01,100,1,1,1,0
3,1908.0,2.02,100,100,100,1,0,0,0
4,2115.0,1.01,1.01,1.01,1.01,1,1,1,1
5,2094.0,1.01,1.01,2.02,3.03,1,1,1,1
6,1916.0,11.11,26.26,100,100,1,1,0,0
7,1966.0,1.01,1.01,1.01,100,1,1,1,0
8,2121.0,1.01,1.01,1.01,1.01,1,1,1,1
9,2027.0,1.01,1.01,1.01,100,1,1,1,0
10,1901.0,4.04,100,100,100,1,0,0,0
11,2115.0,1.01,1.01,1.01,1.01,1,1,1,1
12,2009.0,1.01,1.01,16.16,100,1,1,1,0
13,2039.0,1.01,1.01,1.01,45.45,1,1,1,1
14,2022.0,1.01,1.01,10.100000000000001,100,1,1,1,0
15,2115.0,1.01,1.01,1.01,1.01,1,1,1,1
16,1975.0,1.01,17.17,30.299999999999997,100,1,1,1,0
17,2112.0,1.01,1.01,1.01,1.01,1,1,1,1
18,2115.0,1.01,1.01,1.01,1.01,1,1,1,1
19,2118.0,1.01,1.01,1.01,2.02,1,1,1,1
20,2115.0,1.01,1.01,1.01,23.23,1,1,1,1
21,2022.0,1.01,3.03,8.08,100,1,1,1,0
22,2088.0,1.01,1.01,1.01,1.01,1,1,1,1
23,2061.0,1.01,1.01,1.01,1.01,1,1,1,1
24,2019.0,1.01,1.01,1.01,100,1,1,1,0
25,2121.0,1.01,1.01,1.01,1.01,1,1,1,1
26,1992.0,1.01,1.01,1.01,100,1,1,1,0
27,2061.0,1.01,1.01,1.01,2.02,1,1,1,1
28,2121.0,1.01,1.01,1.01,2.02,1,1,1,1
29,2121.0,1.01,1.01,1.01,1.01,1,1,1,1
30,2112.0,1.01,1.01,1.01,2.02,1,1,1,1
31,2049.0,1.01,1.01,1.01,12.12,1,1,1,1
32,1934.0,1.01,1.01,100,100,1,1,0,0
33,2094.0,1.01,1.01,1.01,1.01,1,1,1,1
34,1965.0,1.01,1.01,1.01,100,1,1,1,0
35,2055.0,1.01,1.01,1.01,2.02,1,1,1,1
36,2033.0,1.01,1.01,1.01,100,1,1,1,0
37,1934.0,1.01,25.25,100,100,1,1,0,0
38,2121.0,1.01,1.01,1.01,1.01,1,1,1,1
39,2034.0,1.01,1.01,1.01,100,1,1,1,0
40,2088.0,1.01,1.01,1.01,1.01,1,1,1,1
41,2060.0,1.01,1.01,1.01,15.149999999999999,1,1,1,1
42,2030.0,1.01,1.01,3.03,100,1,1,1,0
43,1978.0,1.01,1.01,1.01,100,1,1,1,0
44,2121.0,1.01,1.01,1.01,1.01,1,1,1,1
45,2001.0,1.01,2.02,2.02,100,1,1,1,0
46,2035.0,1.01,1.01,1.01,100,1,1,1,0
47,2121.0,1.01,1.01,1.01,1.01,1,1,1,1
48,2112.0,1.01,1.01,1.01,1.01,1,1,1,1
49,2001.0,1.01,1.01,2.02,100,1,1,1,0
50,2030.0,1.01,1.01,1.01,100,1,1,1,0
51,2088.0,1.01,1.01,1.01,1.01,1,1,1,1
52,1971.0,1.01,1.01,1.01,100,1,1,1,0
53,1915.0,1.01,2.02,100,100,1,1,0,0
54,2014.0,2.02,3.03,4.04,100,1,1,1,0
55,2115.0,1.01,1.01,1.01,2.02,1,1,1,1
56,1891.0,9.09,100,100,100,1,0,0,0
57,2026.0,2.02,5.050000000000001,12.12,100,1,1,1,0
58,2094.0,1.01,1.01,1.01,1.01,1,1,1,1
59,2049.0,1.01,1.01,2.02,15.149999999999999,1,1,1,1
60,2060.0,1.01,1.01,1.01,2.02,1,1,1,1
61,2022.0,1.01,1.01,1.01,100,1,1,1,0
62,2017.0,1.01,1.01,1.01,100,1,1,1,0
63,1996.0,1.01,1.01,1.01,100,1,1,1,0
64,2088.0,1.01,1.01,1.01,1.01,1,1,1,1
65,2026.0,1.01,1.01,1.01,100,1,1,1,0
66,2024.0,1.01,1.01,1.01,100,1,1,1,0
67,2112.0,1.01,1.01,1.01,1.01,1,1,1,1
