Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.0001,1852.0,1.01,1.01,2.02,100,1,1,1,0
2,0.0001,1975.0,1.01,1.01,2.02,2.02,1,1,1,1
3,0.0001,1890.0,1.01,1.01,2.02,100,1,1,1,0
4,0.0001,1847.0,1.01,1.01,1.01,100,1,1,1,0
5,0.0001,1843.0,1.01,1.01,1.01,100,1,1,1,0
6,0.0001,1948.0,1.01,1.01,1.01,1.01,1,1,1,1
7,0.0001,1857.0,1.01,1.01,2.02,100,1,1,1,0
8,0.0001,1938.0,1.01,1.01,1.01,1.01,1,1,1,1
9,0.0001,1833.0,1.01,1.01,2.02,100,1,1,1,0
10,0.0001,1929.0,1.01,1.01,1.01,1.01,1,1,1,1
11,0.0001,1829.0,1.01,1.01,100,100,1,1,0,0
12,0.0001,1904.0,2.02,2.02,2.02,100,1,1,1,0
13,0.0001,1843.0,1.01,1.01,1.01,100,1,1,1,0
14,0.0001,1975.0,1.01,1.01,1.01,1.01,1,1,1,1
15,0.0001,1868.0,1.01,1.01,1.01,100,1,1,1,0
16,0.0001,1845.0,1.01,1.01,2.02,100,1,1,1,0
17,0.0001,1973.0,1.01,1.01,1.01,2.02,1,1,1,1
18,0.0001,1856.0,1.01,1.01,1.01,100,1,1,1,0
19,0.0001,1845.0,1.01,1.01,2.02,100,1,1,1,0
20,0.0001,1855.0,1.01,1.01,1.01,100,1,1,1,0
21,0.0001,1842.0,1.01,1.01,1.01,100,1,1,1,0
22,0.0001,1904.0,1.01,1.01,1.01,100,1,1,1,0
23,0.0001,1938.0,1.01,1.01,1.01,1.01,1,1,1,1
24,0.0001,1799.0,1.01,1.01,100,100,1,1,0,0
25,0.0001,1953.0,1.01,1.01,1.01,1.01,1,1,1,1
26,0.0001,1943.0,1.01,1.01,2.02,2.02,1,1,1,1
27,0.0001,1938.0,1.01,1.01,1.01,1.01,1,1,1,1
28,0.0001,1445.0,1.01,100,100,100,1,0,0,0
29,0.0001,1852.0,1.01,1.01,1.01,100,1,1,1,0
30,0.0001,1901.0,1.01,1.01,1.01,100,1,1,1,0
31,0.0001,1968.0,1.01,1.01,1.01,3.03,1,1,1,1
32,0.0001,1812.0,1.01,1.01,100,100,1,1,0,0
33,0.0001,1884.0,1.01,1.01,1.01,100,1,1,1,0
34,0.0001,1920.0,1.01,2.02,2.02,3.03,1,1,1,1
35,0.0001,1951.0,1.01,1.01,1.01,2.02,1,1,1,1
36,0.0001,1912.0,1.01,1.01,1.01,1.01,1,1,1,1
37,0.0001,1975.0,1.01,1.01,1.01,1.01,1,1,1,1
38,0.0001,1840.0,1.01,1.01,1.01,100,1,1,1,0
39,0.0001,1773.0,2.02,100,100,100,1,0,0,0
40,0.0001,1815.0,1.01,1.01,100,100,1,1,0,0
41,0.0001,1841.0,1.01,1.01,1.01,100,1,1,1,0
42,0.0001,1715.0,100,100,100,100,0,0,0,0
43,0.0001,1941.0,1.01,1.01,1.01,4.04,1,1,1,1
44,0.0001,1873.0,1.01,1.01,1.01,100,1,1,1,0
45,0.0001,1887.0,1.01,1.01,2.02,100,1,1,1,0
46,0.0001,1753.0,1.01,100,100,100,1,0,0,0
47,0.0001,1967.0,1.01,1.01,1.01,1.01,1,1,1,1
48,0.0001,1912.0,1.01,1.01,1.01,1.01,1,1,1,1
49,0.0001,1968.0,1.01,1.01,1.01,1.01,1,1,1,1
50,0.0001,1858.0,1.01,1.01,1.01,100,1,1,1,0
51,0.0001,1975.0,1.01,1.01,1.01,1.01,1,1,1,1
52,0.0001,1983.0,1.01,1.01,1.01,1.01,1,1,1,1
53,0.0001,1889.0,1.01,1.01,1.01,100,1,1,1,0
54,0.0001,1922.0,1.01,1.01,1.01,2.02,1,1,1,1
55,0.0001,1948.0,1.01,1.01,1.01,1.01,1,1,1,1
56,0.0001,1958.0,1.01,1.01,1.01,1.01,1,1,1,1
