Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.003,67.0,2.02,2.02,4.04,100,1,1,1,0
2,0.003,64.0,2.02,4.04,100,100,1,1,0,0
3,0.003,66.0,2.02,3.03,4.04,100,1,1,1,0
4,0.003,67.0,2.02,3.03,5.050000000000001,100,1,1,1,0
5,0.003,62.0,3.03,100,100,100,1,0,0,0
6,0.003,67.0,4.04,5.050000000000001,5.050000000000001,100,1,1,1,0
7,0.003,65.0,3.03,5.050000000000001,13.13,100,1,1,1,0
8,0.003,63.0,2.02,4.04,100,100,1,1,0,0
9,0.003,67.0,3.03,3.03,4.04,100,1,1,1,0
10,0.003,66.0,2.02,2.02,4.04,100,1,1,1,0
11,0.003,66.0,3.03,9.09,10.100000000000001,100,1,1,1,0
12,0.003,67.0,3.03,3.03,4.04,100,1,1,1,0
13,0.003,65.0,4.04,6.06,7.07,100,1,1,1,0
14,0.003,67.0,3.03,3.03,4.04,100,1,1,1,0
15,0.003,66.0,3.03,4.04,5.050000000000001,100,1,1,1,0
16,0.003,67.0,2.02,2.02,3.03,100,1,1,1,0
17,0.003,66.0,3.03,3.03,4.04,100,1,1,1,0
18,0.003,63.0,2.02,2.02,100,100,1,1,0,0
19,0.003,65.0,2.02,3.03,3.03,100,1,1,1,0
20,0.003,61.0,33.33,100,100,100,1,0,0,0
21,0.003,66.0,2.02,3.03,3.03,100,1,1,1,0
22,0.003,67.0,4.04,4.04,5.050000000000001,100,1,1,1,0
23,0.003,65.0,5.050000000000001,6.06,7.07,100,1,1,1,0
24,0.003,64.0,3.03,5.050000000000001,100,100,1,1,0,0
25,0.003,67.0,3.03,3.03,4.04,100,1,1,1,0
26,0.003,62.0,8.08,100,100,100,1,0,0,0
27,0.003,67.0,2.02,2.02,3.03,100,1,1,1,0
28,0.003,66.0,3.03,3.03,9.09,100,1,1,1,0
29,0.003,63.0,3.03,6.06,100,100,1,1,0,0
30,0.003,67.0,2.02,2.02,2.02,100,1,1,1,0
31,0.003,64.0,3.03,4.04,100,100,1,1,0,0
32,0.003,62.0,5.050000000000001,100,100,100,1,0,0,0
33,0.003,62.0,2.02,100,100,100,1,0,0,0
34,0.003,64.0,4.04,7.07,100,100,1,1,0,0
35,0.003,63.0,2.02,4.04,100,100,1,1,0,0
36,0.003,67.0,2.02,2.02,5.050000000000001,100,1,1,1,0
37,0.003,66.0,2.02,3.03,3.03,100,1,1,1,0
38,0.003,63.0,4.04,5.050000000000001,100,100,1,1,0,0
39,0.003,65.0,4.04,4.04,6.06,100,1,1,1,0
40,0.003,66.0,2.02,2.02,2.02,100,1,1,1,0
41,0.003,67.0,4.04,4.04,5.050000000000001,100,1,1,1,0
42,0.003,63.0,2.02,4.04,100,100,1,1,0,0
43,0.003,67.0,3.03,3.03,4.04,100,1,1,1,0
44,0.003,67.0,3.03,3.03,3.03,100,1,1,1,0
45,0.003,70.0,4.04,12.12,14.14,17.17,1,1,1,1
46,0.003,66.0,2.02,2.02,3.03,100,1,1,1,0
47,0.003,64.0,4.04,4.04,100,100,1,1,0,0
48,0.003,66.0,2.02,3.03,4.04,100,1,1,1,0
49,0.003,63.0,5.050000000000001,6.06,100,100,1,1,0,0
50,0.003,67.0,8.08,9.09,10.100000000000001,100,1,1,1,0
51,0.003,66.0,3.03,4.04,7.07,100,1,1,1,0
52,0.003,66.0,2.02,2.02,2.02,100,1,1,1,0
53,0.003,64.0,4.04,4.04,100,100,1,1,0,0
54,0.003,66.0,2.02,2.02,3.03,100,1,1,1,0
55,0.003,66.0,3.03,8.08,9.09,100,1,1,1,0
56,0.003,67.0,11.11,12.12,12.12,100,1,1,1,0
57,0.003,67.0,5.050000000000001,7.07,16.16,100,1,1,1,0
58,0.003,65.0,2.02,3.03,5.050000000000001,100,1,1,1,0
59,0.003,67.0,2.02,2.02,3.03,100,1,1,1,0
60,0.003,63.0,3.03,4.04,100,100,1,1,0,0
61,0.003,63.0,2.02,5.050000000000001,100,100,1,1,0,0
