Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.0001,64.0,3.03,7.07,100,100,1,1,0,0
2,0.0001,59.0,100,100,100,100,0,0,0,0
3,0.0001,66.0,3.03,5.050000000000001,7.07,100,1,1,1,0
4,0.0001,51.0,100,100,100,100,0,0,0,0
5,0.0001,59.0,100,100,100,100,0,0,0,0
6,0.0001,63.0,2.02,5.050000000000001,100,100,1,1,0,0
7,0.0001,63.0,2.02,3.03,100,100,1,1,0,0
8,0.0001,66.0,3.03,4.04,6.06,100,1,1,1,0
9,0.0001,64.0,4.04,7.07,100,100,1,1,0,0
10,0.0001,69.0,3.03,3.03,3.03,4.04,1,1,1,1
11,0.0001,63.0,3.03,5.050000000000001,100,100,1,1,0,0
12,0.0001,61.0,7.07,100,100,100,1,0,0,0
13,0.0001,66.0,2.02,3.03,4.04,100,1,1,1,0
14,0.0001,63.0,4.04,5.050000000000001,100,100,1,1,0,0
15,0.0001,63.0,8.08,24.24,100,100,1,1,0,0
16,0.0001,66.0,2.02,3.03,4.04,100,1,1,1,0
17,0.0001,55.0,100,100,100,100,0,0,0,0
18,0.0001,67.0,3.03,3.03,4.04,100,1,1,1,0
19,0.0001,67.0,2.02,2.02,3.03,100,1,1,1,0
20,0.0001,60.0,100,100,100,100,0,0,0,0
21,0.0001,70.0,6.06,8.08,8.08,11.11,1,1,1,1
22,0.0001,66.0,5.050000000000001,5.050000000000001,17.17,100,1,1,1,0
23,0.0001,67.0,7.07,7.07,8.08,100,1,1,1,0
24,0.0001,66.0,2.02,3.03,5.050000000000001,100,1,1,1,0
25,0.0001,62.0,4.04,100,100,100,1,0,0,0
26,0.0001,63.0,3.03,5.050000000000001,100,100,1,1,0,0
27,0.0001,66.0,5.050000000000001,10.100000000000001,13.13,100,1,1,1,0
28,0.0001,65.0,2.02,3.03,15.149999999999999,100,1,1,1,0
29,0.0001,65.0,4.04,4.04,7.07,100,1,1,1,0
30,0.0001,67.0,4.04,5.050000000000001,5.050000000000001,100,1,1,1,0
31,0.0001,70.0,1.01,1.01,2.02,3.03,1,1,1,1
32,0.0001,67.0,2.02,2.02,3.03,100,1,1,1,0
33,0.0001,60.0,100,100,100,100,0,0,0,0
34,0.0001,63.0,3.03,5.050000000000001,100,100,1,1,0,0
35,0.0001,63.0,3.03,5.050000000000001,100,100,1,1,0,0
36,0.0001,61.0,5.050000000000001,100,100,100,1,0,0,0
37,0.0001,68.0,2.02,3.03,3.03,9.09,1,1,1,1
