Trial,Pump Rate,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,3.0,1822.0,24.24,27.270000000000003,50.5,100,1,1,1,0
2,3.0,1738.0,16.16,19.19,35.35,100,1,1,1,0
3,3.0,1697.0,21.21,100,100,100,1,0,0,0
4,3.0,1831.0,18.18,19.19,20.200000000000003,63.63,1,1,1,1
5,3.0,1765.0,29.29,71.71,71.71,100,1,1,1,0
6,3.0,1794.0,23.23,25.25,28.28,100,1,1,1,0
7,3.0,1900.0,26.26,29.29,39.39,81.81,1,1,1,1
8,3.0,1707.0,31.31,39.39,100,100,1,1,0,0
9,3.0,1859.0,12.12,13.13,14.14,26.26,1,1,1,1
10,3.0,1806.0,26.26,28.28,46.46,100,1,1,1,0
11,3.0,1796.0,20.200000000000003,27.270000000000003,29.29,100,1,1,1,0
12,3.0,1776.0,25.25,26.26,40.400000000000006,100,1,1,1,0
13,3.0,1850.0,18.18,24.24,25.25,36.36,1,1,1,1
14,3.0,1778.0,22.22,59.589999999999996,78.78,100,1,1,1,0
15,3.0,1809.0,30.299999999999997,79.79,79.79,100,1,1,1,0
16,3.0,1751.0,30.299999999999997,69.69000000000001,100,100,1,1,0,0
17,3.0,1898.0,27.270000000000003,28.28,30.299999999999997,34.34,1,1,1,1
18,3.0,1834.0,20.200000000000003,26.26,39.39,39.39,1,1,1,1
19,3.0,1898.0,21.21,21.21,26.26,34.34,1,1,1,1
20,3.0,1852.0,22.22,23.23,25.25,27.270000000000003,1,1,1,1
21,3.0,1900.0,31.31,32.32,34.34,35.35,1,1,1,1
22,3.0,1859.0,17.17,25.25,26.26,27.270000000000003,1,1,1,1
23,3.0,1763.0,18.18,34.34,43.43,100,1,1,1,0
24,3.0,1733.0,18.18,22.22,100,100,1,1,0,0
25,3.0,1777.0,20.200000000000003,20.200000000000003,20.200000000000003,100,1,1,1,0
26,3.0,1843.0,16.16,18.18,18.18,34.34,1,1,1,1
27,3.0,1745.0,20.200000000000003,52.52,100,100,1,1,0,0
28,3.0,1840.0,21.21,44.44,46.46,60.599999999999994,1,1,1,1
29,3.0,1891.0,31.31,42.42,52.52,90.9,1,1,1,1
30,3.0,1703.0,25.25,100,100,100,1,0,0,0
31,3.0,1793.0,15.149999999999999,18.18,23.23,100,1,1,1,0
32,3.0,1850.0,42.42,42.42,44.44,46.46,1,1,1,1
33,3.0,1836.0,27.270000000000003,36.36,58.58,62.62,1,1,1,1
34,3.0,1859.0,21.21,25.25,25.25,75.75,1,1,1,1
35,3.0,1852.0,24.24,28.28,48.48,50.5,1,1,1,1
36,3.0,1744.0,31.31,32.32,100,100,1,1,0,0
37,3.0,1856.0,17.17,20.200000000000003,24.24,24.24,1,1,1,1
38,3.0,1871.0,14.14,15.149999999999999,16.16,25.25,1,1,1,1
39,3.0,1756.0,41.410000000000004,75.75,76.76,100,1,1,1,0
40,3.0,1797.0,27.270000000000003,28.28,28.28,100,1,1,1,0
41,3.0,1789.0,18.18,26.26,40.400000000000006,100,1,1,1,0
42,3.0,1759.0,18.18,27.270000000000003,60.599999999999994,100,1,1,1,0
43,3.0,1761.0,20.200000000000003,23.23,42.42,100,1,1,1,0
44,3.0,1898.0,23.23,25.25,27.270000000000003,30.299999999999997,1,1,1,1
45,3.0,1754.0,18.18,24.24,28.28,100,1,1,1,0
46,3.0,1747.0,29.29,43.43,100,100,1,1,0,0
47,3.0,1721.0,19.19,27.270000000000003,100,100,1,1,0,0
48,3.0,1642.0,100,100,100,100,0,0,0,0
49,3.0,1843.0,48.48,49.49,51.51,70.7,1,1,1,1
50,3.0,1737.0,25.25,29.29,100,100,1,1,0,0
51,3.0,1701.0,39.39,100,100,100,1,0,0,0
52,3.0,1774.0,25.25,36.36,51.51,100,1,1,1,0
53,3.0,1785.0,23.23,35.35,41.410000000000004,100,1,1,1,0
54,3.0,1866.0,17.17,21.21,24.24,27.270000000000003,1,1,1,1
55,3.0,1832.0,22.22,24.24,25.25,36.36,1,1,1,1
56,3.0,1828.0,43.43,45.45,83.83000000000001,89.89,1,1,1,1
57,3.0,1817.0,22.22,22.22,23.23,100,1,1,1,0
58,3.0,1799.0,24.24,26.26,31.31,100,1,1,1,0
59,3.0,1772.0,22.22,25.25,31.31,100,1,1,1,0
60,3.0,1710.0,22.22,36.36,100,100,1,1,0,0
61,3.0,1817.0,23.23,29.29,30.299999999999997,100,1,1,1,0
62,3.0,1860.0,17.17,19.19,22.22,64.64,1,1,1,1
63,3.0,1787.0,25.25,28.28,38.38,100,1,1,1,0
64,3.0,1794.0,26.26,40.400000000000006,43.43,100,1,1,1,0
65,3.0,1758.0,21.21,22.22,37.37,100,1,1,1,0
66,3.0,1898.0,16.16,18.18,20.200000000000003,30.299999999999997,1,1,1,1
67,3.0,1850.0,15.149999999999999,29.29,30.299999999999997,80.80000000000001,1,1,1,1
68,3.0,1854.0,27.270000000000003,29.29,29.29,30.299999999999997,1,1,1,1
69,3.0,1796.0,33.33,42.42,44.44,100,1,1,1,0
70,3.0,1785.0,16.16,16.16,21.21,100,1,1,1,0
71,3.0,1843.0,19.19,22.22,26.26,100,1,1,1,0
72,3.0,1818.0,20.200000000000003,24.24,88.88,100,1,1,1,0
73,3.0,1823.0,40.400000000000006,43.43,45.45,100,1,1,1,0
74,3.0,1862.0,18.18,19.19,24.24,84.84,1,1,1,1
75,3.0,1833.0,25.25,27.270000000000003,28.28,48.48,1,1,1,1
76,3.0,1837.0,17.17,19.19,20.200000000000003,40.400000000000006,1,1,1,1
77,3.0,1733.0,27.270000000000003,29.29,100,100,1,1,0,0
78,3.0,1850.0,21.21,27.270000000000003,28.28,89.89,1,1,1,1
79,3.0,1898.0,34.34,36.36,36.36,38.38,1,1,1,1
80,3.0,1778.0,19.19,34.34,36.36,100,1,1,1,0
81,3.0,1862.0,23.23,32.32,32.32,55.550000000000004,1,1,1,1
82,3.0,1817.0,19.19,21.21,23.23,100,1,1,1,0
83,3.0,1772.0,37.37,37.37,52.52,100,1,1,1,0
84,3.0,1845.0,19.19,20.200000000000003,21.21,27.270000000000003,1,1,1,1
85,3.0,1749.0,31.31,35.35,100,100,1,1,0,0
86,3.0,1779.0,25.25,26.26,30.299999999999997,100,1,1,1,0
87,3.0,1852.0,21.21,21.21,21.21,23.23,1,1,1,1
88,3.0,1859.0,18.18,18.18,19.19,33.33,1,1,1,1
89,3.0,1791.0,19.19,30.299999999999997,33.33,100,1,1,1,0
90,3.0,1673.0,64.64,100,100,100,1,0,0,0
91,3.0,1758.0,34.34,40.400000000000006,41.410000000000004,100,1,1,1,0
92,3.0,1777.0,26.26,28.28,51.51,100,1,1,1,0
93,3.0,1862.0,18.18,21.21,29.29,31.31,1,1,1,1
94,3.0,1837.0,20.200000000000003,21.21,21.21,70.7,1,1,1,1
95,3.0,1782.0,23.23,24.24,37.37,100,1,1,1,0
96,3.0,1851.0,16.16,17.17,17.17,23.23,1,1,1,1
97,3.0,1764.0,71.71,72.72,73.73,100,1,1,1,0
98,3.0,1898.0,33.33,34.34,81.81,86.86,1,1,1,1
