Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,64.0,4.04,5.050000000000001,100,100,1,1,0,0
2,64.0,3.03,5.050000000000001,100,100,1,1,0,0
3,64.0,2.02,2.02,100,100,1,1,0,0
4,64.0,3.03,5.050000000000001,100,100,1,1,0,0
5,63.0,14.14,18.18,100,100,1,1,0,0
6,68.0,4.04,4.04,4.04,5.050000000000001,1,1,1,1
7,63.0,3.03,8.08,100,100,1,1,0,0
8,62.0,7.07,100,100,100,1,0,0,0
9,60.0,100,100,100,100,0,0,0,0
10,67.0,8.08,9.09,12.12,100,1,1,1,0
11,62.0,4.04,100,100,100,1,0,0,0
12,66.0,3.03,3.03,5.050000000000001,100,1,1,1,0
13,55.0,100,100,100,100,0,0,0,0
14,69.0,3.03,3.03,3.03,4.04,1,1,1,1
15,70.0,3.03,4.04,4.04,4.04,1,1,1,1
16,58.0,100,100,100,100,0,0,0,0
17,67.0,2.02,3.03,3.03,100,1,1,1,0
18,64.0,3.03,5.050000000000001,100,100,1,1,0,0
19,63.0,4.04,8.08,100,100,1,1,0,0
20,65.0,5.050000000000001,5.050000000000001,5.050000000000001,100,1,1,1,0
21,65.0,3.03,3.03,4.04,100,1,1,1,0
22,65.0,3.03,4.04,18.18,100,1,1,1,0
23,65.0,4.04,4.04,6.06,100,1,1,1,0
24,68.0,2.02,2.02,3.03,11.11,1,1,1,1
25,60.0,100,100,100,100,0,0,0,0
26,67.0,2.02,2.02,2.02,100,1,1,1,0
27,65.0,4.04,4.04,4.04,100,1,1,1,0
28,67.0,3.03,4.04,4.04,100,1,1,1,0
29,64.0,4.04,4.04,100,100,1,1,0,0
30,67.0,4.04,4.04,4.04,100,1,1,1,0
31,57.0,100,100,100,100,0,0,0,0
32,63.0,20.200000000000003,21.21,100,100,1,1,0,0
33,63.0,4.04,8.08,100,100,1,1,0,0
34,63.0,4.04,11.11,100,100,1,1,0,0
35,66.0,3.03,3.03,5.050000000000001,100,1,1,1,0
36,63.0,5.050000000000001,6.06,100,100,1,1,0,0
37,66.0,2.02,3.03,5.050000000000001,100,1,1,1,0
38,61.0,12.12,100,100,100,1,0,0,0
39,67.0,4.04,4.04,4.04,100,1,1,1,0
40,69.0,2.02,3.03,4.04,13.13,1,1,1,1
41,65.0,3.03,8.08,12.12,100,1,1,1,0
42,63.0,4.04,4.04,100,100,1,1,0,0
43,64.0,3.03,4.04,100,100,1,1,0,0
44,68.0,3.03,3.03,4.04,8.08,1,1,1,1
45,61.0,6.06,100,100,100,1,0,0,0
46,60.0,100,100,100,100,0,0,0,0
47,55.0,100,100,100,100,0,0,0,0
48,66.0,5.050000000000001,5.050000000000001,7.07,100,1,1,1,0
49,68.0,3.03,4.04,5.050000000000001,11.11,1,1,1,1
50,65.0,3.03,3.03,5.050000000000001,100,1,1,1,0
51,64.0,2.02,3.03,100,100,1,1,0,0
52,62.0,4.04,100,100,100,1,0,0,0
53,68.0,8.08,8.08,8.08,11.11,1,1,1,1
54,66.0,3.03,3.03,4.04,100,1,1,1,0
55,61.0,6.06,100,100,100,1,0,0,0
56,64.0,3.03,3.03,100,100,1,1,0,0
57,64.0,7.07,12.12,100,100,1,1,0,0
58,67.0,3.03,3.03,5.050000000000001,100,1,1,1,0
59,63.0,3.03,5.050000000000001,100,100,1,1,0,0
60,68.0,4.04,4.04,6.06,10.100000000000001,1,1,1,1
61,56.0,100,100,100,100,0,0,0,0
62,67.0,3.03,3.03,3.03,100,1,1,1,0
63,66.0,3.03,3.03,4.04,100,1,1,1,0
64,67.0,8.08,9.09,9.09,100,1,1,1,0
65,66.0,7.07,8.08,8.08,100,1,1,1,0
66,66.0,6.06,7.07,8.08,100,1,1,1,0
67,68.0,3.03,4.04,5.050000000000001,14.14,1,1,1,1
68,65.0,3.03,3.03,5.050000000000001,100,1,1,1,0
69,70.0,2.02,3.03,3.03,3.03,1,1,1,1
70,67.0,3.03,3.03,5.050000000000001,100,1,1,1,0
71,62.0,3.03,100,100,100,1,0,0,0
72,64.0,3.03,4.04,100,100,1,1,0,0
73,68.0,3.03,3.03,4.04,27.270000000000003,1,1,1,1
74,70.0,3.03,4.04,4.04,5.050000000000001,1,1,1,1
75,68.0,3.03,3.03,4.04,13.13,1,1,1,1
76,60.0,100,100,100,100,0,0,0,0
77,65.0,4.04,4.04,4.04,100,1,1,1,0
78,67.0,3.03,4.04,5.050000000000001,100,1,1,1,0
79,70.0,2.02,3.03,4.04,4.04,1,1,1,1
80,62.0,6.06,100,100,100,1,0,0,0
81,55.0,100,100,100,100,0,0,0,0
82,66.0,7.07,7.07,8.08,100,1,1,1,0
83,68.0,2.02,3.03,5.050000000000001,12.12,1,1,1,1
84,63.0,5.050000000000001,21.21,100,100,1,1,0,0
85,63.0,4.04,15.149999999999999,100,100,1,1,0,0
86,62.0,4.04,100,100,100,1,0,0,0
87,68.0,3.03,4.04,6.06,7.07,1,1,1,1
88,65.0,3.03,5.050000000000001,11.11,100,1,1,1,0
89,68.0,2.02,2.02,2.02,4.04,1,1,1,1
90,66.0,3.03,4.04,5.050000000000001,100,1,1,1,0
91,64.0,17.17,17.17,100,100,1,1,0,0
92,69.0,2.02,3.03,3.03,3.03,1,1,1,1
93,64.0,7.07,8.08,100,100,1,1,0,0
94,67.0,2.02,3.03,3.03,100,1,1,1,0
95,64.0,3.03,4.04,100,100,1,1,0,0
96,62.0,21.21,100,100,100,1,0,0,0
97,61.0,15.149999999999999,100,100,100,1,0,0,0
98,57.0,100,100,100,100,0,0,0,0
99,61.0,18.18,100,100,100,1,0,0,0
100,66.0,4.04,4.04,6.06,100,1,1,1,0
