Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,591.0,2.02,2.02,100,100,1,1,0,0
2,629.0,1.01,4.04,4.04,4.04,1,1,1,1
3,627.0,1.01,1.01,1.01,4.04,1,1,1,1
4,564.0,2.02,100,100,100,1,0,0,0
5,543.0,100,100,100,100,0,0,0,0
6,610.0,1.01,2.02,2.02,100,1,1,1,0
7,598.0,3.03,5.050000000000001,5.050000000000001,100,1,1,1,0
8,589.0,1.01,1.01,100,100,1,1,0,0
9,591.0,1.01,1.01,100,100,1,1,0,0
10,563.0,4.04,100,100,100,1,0,0,0
11,575.0,2.02,100,100,100,1,0,0,0
12,629.0,1.01,1.01,1.01,1.01,1,1,1,1
13,623.0,1.01,1.01,1.01,3.03,1,1,1,1
14,582.0,2.02,2.02,100,100,1,1,0,0
15,627.0,1.01,1.01,1.01,1.01,1,1,1,1
16,609.0,1.01,2.02,2.02,100,1,1,1,0
17,600.0,2.02,3.03,3.03,100,1,1,1,0
18,584.0,1.01,2.02,100,100,1,1,0,0
19,553.0,100,100,100,100,0,0,0,0
20,594.0,2.02,2.02,2.02,100,1,1,1,0
21,559.0,100,100,100,100,0,0,0,0
22,577.0,2.02,100,100,100,1,0,0,0
23,590.0,1.01,2.02,100,100,1,1,0,0
24,620.0,1.01,1.01,1.01,1.01,1,1,1,1
25,586.0,1.01,2.02,100,100,1,1,0,0
26,575.0,1.01,100,100,100,1,0,0,0
27,589.0,1.01,1.01,100,100,1,1,0,0
28,563.0,1.01,100,100,100,1,0,0,0
29,583.0,2.02,3.03,100,100,1,1,0,0
30,606.0,1.01,1.01,1.01,100,1,1,1,0
31,603.0,1.01,1.01,3.03,100,1,1,1,0
32,592.0,1.01,1.01,2.02,100,1,1,1,0
33,632.0,1.01,1.01,1.01,1.01,1,1,1,1
34,614.0,1.01,2.02,2.02,100,1,1,1,0
35,626.0,1.01,1.01,1.01,2.02,1,1,1,1
36,616.0,1.01,1.01,1.01,100,1,1,1,0
37,597.0,1.01,1.01,1.01,100,1,1,1,0
38,608.0,1.01,3.03,5.050000000000001,100,1,1,1,0
39,594.0,1.01,2.02,2.02,100,1,1,1,0
40,623.0,1.01,1.01,2.02,3.03,1,1,1,1
