Trial,Pump Rate,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1.5,1765.0,25.25,100,100,100,1,0,0,0
2,1.5,1805.0,1.01,1.01,100,100,1,1,0,0
3,1.5,1922.0,1.01,1.01,1.01,13.13,1,1,1,1
4,1.5,1870.0,1.01,1.01,1.01,100,1,1,1,0
5,1.5,1810.0,1.01,2.02,100,100,1,1,0,0
6,1.5,1866.0,1.01,1.01,1.01,100,1,1,1,0
7,1.5,1932.0,1.01,1.01,1.01,2.02,1,1,1,1
8,1.5,1923.0,2.02,5.050000000000001,5.050000000000001,12.12,1,1,1,1
9,1.5,1908.0,1.01,48.48,74.74,100,1,1,1,0
10,1.5,1866.0,1.01,1.01,1.01,100,1,1,1,0
11,1.5,1831.0,1.01,1.01,1.01,100,1,1,1,0
12,1.5,1905.0,1.01,1.01,1.01,100,1,1,1,0
13,1.5,1946.0,1.01,1.01,1.01,2.02,1,1,1,1
14,1.5,1790.0,1.01,100,100,100,1,0,0,0
15,1.5,1978.0,1.01,1.01,1.01,1.01,1,1,1,1
16,1.5,1807.0,1.01,1.01,100,100,1,1,0,0
17,1.5,1979.0,1.01,1.01,1.01,1.01,1,1,1,1
18,1.5,1934.0,1.01,1.01,1.01,3.03,1,1,1,1
19,1.5,1894.0,1.01,1.01,100,100,1,1,0,0
20,1.5,1969.0,1.01,1.01,1.01,1.01,1,1,1,1
21,1.5,1956.0,1.01,1.01,1.01,2.02,1,1,1,1
22,1.5,1946.0,1.01,1.01,1.01,1.01,1,1,1,1
23,1.5,1929.0,1.01,1.01,27.270000000000003,74.74,1,1,1,1
24,1.5,1951.0,1.01,1.01,4.04,5.050000000000001,1,1,1,1
25,1.5,1924.0,1.01,1.01,1.01,1.01,1,1,1,1
26,1.5,1944.0,1.01,1.01,1.01,1.01,1,1,1,1
27,1.5,1865.0,1.01,4.04,6.06,100,1,1,1,0
28,1.5,1932.0,1.01,1.01,1.01,1.01,1,1,1,1
29,1.5,1915.0,1.01,1.01,1.01,3.03,1,1,1,1
30,1.5,1921.0,1.01,1.01,1.01,1.01,1,1,1,1
31,1.5,1861.0,1.01,1.01,1.01,100,1,1,1,0
32,1.5,1947.0,1.01,1.01,1.01,1.01,1,1,1,1
33,1.5,1919.0,1.01,1.01,1.01,4.04,1,1,1,1
34,1.5,1829.0,1.01,2.02,100,100,1,1,0,0
35,1.5,1811.0,1.01,1.01,100,100,1,1,0,0
36,1.5,1917.0,1.01,1.01,1.01,2.02,1,1,1,1
37,1.5,1870.0,3.03,4.04,5.050000000000001,100,1,1,1,0
38,1.5,1893.0,1.01,1.01,1.01,100,1,1,1,0
39,1.5,1850.0,1.01,2.02,4.04,100,1,1,1,0
40,1.5,1929.0,1.01,1.01,1.01,1.01,1,1,1,1
41,1.5,1799.0,1.01,3.03,100,100,1,1,0,0
42,1.5,1893.0,1.01,1.01,1.01,100,1,1,1,0
43,1.5,1817.0,1.01,4.04,100,100,1,1,0,0
44,1.5,1978.0,1.01,1.01,1.01,1.01,1,1,1,1
45,1.5,1951.0,1.01,1.01,1.01,1.01,1,1,1,1
46,1.5,1946.0,1.01,1.01,1.01,1.01,1,1,1,1
47,1.5,1990.0,1.01,1.01,1.01,1.01,1,1,1,1
48,1.5,1920.0,1.01,1.01,1.01,4.04,1,1,1,1
49,1.5,1821.0,1.01,4.04,100,100,1,1,0,0
50,1.5,1925.0,1.01,2.02,6.06,20.200000000000003,1,1,1,1
51,1.5,1909.0,1.01,1.01,1.01,100,1,1,1,0
52,1.5,1969.0,1.01,1.01,1.01,1.01,1,1,1,1
53,1.5,1978.0,1.01,1.01,1.01,1.01,1,1,1,1
54,1.5,1950.0,1.01,1.01,1.01,1.01,1,1,1,1
55,1.5,1990.0,1.01,1.01,1.01,1.01,1,1,1,1
56,1.5,1922.0,1.01,1.01,1.01,1.01,1,1,1,1
57,1.5,1889.0,1.01,1.01,1.01,100,1,1,1,0
58,1.5,1939.0,1.01,1.01,1.01,1.01,1,1,1,1
59,1.5,1990.0,1.01,1.01,4.04,4.04,1,1,1,1
60,1.5,1975.0,1.01,1.01,1.01,1.01,1,1,1,1
61,1.5,1914.0,1.01,1.01,1.01,4.04,1,1,1,1
62,1.5,1915.0,1.01,4.04,8.08,32.32,1,1,1,1
63,1.5,1839.0,1.01,1.01,3.03,100,1,1,1,0
