Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,3162.0,2.02,4.04,5.050000000000001,100,1,1,1,0
2,3149.0,2.02,3.03,5.050000000000001,100,1,1,1,0
3,3134.0,2.02,4.04,8.08,100,1,1,1,0
4,3195.0,2.02,3.03,4.04,100,1,1,1,0
5,3174.0,2.02,4.04,5.050000000000001,100,1,1,1,0
6,3182.0,2.02,4.04,6.06,100,1,1,1,0
7,3155.0,3.03,3.03,4.04,100,1,1,1,0
8,3204.0,2.02,3.03,4.04,100,1,1,1,0
9,3146.0,2.02,3.03,8.08,100,1,1,1,0
10,3203.0,2.02,4.04,5.050000000000001,100,1,1,1,0
11,3166.0,2.02,3.03,5.050000000000001,100,1,1,1,0
12,3208.0,2.02,3.03,4.04,45.45,1,1,1,1
13,3188.0,2.02,3.03,3.03,100,1,1,1,0
14,3232.0,3.03,3.03,5.050000000000001,25.25,1,1,1,1
15,3170.0,3.03,3.03,6.06,100,1,1,1,0
16,3195.0,3.03,4.04,7.07,100,1,1,1,0
17,3171.0,2.02,3.03,5.050000000000001,100,1,1,1,0
18,3178.0,2.02,4.04,7.07,100,1,1,1,0
19,3177.0,2.02,3.03,5.050000000000001,100,1,1,1,0
20,3154.0,2.02,3.03,4.04,100,1,1,1,0
21,3174.0,2.02,3.03,5.050000000000001,100,1,1,1,0
22,3188.0,2.02,3.03,5.050000000000001,100,1,1,1,0
23,3204.0,2.02,5.050000000000001,7.07,100,1,1,1,0
24,3213.0,2.02,3.03,3.03,34.34,1,1,1,1
25,3194.0,2.02,3.03,4.04,100,1,1,1,0
26,3156.0,2.02,4.04,5.050000000000001,100,1,1,1,0
27,3169.0,2.02,3.03,4.04,100,1,1,1,0
28,3116.0,2.02,3.03,4.04,100,1,1,1,0
29,3165.0,3.03,4.04,7.07,100,1,1,1,0
