Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1919.0,1.01,1.01,1.01,2.02,1,1,1,1
2,1941.0,1.01,2.02,2.02,2.02,1,1,1,1
3,1882.0,1.01,1.01,2.02,100,1,1,1,0
4,1952.0,1.01,1.01,1.01,1.01,1,1,1,1
5,1837.0,1.01,1.01,1.01,100,1,1,1,0
6,1791.0,1.01,2.02,100,100,1,1,0,0
7,1795.0,2.02,2.02,100,100,1,1,0,0
8,1861.0,1.01,4.04,4.04,100,1,1,1,0
9,1865.0,1.01,1.01,1.01,100,1,1,1,0
10,1828.0,1.01,2.02,100,100,1,1,0,0
11,1832.0,1.01,1.01,1.01,100,1,1,1,0
12,1975.0,1.01,1.01,1.01,1.01,1,1,1,1
13,1958.0,1.01,1.01,1.01,2.02,1,1,1,1
14,1930.0,1.01,1.01,2.02,3.03,1,1,1,1
15,1831.0,1.01,1.01,1.01,100,1,1,1,0
16,1863.0,1.01,1.01,1.01,100,1,1,1,0
17,1957.0,1.01,1.01,1.01,2.02,1,1,1,1
18,1922.0,1.01,1.01,1.01,1.01,1,1,1,1
19,1909.0,1.01,1.01,1.01,100,1,1,1,0
20,1914.0,1.01,1.01,1.01,1.01,1,1,1,1
21,1903.0,1.01,1.01,1.01,100,1,1,1,0
22,1983.0,1.01,1.01,1.01,1.01,1,1,1,1
23,1926.0,1.01,1.01,1.01,1.01,1,1,1,1
24,1823.0,1.01,1.01,100,100,1,1,0,0
25,1930.0,1.01,1.01,1.01,1.01,1,1,1,1
26,1941.0,1.01,1.01,1.01,1.01,1,1,1,1
27,1946.0,1.01,1.01,1.01,1.01,1,1,1,1
28,1766.0,1.01,100,100,100,1,0,0,0
29,1922.0,2.02,2.02,2.02,4.04,1,1,1,1
30,1948.0,1.01,1.01,1.01,1.01,1,1,1,1
31,1917.0,1.01,3.03,3.03,4.04,1,1,1,1
32,1851.0,1.01,1.01,1.01,100,1,1,1,0
33,1784.0,1.01,100,100,100,1,0,0,0
34,1833.0,1.01,1.01,1.01,100,1,1,1,0
35,1917.0,1.01,1.01,1.01,2.02,1,1,1,1
36,1922.0,1.01,1.01,1.01,2.02,1,1,1,1
37,1968.0,1.01,1.01,1.01,1.01,1,1,1,1
38,1832.0,1.01,2.02,2.02,100,1,1,1,0
39,1916.0,1.01,1.01,1.01,1.01,1,1,1,1
40,1917.0,1.01,1.01,1.01,3.03,1,1,1,1
41,1925.0,1.01,1.01,1.01,1.01,1,1,1,1
42,1821.0,1.01,1.01,100,100,1,1,0,0
43,1957.0,1.01,1.01,1.01,1.01,1,1,1,1
44,1886.0,1.01,1.01,2.02,100,1,1,1,0
45,1826.0,1.01,1.01,100,100,1,1,0,0
46,1912.0,1.01,2.02,2.02,4.04,1,1,1,1
47,1975.0,1.01,1.01,1.01,3.03,1,1,1,1
48,1897.0,1.01,1.01,1.01,100,1,1,1,0
49,1826.0,1.01,2.02,100,100,1,1,0,0
50,1953.0,1.01,1.01,1.01,1.01,1,1,1,1
51,1975.0,1.01,1.01,1.01,2.02,1,1,1,1
52,1776.0,2.02,100,100,100,1,0,0,0
53,1865.0,1.01,1.01,1.01,100,1,1,1,0
54,1882.0,1.01,1.01,1.01,100,1,1,1,0
55,1953.0,1.01,1.01,1.01,1.01,1,1,1,1
56,1909.0,1.01,1.01,1.01,100,1,1,1,0
57,1975.0,1.01,1.01,2.02,2.02,1,1,1,1
58,1975.0,1.01,1.01,1.01,1.01,1,1,1,1
59,1892.0,1.01,1.01,1.01,100,1,1,1,0
60,1932.0,1.01,2.02,2.02,2.02,1,1,1,1
61,1901.0,1.01,1.01,1.01,100,1,1,1,0
62,1866.0,1.01,1.01,1.01,100,1,1,1,0
63,1938.0,1.01,1.01,1.01,1.01,1,1,1,1
64,1926.0,1.01,1.01,1.01,1.01,1,1,1,1
65,1948.0,1.01,1.01,1.01,1.01,1,1,1,1
66,1841.0,1.01,1.01,3.03,100,1,1,1,0
67,1919.0,1.01,1.01,1.01,3.03,1,1,1,1
68,1943.0,1.01,1.01,1.01,1.01,1,1,1,1
69,1923.0,1.01,1.01,2.02,2.02,1,1,1,1
70,1946.0,1.01,1.01,1.01,1.01,1,1,1,1
71,1856.0,1.01,1.01,1.01,100,1,1,1,0
72,1917.0,1.01,1.01,1.01,1.01,1,1,1,1
73,1936.0,1.01,1.01,1.01,1.01,1,1,1,1
74,1948.0,1.01,1.01,1.01,1.01,1,1,1,1
75,1849.0,1.01,2.02,3.03,100,1,1,1,0
76,1938.0,1.01,1.01,1.01,1.01,1,1,1,1
77,1850.0,1.01,1.01,2.02,100,1,1,1,0
78,1957.0,1.01,1.01,1.01,1.01,1,1,1,1
79,1837.0,1.01,2.02,2.02,100,1,1,1,0
80,1953.0,1.01,1.01,1.01,1.01,1,1,1,1
81,1859.0,1.01,1.01,1.01,100,1,1,1,0
82,1789.0,1.01,100,100,100,1,0,0,0
83,1946.0,1.01,1.01,1.01,1.01,1,1,1,1
84,1874.0,1.01,1.01,1.01,100,1,1,1,0
85,1845.0,1.01,2.02,3.03,100,1,1,1,0
86,1944.0,1.01,1.01,1.01,2.02,1,1,1,1
87,1887.0,1.01,1.01,1.01,100,1,1,1,0
88,1889.0,1.01,1.01,1.01,100,1,1,1,0
89,1947.0,1.01,1.01,1.01,1.01,1,1,1,1
90,1975.0,1.01,1.01,1.01,2.02,1,1,1,1
91,1926.0,1.01,1.01,1.01,2.02,1,1,1,1
92,1975.0,1.01,1.01,1.01,1.01,1,1,1,1
93,1917.0,1.01,1.01,1.01,3.03,1,1,1,1
94,1826.0,1.01,1.01,100,100,1,1,0,0
95,1975.0,1.01,1.01,1.01,1.01,1,1,1,1
96,1855.0,1.01,1.01,1.01,100,1,1,1,0
97,1791.0,1.01,6.06,100,100,1,1,0,0
98,1816.0,1.01,1.01,100,100,1,1,0,0
99,1904.0,2.02,2.02,2.02,100,1,1,1,0
100,1953.0,1.01,1.01,1.01,1.01,1,1,1,1
