Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1919.0,2.02,3.03,5.050000000000001,100,1,1,1,0
2,1976.0,2.02,2.02,5.050000000000001,20.200000000000003,1,1,1,1
3,1966.0,1.01,2.02,2.02,100,1,1,1,0
4,1966.0,1.01,2.02,3.03,100,1,1,1,0
5,1955.0,2.02,3.03,4.04,100,1,1,1,0
6,1939.0,2.02,2.02,4.04,100,1,1,1,0
7,1981.0,2.02,3.03,4.04,12.12,1,1,1,1
8,2011.0,2.02,2.02,5.050000000000001,12.12,1,1,1,1
9,1998.0,2.02,2.02,3.03,6.06,1,1,1,1
10,1959.0,2.02,2.02,3.03,100,1,1,1,0
11,1995.0,2.02,4.04,6.06,11.11,1,1,1,1
12,1948.0,2.02,3.03,5.050000000000001,100,1,1,1,0
13,1982.0,2.02,3.03,3.03,10.100000000000001,1,1,1,1
14,1960.0,2.02,3.03,5.050000000000001,100,1,1,1,0
15,1980.0,2.02,2.02,3.03,14.14,1,1,1,1
16,1993.0,2.02,2.02,3.03,12.12,1,1,1,1
17,1947.0,3.03,4.04,5.050000000000001,100,1,1,1,0
18,1950.0,1.01,2.02,3.03,100,1,1,1,0
19,1978.0,1.01,2.02,2.02,6.06,1,1,1,1
20,1960.0,2.02,3.03,3.03,100,1,1,1,0
21,1967.0,2.02,2.02,3.03,100,1,1,1,0
22,1962.0,2.02,3.03,6.06,100,1,1,1,0
23,1964.0,1.01,3.03,3.03,100,1,1,1,0
24,1925.0,2.02,2.02,3.03,100,1,1,1,0
25,1977.0,3.03,5.050000000000001,7.07,28.28,1,1,1,1
26,1929.0,2.02,4.04,9.09,100,1,1,1,0
27,1977.0,2.02,2.02,3.03,13.13,1,1,1,1
28,1966.0,2.02,3.03,4.04,100,1,1,1,0
29,1966.0,2.02,2.02,2.02,100,1,1,1,0
30,1981.0,2.02,3.03,6.06,17.17,1,1,1,1
31,1988.0,2.02,3.03,5.050000000000001,9.09,1,1,1,1
32,1938.0,1.01,2.02,2.02,100,1,1,1,0
33,1955.0,2.02,3.03,4.04,100,1,1,1,0
34,2041.0,2.02,3.03,3.03,12.12,1,1,1,1
35,1916.0,2.02,4.04,5.050000000000001,100,1,1,1,0
36,1968.0,2.02,2.02,3.03,100,1,1,1,0
37,1966.0,2.02,2.02,5.050000000000001,100,1,1,1,0
38,1974.0,2.02,2.02,2.02,8.08,1,1,1,1
39,1978.0,2.02,2.02,6.06,21.21,1,1,1,1
40,1965.0,2.02,4.04,6.06,100,1,1,1,0
41,1990.0,2.02,2.02,3.03,8.08,1,1,1,1
42,1958.0,2.02,3.03,6.06,100,1,1,1,0
43,1921.0,2.02,2.02,4.04,100,1,1,1,0
44,1996.0,1.01,2.02,3.03,18.18,1,1,1,1
45,1975.0,2.02,2.02,3.03,25.25,1,1,1,1
46,1993.0,2.02,2.02,3.03,5.050000000000001,1,1,1,1
47,1947.0,2.02,2.02,4.04,100,1,1,1,0
48,1961.0,2.02,2.02,3.03,100,1,1,1,0
49,1987.0,2.02,3.03,4.04,11.11,1,1,1,1
50,1936.0,2.02,2.02,4.04,100,1,1,1,0
51,2001.0,1.01,1.01,2.02,4.04,1,1,1,1
52,1960.0,1.01,2.02,2.02,100,1,1,1,0
53,1950.0,2.02,3.03,7.07,100,1,1,1,0
54,1925.0,2.02,4.04,6.06,100,1,1,1,0
55,1956.0,2.02,3.03,6.06,100,1,1,1,0
56,1996.0,2.02,2.02,3.03,16.16,1,1,1,1
57,1969.0,1.01,2.02,3.03,100,1,1,1,0
58,1918.0,2.02,3.03,5.050000000000001,100,1,1,1,0
59,1945.0,2.02,4.04,6.06,100,1,1,1,0
60,1996.0,1.01,2.02,3.03,23.23,1,1,1,1
61,1982.0,2.02,2.02,3.03,17.17,1,1,1,1
62,1983.0,1.01,2.02,2.02,25.25,1,1,1,1
63,1985.0,2.02,3.03,4.04,22.22,1,1,1,1
64,1954.0,2.02,2.02,5.050000000000001,100,1,1,1,0
65,1938.0,2.02,3.03,6.06,100,1,1,1,0
66,2003.0,2.02,3.03,8.08,12.12,1,1,1,1
67,1969.0,2.02,3.03,3.03,100,1,1,1,0
68,1970.0,2.02,2.02,3.03,100,1,1,1,0
69,1954.0,2.02,3.03,4.04,100,1,1,1,0
70,1960.0,1.01,2.02,3.03,100,1,1,1,0
71,1935.0,1.01,2.02,3.03,100,1,1,1,0
72,1987.0,2.02,4.04,6.06,24.24,1,1,1,1
73,2005.0,1.01,2.02,2.02,6.06,1,1,1,1
74,1975.0,2.02,3.03,5.050000000000001,26.26,1,1,1,1
75,1960.0,2.02,2.02,3.03,100,1,1,1,0
76,1974.0,2.02,2.02,7.07,18.18,1,1,1,1
77,1974.0,2.02,2.02,2.02,11.11,1,1,1,1
78,1996.0,2.02,2.02,3.03,10.100000000000001,1,1,1,1
79,1962.0,1.01,3.03,6.06,100,1,1,1,0
80,1978.0,2.02,2.02,2.02,35.35,1,1,1,1
81,1969.0,2.02,3.03,4.04,100,1,1,1,0
82,1951.0,2.02,5.050000000000001,11.11,100,1,1,1,0
83,1943.0,2.02,2.02,5.050000000000001,100,1,1,1,0
84,1989.0,1.01,2.02,2.02,7.07,1,1,1,1
85,1995.0,2.02,2.02,3.03,15.149999999999999,1,1,1,1
86,1993.0,2.02,2.02,4.04,13.13,1,1,1,1
87,1982.0,2.02,2.02,3.03,9.09,1,1,1,1
88,2011.0,2.02,2.02,3.03,15.149999999999999,1,1,1,1
89,1991.0,2.02,3.03,5.050000000000001,19.19,1,1,1,1
90,1982.0,1.01,2.02,4.04,9.09,1,1,1,1
91,1976.0,1.01,2.02,3.03,21.21,1,1,1,1
