Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,70.0,2.02,3.03,3.03,3.03,1,1,1,1
2,69.0,3.03,3.03,3.03,11.11,1,1,1,1
3,66.0,3.03,4.04,5.050000000000001,100,1,1,1,0
4,69.0,3.03,11.11,11.11,20.200000000000003,1,1,1,1
5,70.0,1.01,3.03,3.03,3.03,1,1,1,1
6,66.0,2.02,5.050000000000001,6.06,100,1,1,1,0
7,67.0,3.03,3.03,4.04,100,1,1,1,0
8,70.0,2.02,2.02,3.03,3.03,1,1,1,1
9,69.0,3.03,4.04,4.04,6.06,1,1,1,1
10,65.0,6.06,7.07,20.200000000000003,100,1,1,1,0
11,66.0,5.050000000000001,6.06,6.06,100,1,1,1,0
12,70.0,6.06,8.08,8.08,10.100000000000001,1,1,1,1
13,69.0,2.02,3.03,6.06,15.149999999999999,1,1,1,1
14,65.0,4.04,6.06,19.19,100,1,1,1,0
15,66.0,3.03,3.03,3.03,100,1,1,1,0
16,70.0,2.02,3.03,3.03,4.04,1,1,1,1
17,64.0,5.050000000000001,5.050000000000001,100,100,1,1,0,0
18,69.0,5.050000000000001,6.06,6.06,10.100000000000001,1,1,1,1
19,69.0,2.02,3.03,4.04,10.100000000000001,1,1,1,1
20,70.0,3.03,3.03,4.04,4.04,1,1,1,1
21,66.0,15.149999999999999,15.149999999999999,15.149999999999999,100,1,1,1,0
22,69.0,3.03,4.04,10.100000000000001,22.22,1,1,1,1
23,62.0,5.050000000000001,100,100,100,1,0,0,0
24,64.0,6.06,6.06,100,100,1,1,0,0
25,67.0,4.04,5.050000000000001,5.050000000000001,100,1,1,1,0
26,70.0,3.03,3.03,4.04,5.050000000000001,1,1,1,1
27,70.0,3.03,3.03,3.03,3.03,1,1,1,1
28,69.0,3.03,4.04,8.08,20.200000000000003,1,1,1,1
29,69.0,3.03,3.03,3.03,4.04,1,1,1,1
30,69.0,1.01,2.02,3.03,4.04,1,1,1,1
31,69.0,4.04,4.04,5.050000000000001,6.06,1,1,1,1
32,64.0,3.03,5.050000000000001,100,100,1,1,0,0
33,67.0,3.03,4.04,4.04,100,1,1,1,0
34,66.0,2.02,4.04,4.04,100,1,1,1,0
35,70.0,2.02,3.03,3.03,4.04,1,1,1,1
36,70.0,4.04,5.050000000000001,6.06,12.12,1,1,1,1
37,69.0,3.03,3.03,6.06,8.08,1,1,1,1
38,67.0,4.04,4.04,5.050000000000001,100,1,1,1,0
39,66.0,4.04,5.050000000000001,6.06,100,1,1,1,0
40,64.0,4.04,4.04,100,100,1,1,0,0
41,64.0,3.03,4.04,100,100,1,1,0,0
42,67.0,7.07,17.17,18.18,100,1,1,1,0
43,67.0,3.03,3.03,3.03,100,1,1,1,0
44,62.0,4.04,100,100,100,1,0,0,0
45,63.0,4.04,6.06,100,100,1,1,0,0
46,65.0,14.14,14.14,15.149999999999999,100,1,1,1,0
47,67.0,6.06,11.11,12.12,100,1,1,1,0
48,66.0,7.07,7.07,7.07,100,1,1,1,0
49,69.0,7.07,12.12,12.12,14.14,1,1,1,1
50,66.0,3.03,3.03,5.050000000000001,100,1,1,1,0
51,63.0,4.04,5.050000000000001,100,100,1,1,0,0
52,70.0,4.04,4.04,10.100000000000001,12.12,1,1,1,1
53,70.0,3.03,3.03,4.04,8.08,1,1,1,1
54,65.0,4.04,4.04,7.07,100,1,1,1,0
55,70.0,2.02,2.02,2.02,3.03,1,1,1,1
56,69.0,2.02,4.04,4.04,5.050000000000001,1,1,1,1
57,69.0,4.04,4.04,4.04,5.050000000000001,1,1,1,1
58,67.0,4.04,4.04,4.04,100,1,1,1,0
59,63.0,2.02,3.03,100,100,1,1,0,0
60,67.0,4.04,10.100000000000001,10.100000000000001,100,1,1,1,0
61,69.0,3.03,5.050000000000001,6.06,7.07,1,1,1,1
62,70.0,5.050000000000001,5.050000000000001,6.06,6.06,1,1,1,1
63,60.0,100,100,100,100,0,0,0,0
64,67.0,3.03,3.03,4.04,100,1,1,1,0
65,64.0,9.09,17.17,100,100,1,1,0,0
66,64.0,3.03,5.050000000000001,100,100,1,1,0,0
67,66.0,4.04,5.050000000000001,6.06,100,1,1,1,0
68,69.0,2.02,3.03,11.11,19.19,1,1,1,1
69,70.0,3.03,4.04,4.04,10.100000000000001,1,1,1,1
70,70.0,3.03,5.050000000000001,5.050000000000001,14.14,1,1,1,1
71,70.0,2.02,2.02,3.03,5.050000000000001,1,1,1,1
72,64.0,2.02,3.03,100,100,1,1,0,0
73,70.0,2.02,2.02,3.03,3.03,1,1,1,1
74,70.0,2.02,3.03,3.03,4.04,1,1,1,1
75,64.0,3.03,5.050000000000001,100,100,1,1,0,0
76,63.0,3.03,12.12,100,100,1,1,0,0
77,68.0,5.050000000000001,7.07,10.100000000000001,25.25,1,1,1,1
78,69.0,3.03,4.04,4.04,7.07,1,1,1,1
79,66.0,4.04,5.050000000000001,5.050000000000001,100,1,1,1,0
80,65.0,4.04,9.09,10.100000000000001,100,1,1,1,0
81,66.0,3.03,4.04,5.050000000000001,100,1,1,1,0
82,67.0,4.04,4.04,6.06,100,1,1,1,0
83,70.0,5.050000000000001,9.09,10.100000000000001,10.100000000000001,1,1,1,1
84,64.0,3.03,3.03,100,100,1,1,0,0
85,66.0,4.04,5.050000000000001,7.07,100,1,1,1,0
86,64.0,4.04,7.07,100,100,1,1,0,0
87,69.0,5.050000000000001,6.06,7.07,19.19,1,1,1,1
88,69.0,9.09,9.09,9.09,12.12,1,1,1,1
89,67.0,4.04,11.11,11.11,100,1,1,1,0
90,70.0,2.02,3.03,3.03,3.03,1,1,1,1
91,65.0,4.04,4.04,5.050000000000001,100,1,1,1,0
92,58.0,100,100,100,100,0,0,0,0
93,64.0,4.04,5.050000000000001,100,100,1,1,0,0
94,66.0,4.04,5.050000000000001,5.050000000000001,100,1,1,1,0
95,64.0,2.02,2.02,100,100,1,1,0,0
96,69.0,3.03,3.03,9.09,22.22,1,1,1,1
