Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,608.0,1.01,1.01,1.01,100,1,1,1,0
2,575.0,2.02,100,100,100,1,0,0,0
3,596.0,1.01,1.01,3.03,100,1,1,1,0
4,589.0,3.03,3.03,100,100,1,1,0,0
5,562.0,2.02,100,100,100,1,0,0,0
6,591.0,2.02,3.03,100,100,1,1,0,0
7,622.0,1.01,1.01,3.03,4.04,1,1,1,1
8,589.0,2.02,2.02,100,100,1,1,0,0
9,579.0,2.02,3.03,100,100,1,1,0,0
10,594.0,1.01,1.01,2.02,100,1,1,1,0
11,629.0,1.01,1.01,1.01,2.02,1,1,1,1
12,591.0,1.01,2.02,100,100,1,1,0,0
13,603.0,1.01,2.02,2.02,100,1,1,1,0
14,637.0,1.01,2.02,2.02,2.02,1,1,1,1
15,602.0,2.02,3.03,3.03,100,1,1,1,0
16,610.0,1.01,2.02,3.03,100,1,1,1,0
17,628.0,2.02,4.04,4.04,6.06,1,1,1,1
18,621.0,1.01,1.01,2.02,3.03,1,1,1,1
19,628.0,2.02,2.02,2.02,3.03,1,1,1,1
20,628.0,1.01,1.01,1.01,2.02,1,1,1,1
21,570.0,2.02,100,100,100,1,0,0,0
22,594.0,1.01,1.01,2.02,100,1,1,1,0
23,607.0,1.01,1.01,4.04,100,1,1,1,0
24,621.0,1.01,2.02,3.03,5.050000000000001,1,1,1,1
25,578.0,1.01,100,100,100,1,0,0,0
26,597.0,1.01,1.01,2.02,100,1,1,1,0
27,618.0,1.01,1.01,2.02,4.04,1,1,1,1
28,618.0,1.01,1.01,2.02,5.050000000000001,1,1,1,1
29,591.0,1.01,2.02,100,100,1,1,0,0
30,610.0,1.01,2.02,2.02,100,1,1,1,0
31,629.0,1.01,1.01,1.01,2.02,1,1,1,1
32,607.0,1.01,1.01,1.01,100,1,1,1,0
33,597.0,2.02,2.02,2.02,100,1,1,1,0
34,643.0,1.01,1.01,2.02,3.03,1,1,1,1
35,617.0,1.01,1.01,1.01,100,1,1,1,0
36,642.0,1.01,1.01,3.03,4.04,1,1,1,1
37,596.0,1.01,2.02,2.02,100,1,1,1,0
38,616.0,1.01,1.01,1.01,100,1,1,1,0
39,594.0,1.01,1.01,2.02,100,1,1,1,0
40,609.0,1.01,1.01,1.01,100,1,1,1,0
41,591.0,2.02,2.02,100,100,1,1,0,0
42,642.0,2.02,2.02,4.04,4.04,1,1,1,1
43,618.0,2.02,2.02,2.02,4.04,1,1,1,1
44,601.0,1.01,1.01,1.01,100,1,1,1,0
45,614.0,1.01,1.01,2.02,100,1,1,1,0
46,601.0,1.01,1.01,2.02,100,1,1,1,0
47,597.0,1.01,2.02,3.03,100,1,1,1,0
48,607.0,3.03,3.03,3.03,100,1,1,1,0
49,642.0,2.02,2.02,3.03,5.050000000000001,1,1,1,1
