Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.0,1715.0,1.01,1.01,1.01,3.03,1,1,1,1
2,0.0,1681.0,1.01,1.01,3.03,100,1,1,1,0
3,0.0,1718.0,1.01,1.01,1.01,1.01,1,1,1,1
4,0.0,1698.0,1.01,1.01,1.01,1.01,1,1,1,1
5,0.0,1636.0,1.01,1.01,1.01,100,1,1,1,0
6,0.0,1666.0,1.01,1.01,1.01,100,1,1,1,0
7,0.0,1660.0,1.01,1.01,2.02,100,1,1,1,0
8,0.0,1698.0,1.01,1.01,1.01,2.02,1,1,1,1
9,0.0,1718.0,1.01,1.01,1.01,3.03,1,1,1,1
10,0.0,1740.0,1.01,1.01,1.01,2.02,1,1,1,1
11,0.0,1625.0,1.01,1.01,3.03,100,1,1,1,0
12,0.0,1610.0,1.01,2.02,100,100,1,1,0,0
13,0.0,1699.0,1.01,1.01,1.01,1.01,1,1,1,1
14,0.0,1673.0,1.01,1.01,1.01,100,1,1,1,0
15,0.0,1667.0,1.01,1.01,1.01,100,1,1,1,0
16,0.0,1715.0,2.02,6.06,6.06,6.06,1,1,1,1
17,0.0,1670.0,1.01,1.01,1.01,100,1,1,1,0
18,0.0,1723.0,1.01,1.01,1.01,1.01,1,1,1,1
19,0.0,1636.0,1.01,1.01,1.01,100,1,1,1,0
20,0.0,1740.0,1.01,1.01,1.01,2.02,1,1,1,1
21,0.0,1715.0,1.01,1.01,1.01,1.01,1,1,1,1
22,0.0,1698.0,1.01,1.01,2.02,3.03,1,1,1,1
23,0.0,1740.0,1.01,1.01,1.01,1.01,1,1,1,1
24,0.0,1533.0,3.03,100,100,100,1,0,0,0
25,0.0,1715.0,1.01,1.01,1.01,3.03,1,1,1,1
26,0.0,1677.0,1.01,1.01,1.01,100,1,1,1,0
27,0.0,1715.0,1.01,1.01,1.01,1.01,1,1,1,1
28,0.0,1682.0,1.01,1.01,1.01,2.02,1,1,1,1
29,0.0,1677.0,1.01,1.01,1.01,100,1,1,1,0
30,0.0,1697.0,1.01,1.01,1.01,1.01,1,1,1,1
31,0.0,1675.0,2.02,2.02,3.03,100,1,1,1,0
32,0.0,1734.0,1.01,1.01,1.01,1.01,1,1,1,1
33,0.0,1715.0,1.01,1.01,1.01,2.02,1,1,1,1
34,0.0,1691.0,1.01,1.01,1.01,1.01,1,1,1,1
35,0.0,1611.0,1.01,2.02,100,100,1,1,0,0
36,0.0,1698.0,1.01,2.02,2.02,2.02,1,1,1,1
37,0.0,1723.0,1.01,1.01,1.01,2.02,1,1,1,1
38,0.0,1698.0,1.01,1.01,1.01,2.02,1,1,1,1
39,0.0,1698.0,1.01,1.01,1.01,4.04,1,1,1,1
40,0.0,1718.0,1.01,1.01,1.01,1.01,1,1,1,1
41,0.0,1642.0,1.01,1.01,1.01,100,1,1,1,0
42,0.0,1715.0,1.01,1.01,2.02,2.02,1,1,1,1
43,0.0,1650.0,1.01,1.01,2.02,100,1,1,1,0
44,0.0,1698.0,1.01,1.01,1.01,3.03,1,1,1,1
45,0.0,1677.0,1.01,1.01,2.02,100,1,1,1,0
46,0.0,1743.0,1.01,1.01,1.01,1.01,1,1,1,1
47,0.0,1583.0,1.01,4.04,100,100,1,1,0,0
48,0.0,1715.0,1.01,1.01,2.02,2.02,1,1,1,1
49,0.0,1659.0,1.01,1.01,1.01,100,1,1,1,0
50,0.0,1670.0,1.01,1.01,1.01,100,1,1,1,0
51,0.0,1510.0,100,100,100,100,0,0,0,0
52,0.0,1698.0,1.01,1.01,1.01,2.02,1,1,1,1
53,0.0,1721.0,1.01,1.01,1.01,1.01,1,1,1,1
