Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.0005,67.0,4.04,4.04,4.04,100,1,1,1,0
2,0.0005,67.0,29.29,29.29,30.299999999999997,100,1,1,1,0
3,0.0005,65.0,4.04,6.06,9.09,100,1,1,1,0
4,0.0005,63.0,3.03,4.04,100,100,1,1,0,0
5,0.0005,64.0,3.03,4.04,100,100,1,1,0,0
6,0.0005,70.0,2.02,2.02,2.02,3.03,1,1,1,1
7,0.0005,65.0,2.02,2.02,4.04,100,1,1,1,0
8,0.0005,65.0,3.03,6.06,10.100000000000001,100,1,1,1,0
9,0.0005,66.0,2.02,2.02,3.03,100,1,1,1,0
10,0.0005,61.0,2.02,100,100,100,1,0,0,0
11,0.0005,62.0,2.02,100,100,100,1,0,0,0
12,0.0005,62.0,2.02,100,100,100,1,0,0,0
13,0.0005,64.0,5.050000000000001,6.06,100,100,1,1,0,0
14,0.0005,65.0,4.04,14.14,21.21,100,1,1,1,0
15,0.0005,66.0,4.04,6.06,11.11,100,1,1,1,0
16,0.0005,64.0,2.02,5.050000000000001,100,100,1,1,0,0
17,0.0005,58.0,100,100,100,100,0,0,0,0
18,0.0005,69.0,2.02,2.02,2.02,3.03,1,1,1,1
19,0.0005,70.0,2.02,3.03,3.03,4.04,1,1,1,1
20,0.0005,65.0,2.02,3.03,8.08,100,1,1,1,0
21,0.0005,65.0,2.02,2.02,2.02,100,1,1,1,0
22,0.0005,66.0,2.02,4.04,9.09,100,1,1,1,0
23,0.0005,63.0,3.03,3.03,100,100,1,1,0,0
24,0.0005,65.0,10.100000000000001,11.11,13.13,100,1,1,1,0
25,0.0005,69.0,2.02,2.02,2.02,3.03,1,1,1,1
26,0.0005,65.0,3.03,16.16,23.23,100,1,1,1,0
27,0.0005,64.0,3.03,4.04,100,100,1,1,0,0
28,0.0005,67.0,1.01,3.03,3.03,100,1,1,1,0
29,0.0005,64.0,2.02,2.02,100,100,1,1,0,0
30,0.0005,66.0,5.050000000000001,6.06,23.23,100,1,1,1,0
31,0.0005,64.0,16.16,17.17,100,100,1,1,0,0
32,0.0005,59.0,100,100,100,100,0,0,0,0
33,0.0005,62.0,4.04,100,100,100,1,0,0,0
34,0.0005,61.0,7.07,100,100,100,1,0,0,0
