Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.03,1896.0,6.06,25.25,72.72,100,1,1,1,0
2,0.03,1888.0,9.09,31.31,100,100,1,1,0,0
3,0.03,1871.0,5.050000000000001,22.22,100,100,1,1,0,0
4,0.03,1835.0,11.11,100,100,100,1,0,0,0
5,0.03,1880.0,5.050000000000001,9.09,100,100,1,1,0,0
6,0.03,1873.0,9.09,43.43,100,100,1,1,0,0
7,0.03,1869.0,8.08,38.38,100,100,1,1,0,0
8,0.03,1894.0,8.08,19.19,35.35,100,1,1,1,0
9,0.03,1910.0,8.08,15.149999999999999,43.43,100,1,1,1,0
10,0.03,1858.0,14.14,59.589999999999996,100,100,1,1,0,0
11,0.03,1885.0,4.04,22.22,100,100,1,1,0,0
12,0.03,1819.0,23.23,100,100,100,1,0,0,0
13,0.03,1899.0,3.03,13.13,67.67,100,1,1,1,0
14,0.03,1877.0,8.08,21.21,100,100,1,1,0,0
15,0.03,1857.0,4.04,26.26,100,100,1,1,0,0
16,0.03,1910.0,9.09,29.29,44.44,100,1,1,1,0
17,0.03,1873.0,4.04,12.12,100,100,1,1,0,0
18,0.03,1867.0,3.03,12.12,100,100,1,1,0,0
19,0.03,1845.0,9.09,23.23,100,100,1,1,0,0
20,0.03,1879.0,3.03,9.09,100,100,1,1,0,0
21,0.03,1937.0,8.08,18.18,32.32,100,1,1,1,0
22,0.03,1886.0,13.13,49.49,100,100,1,1,0,0
23,0.03,1888.0,4.04,13.13,100,100,1,1,0,0
24,0.03,1846.0,8.08,80.80000000000001,100,100,1,1,0,0
25,0.03,1873.0,18.18,86.86,100,100,1,1,0,0
26,0.03,1865.0,16.16,47.470000000000006,100,100,1,1,0,0
27,0.03,1852.0,8.08,100,100,100,1,0,0,0
28,0.03,1859.0,3.03,53.53,100,100,1,1,0,0
29,0.03,1862.0,10.100000000000001,35.35,100,100,1,1,0,0
30,0.03,1876.0,6.06,50.5,100,100,1,1,0,0
31,0.03,1875.0,10.100000000000001,33.33,100,100,1,1,0,0
32,0.03,1876.0,3.03,15.149999999999999,100,100,1,1,0,0
33,0.03,1893.0,4.04,21.21,65.65,100,1,1,1,0
34,0.03,1902.0,4.04,20.200000000000003,42.42,100,1,1,1,0
35,0.03,1913.0,6.06,16.16,70.7,100,1,1,1,0
