Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.0,685.0,1.01,1.01,1.01,100,1,1,1,0
2,0.0,696.0,1.01,1.01,1.01,20.200000000000003,1,1,1,1
3,0.0,593.0,100,100,100,100,0,0,0,0
4,0.0,651.0,1.01,6.06,100,100,1,1,0,0
5,0.0,668.0,3.03,3.03,4.04,100,1,1,1,0
6,0.0,666.0,1.01,3.03,7.07,100,1,1,1,0
7,0.0,700.0,1.01,1.01,1.01,1.01,1,1,1,1
8,0.0,621.0,100,100,100,100,0,0,0,0
9,0.0,708.0,1.01,1.01,1.01,1.01,1,1,1,1
10,0.0,601.0,100,100,100,100,0,0,0,0
11,0.0,698.0,1.01,1.01,1.01,1.01,1,1,1,1
12,0.0,638.0,1.01,100,100,100,1,0,0,0
13,0.0,699.0,1.01,1.01,1.01,9.09,1,1,1,1
14,0.0,650.0,1.01,3.03,100,100,1,1,0,0
15,0.0,633.0,3.03,100,100,100,1,0,0,0
16,0.0,654.0,3.03,3.03,100,100,1,1,0,0
17,0.0,714.0,1.01,1.01,1.01,1.01,1,1,1,1
18,0.0,600.0,100,100,100,100,0,0,0,0
19,0.0,649.0,1.01,2.02,100,100,1,1,0,0
20,0.0,655.0,1.01,1.01,100,100,1,1,0,0
21,0.0,648.0,1.01,100,100,100,1,0,0,0
22,0.0,714.0,1.01,1.01,1.01,1.01,1,1,1,1
23,0.0,600.0,100,100,100,100,0,0,0,0
24,0.0,595.0,100,100,100,100,0,0,0,0
25,0.0,623.0,100,100,100,100,0,0,0,0
26,0.0,629.0,14.14,100,100,100,1,0,0,0
27,0.0,704.0,1.01,1.01,1.01,1.01,1,1,1,1
28,0.0,656.0,1.01,3.03,100,100,1,1,0,0
29,0.0,664.0,1.01,2.02,2.02,100,1,1,1,0
30,0.0,640.0,1.01,100,100,100,1,0,0,0
31,0.0,614.0,100,100,100,100,0,0,0,0
32,0.0,673.0,1.01,1.01,1.01,100,1,1,1,0
33,0.0,599.0,100,100,100,100,0,0,0,0
34,0.0,721.0,1.01,1.01,1.01,2.02,1,1,1,1
35,0.0,658.0,1.01,1.01,100,100,1,1,0,0
36,0.0,698.0,1.01,4.04,4.04,7.07,1,1,1,1
37,0.0,650.0,1.01,4.04,100,100,1,1,0,0
38,0.0,518.0,100,100,100,100,0,0,0,0
39,0.0,714.0,1.01,1.01,1.01,1.01,1,1,1,1
40,0.0,640.0,2.02,100,100,100,1,0,0,0
41,0.0,646.0,1.01,100,100,100,1,0,0,0
42,0.0,608.0,100,100,100,100,0,0,0,0
43,0.0,638.0,1.01,100,100,100,1,0,0,0
44,0.0,611.0,100,100,100,100,0,0,0,0
45,0.0,707.0,1.01,1.01,1.01,1.01,1,1,1,1
46,0.0,660.0,1.01,1.01,100,100,1,1,0,0
47,0.0,636.0,2.02,100,100,100,1,0,0,0
48,0.0,708.0,1.01,1.01,1.01,3.03,1,1,1,1
49,0.0,608.0,100,100,100,100,0,0,0,0
50,0.0,696.0,1.01,1.01,1.01,1.01,1,1,1,1
51,0.0,694.0,1.01,1.01,1.01,3.03,1,1,1,1
52,0.0,627.0,100,100,100,100,0,0,0,0
53,0.0,654.0,1.01,2.02,100,100,1,1,0,0
54,0.0,696.0,1.01,1.01,1.01,1.01,1,1,1,1
55,0.0,678.0,1.01,1.01,1.01,100,1,1,1,0
56,0.0,625.0,100,100,100,100,0,0,0,0
57,0.0,664.0,6.06,7.07,8.08,100,1,1,1,0
58,0.0,653.0,1.01,2.02,100,100,1,1,0,0
59,0.0,702.0,1.01,1.01,1.01,1.01,1,1,1,1
60,0.0,569.0,100,100,100,100,0,0,0,0
61,0.0,707.0,1.01,1.01,1.01,3.03,1,1,1,1
62,0.0,647.0,1.01,100,100,100,1,0,0,0
63,0.0,613.0,100,100,100,100,0,0,0,0
64,0.0,648.0,1.01,100,100,100,1,0,0,0
65,0.0,658.0,1.01,1.01,100,100,1,1,0,0
66,0.0,601.0,100,100,100,100,0,0,0,0
67,0.0,700.0,1.01,1.01,1.01,1.01,1,1,1,1
68,0.0,615.0,100,100,100,100,0,0,0,0
69,0.0,608.0,100,100,100,100,0,0,0,0
70,0.0,622.0,100,100,100,100,0,0,0,0
71,0.0,569.0,100,100,100,100,0,0,0,0
72,0.0,622.0,100,100,100,100,0,0,0,0
73,0.0,718.0,1.01,1.01,1.01,1.01,1,1,1,1
74,0.0,660.0,8.08,10.100000000000001,100,100,1,1,0,0
75,0.0,654.0,8.08,9.09,100,100,1,1,0,0
76,0.0,706.0,1.01,1.01,1.01,4.04,1,1,1,1
77,0.0,617.0,100,100,100,100,0,0,0,0
78,0.0,658.0,1.01,1.01,100,100,1,1,0,0
79,0.0,688.0,1.01,1.01,1.01,100,1,1,1,0
80,0.0,644.0,1.01,100,100,100,1,0,0,0
81,0.0,639.0,5.050000000000001,100,100,100,1,0,0,0
82,0.0,614.0,100,100,100,100,0,0,0,0
83,0.0,623.0,100,100,100,100,0,0,0,0
84,0.0,642.0,1.01,100,100,100,1,0,0,0
85,0.0,637.0,3.03,100,100,100,1,0,0,0
86,0.0,629.0,10.100000000000001,100,100,100,1,0,0,0
87,0.0,638.0,1.01,100,100,100,1,0,0,0
88,0.0,697.0,1.01,1.01,1.01,1.01,1,1,1,1
89,0.0,656.0,1.01,11.11,100,100,1,1,0,0
90,0.0,704.0,1.01,1.01,1.01,3.03,1,1,1,1
91,0.0,616.0,100,100,100,100,0,0,0,0
92,0.0,628.0,8.08,100,100,100,1,0,0,0
93,0.0,700.0,1.01,1.01,1.01,1.01,1,1,1,1
94,0.0,702.0,1.01,1.01,1.01,2.02,1,1,1,1
95,0.0,609.0,100,100,100,100,0,0,0,0
96,0.0,597.0,100,100,100,100,0,0,0,0
97,0.0,704.0,1.01,1.01,1.01,1.01,1,1,1,1
98,0.0,665.0,1.01,1.01,2.02,100,1,1,1,0
99,0.0,608.0,100,100,100,100,0,0,0,0
100,0.0,605.0,100,100,100,100,0,0,0,0
