Trial,Cut at T=100,Simulation Time (s),T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,3167.0,0.6658225059509277,3.0,5.0,10.0,100,1,1,1,0
2,3157.0,0.6657721996307373,2.0,3.0,7.000000000000001,100,1,1,1,0
3,3150.0,0.666510820388794,2.0,3.0,5.0,100,1,1,1,0
4,3105.0,0.6664009094238281,3.0,8.0,13.0,100,1,1,1,0
5,3135.0,0.6656246185302734,2.0,3.0,6.0,100,1,1,1,0
6,3085.0,0.6674351692199707,3.0,7.000000000000001,15.0,100,1,1,1,0
7,3123.0,0.667959451675415,3.0,4.0,15.0,100,1,1,1,0
8,3184.0,0.66748046875,2.0,4.0,6.0,100,1,1,1,0
9,3100.0,0.6671047210693359,2.0,4.0,8.0,100,1,1,1,0
10,3144.0,0.6659853458404541,3.0,6.0,12.0,100,1,1,1,0
11,3049.0,0.6681404113769531,3.0,9.0,100,100,1,1,0,0
12,3142.0,0.6676561832427979,2.0,4.0,7.000000000000001,100,1,1,1,0
13,3169.0,0.6689884662628174,2.0,3.0,4.0,100,1,1,1,0
14,3140.0,0.6671774387359619,2.0,4.0,8.0,100,1,1,1,0
15,3137.0,0.6683661937713623,2.0,3.0,5.0,100,1,1,1,0
16,3175.0,0.666374921798706,3.0,5.0,13.0,100,1,1,1,0
17,3139.0,0.666724443435669,2.0,4.0,10.0,100,1,1,1,0
18,3172.0,0.6659207344055176,2.0,3.0,4.0,100,1,1,1,0
19,3112.0,0.6661169528961182,2.0,3.0,8.0,100,1,1,1,0
20,3188.0,0.6660709381103516,2.0,4.0,5.0,100,1,1,1,0
21,3130.0,0.6663365364074707,2.0,4.0,8.0,100,1,1,1,0
22,3114.0,0.6672217845916748,2.0,5.0,9.0,100,1,1,1,0
23,3107.0,0.6669034957885742,3.0,5.0,12.0,100,1,1,1,0
24,3133.0,0.6668429374694824,2.0,3.0,7.000000000000001,100,1,1,1,0
25,3139.0,0.6690094470977783,3.0,6.0,9.0,100,1,1,1,0
26,3117.0,0.6657233238220215,2.0,4.0,12.0,100,1,1,1,0
27,3159.0,0.6676442623138428,2.0,3.0,10.0,100,1,1,1,0
28,3136.0,0.6681537628173828,2.0,3.0,9.0,100,1,1,1,0
29,3144.0,0.6676135063171387,3.0,5.0,10.0,100,1,1,1,0
30,3135.0,0.6665968894958496,2.0,4.0,8.0,100,1,1,1,0
31,3086.0,0.6673309803009033,3.0,5.0,28.999999999999996,100,1,1,1,0
32,3148.0,0.6676802635192871,3.0,4.0,10.0,100,1,1,1,0
33,3188.0,0.665942907333374,2.0,3.0,5.0,100,1,1,1,0
34,3146.0,0.6682164669036865,3.0,4.0,6.0,100,1,1,1,0
35,3116.0,0.6674714088439941,2.0,3.0,7.000000000000001,100,1,1,1,0
36,3115.0,0.6681604385375977,2.0,5.0,13.0,100,1,1,1,0
