Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.03,1801.0,12.12,16.16,23.23,100,1,1,1,0
2,0.03,1841.0,9.09,10.100000000000001,10.100000000000001,19.19,1,1,1,1
3,0.03,1850.0,13.13,19.19,25.25,27.270000000000003,1,1,1,1
4,0.03,1848.0,19.19,21.21,21.21,32.32,1,1,1,1
5,0.03,1700.0,16.16,100,100,100,1,0,0,0
6,0.03,1835.0,9.09,13.13,20.200000000000003,24.24,1,1,1,1
7,0.03,1866.0,9.09,9.09,9.09,19.19,1,1,1,1
8,0.03,1850.0,9.09,10.100000000000001,12.12,14.14,1,1,1,1
9,0.03,1848.0,10.100000000000001,12.12,12.12,16.16,1,1,1,1
10,0.03,1900.0,7.07,9.09,10.100000000000001,22.22,1,1,1,1
11,0.03,1814.0,9.09,12.12,14.14,100,1,1,1,0
12,0.03,1828.0,9.09,12.12,16.16,40.400000000000006,1,1,1,1
13,0.03,1784.0,10.100000000000001,13.13,14.14,100,1,1,1,0
14,0.03,1862.0,10.100000000000001,12.12,13.13,14.14,1,1,1,1
15,0.03,1828.0,11.11,14.14,14.14,20.200000000000003,1,1,1,1
16,0.03,1754.0,41.410000000000004,41.410000000000004,100,100,1,1,0,0
17,0.03,1826.0,12.12,13.13,13.13,29.29,1,1,1,1
18,0.03,1898.0,8.08,9.09,10.100000000000001,11.11,1,1,1,1
19,0.03,1848.0,10.100000000000001,11.11,85.85,87.87,1,1,1,1
20,0.03,1902.0,8.08,9.09,11.11,43.43,1,1,1,1
21,0.03,1771.0,21.21,21.21,26.26,100,1,1,1,0
22,0.03,1850.0,8.08,9.09,10.100000000000001,62.62,1,1,1,1
23,0.03,1845.0,11.11,17.17,18.18,23.23,1,1,1,1
24,0.03,1850.0,15.149999999999999,40.400000000000006,43.43,45.45,1,1,1,1
25,0.03,1795.0,11.11,13.13,28.28,100,1,1,1,0
26,0.03,1776.0,9.09,21.21,22.22,100,1,1,1,0
27,0.03,1719.0,18.18,20.200000000000003,100,100,1,1,0,0
28,0.03,1848.0,17.17,18.18,30.299999999999997,59.589999999999996,1,1,1,1
