Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1771.0,1.01,1.01,1.01,100,1,1,1,0
2,1733.0,1.01,1.01,100,100,1,1,0,0
3,1863.0,1.01,1.01,1.01,1.01,1,1,1,1
4,1737.0,1.01,1.01,100,100,1,1,0,0
5,1773.0,1.01,1.01,2.02,100,1,1,1,0
6,1768.0,1.01,1.01,1.01,100,1,1,1,0
7,1854.0,1.01,1.01,1.01,5.050000000000001,1,1,1,1
8,1720.0,1.01,2.02,100,100,1,1,0,0
9,1728.0,1.01,1.01,100,100,1,1,0,0
10,1783.0,1.01,1.01,2.02,100,1,1,1,0
11,1835.0,1.01,1.01,1.01,2.02,1,1,1,1
12,1820.0,1.01,1.01,1.01,100,1,1,1,0
13,1835.0,1.01,1.01,1.01,7.07,1,1,1,1
14,1762.0,1.01,1.01,4.04,100,1,1,1,0
15,1727.0,5.050000000000001,12.12,100,100,1,1,0,0
16,1854.0,1.01,1.01,2.02,5.050000000000001,1,1,1,1
17,1842.0,1.01,1.01,1.01,12.12,1,1,1,1
18,1750.0,1.01,1.01,3.03,100,1,1,1,0
19,1764.0,1.01,2.02,4.04,100,1,1,1,0
20,1769.0,1.01,1.01,1.01,100,1,1,1,0
21,1774.0,1.01,1.01,2.02,100,1,1,1,0
22,1865.0,1.01,1.01,1.01,1.01,1,1,1,1
23,1869.0,1.01,1.01,1.01,1.01,1,1,1,1
24,1851.0,1.01,1.01,4.04,7.07,1,1,1,1
25,1788.0,1.01,1.01,2.02,100,1,1,1,0
26,1859.0,1.01,1.01,2.02,14.14,1,1,1,1
27,1875.0,1.01,1.01,1.01,1.01,1,1,1,1
28,1838.0,1.01,1.01,3.03,19.19,1,1,1,1
29,1805.0,1.01,1.01,1.01,100,1,1,1,0
30,1800.0,1.01,1.01,1.01,100,1,1,1,0
31,1811.0,1.01,1.01,2.02,100,1,1,1,0
