Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,123.0,8.08,8.08,8.08,9.09,1,1,1,1
2,119.0,8.08,9.09,10.100000000000001,100,1,1,1,0
3,122.0,8.08,8.08,8.08,100,1,1,1,0
4,120.0,8.08,9.09,9.09,100,1,1,1,0
5,121.0,8.08,8.08,8.08,100,1,1,1,0
6,120.0,8.08,9.09,11.11,100,1,1,1,0
7,123.0,8.08,9.09,9.09,14.14,1,1,1,1
8,121.0,8.08,8.08,9.09,100,1,1,1,0
9,123.0,8.08,8.08,8.08,20.200000000000003,1,1,1,1
10,115.0,9.09,100,100,100,1,0,0,0
11,122.0,8.08,10.100000000000001,10.100000000000001,100,1,1,1,0
12,120.0,8.08,10.100000000000001,11.11,100,1,1,1,0
13,120.0,8.08,8.08,9.09,100,1,1,1,0
14,123.0,9.09,10.100000000000001,11.11,17.17,1,1,1,1
15,116.0,8.08,10.100000000000001,100,100,1,1,0,0
16,115.0,11.11,100,100,100,1,0,0,0
17,122.0,8.08,10.100000000000001,11.11,100,1,1,1,0
18,120.0,8.08,13.13,14.14,100,1,1,1,0
19,119.0,8.08,8.08,9.09,100,1,1,1,0
20,122.0,8.08,8.08,8.08,100,1,1,1,0
21,120.0,8.08,19.19,24.24,100,1,1,1,0
22,120.0,8.08,8.08,9.09,100,1,1,1,0
23,122.0,8.08,8.08,8.08,100,1,1,1,0
24,123.0,8.08,8.08,8.08,12.12,1,1,1,1
25,119.0,8.08,8.08,9.09,100,1,1,1,0
26,120.0,8.08,8.08,9.09,100,1,1,1,0
27,117.0,8.08,8.08,100,100,1,1,0,0
28,128.0,9.09,12.12,13.13,15.149999999999999,1,1,1,1
29,117.0,8.08,13.13,100,100,1,1,0,0
30,125.0,9.09,9.09,9.09,26.26,1,1,1,1
31,123.0,8.08,8.08,8.08,12.12,1,1,1,1
32,117.0,9.09,10.100000000000001,100,100,1,1,0,0
33,124.0,8.08,8.08,8.08,10.100000000000001,1,1,1,1
