Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1925.0,3.03,6.06,19.19,100,1,1,1,0
2,1939.0,2.02,4.04,13.13,100,1,1,1,0
3,1847.0,4.04,100,100,100,1,0,0,0
4,1893.0,3.03,8.08,27.270000000000003,100,1,1,1,0
5,1920.0,2.02,4.04,7.07,100,1,1,1,0
6,1858.0,2.02,10.100000000000001,100,100,1,1,0,0
7,1889.0,3.03,13.13,100,100,1,1,0,0
8,1923.0,2.02,6.06,11.11,100,1,1,1,0
9,1882.0,2.02,5.050000000000001,100,100,1,1,0,0
10,1889.0,3.03,9.09,100,100,1,1,0,0
11,1911.0,2.02,7.07,15.149999999999999,100,1,1,1,0
12,1941.0,2.02,3.03,10.100000000000001,100,1,1,1,0
13,1928.0,1.01,3.03,7.07,100,1,1,1,0
14,1892.0,2.02,4.04,15.149999999999999,100,1,1,1,0
15,1910.0,2.02,4.04,10.100000000000001,100,1,1,1,0
16,1925.0,1.01,2.02,4.04,100,1,1,1,0
17,1941.0,2.02,4.04,8.08,100,1,1,1,0
18,1915.0,2.02,5.050000000000001,7.07,100,1,1,1,0
19,1889.0,2.02,5.050000000000001,100,100,1,1,0,0
20,1882.0,2.02,8.08,100,100,1,1,0,0
21,1951.0,2.02,3.03,6.06,100,1,1,1,0
22,1931.0,2.02,4.04,7.07,100,1,1,1,0
23,1909.0,1.01,2.02,4.04,100,1,1,1,0
24,1921.0,1.01,2.02,6.06,100,1,1,1,0
25,1910.0,2.02,5.050000000000001,21.21,100,1,1,1,0
26,1921.0,2.02,4.04,7.07,100,1,1,1,0
27,1887.0,2.02,7.07,100,100,1,1,0,0
28,1891.0,3.03,10.100000000000001,47.470000000000006,100,1,1,1,0
29,1957.0,1.01,2.02,4.04,100,1,1,1,0
30,1942.0,3.03,7.07,11.11,100,1,1,1,0
31,1883.0,2.02,4.04,100,100,1,1,0,0
32,1927.0,2.02,4.04,10.100000000000001,100,1,1,1,0
33,1893.0,3.03,7.07,21.21,100,1,1,1,0
34,1839.0,3.03,100,100,100,1,0,0,0
35,1920.0,1.01,3.03,11.11,100,1,1,1,0
36,1920.0,2.02,3.03,6.06,100,1,1,1,0
37,1953.0,2.02,3.03,4.04,100,1,1,1,0
38,1867.0,3.03,16.16,100,100,1,1,0,0
39,1929.0,2.02,4.04,7.07,100,1,1,1,0
40,1905.0,3.03,8.08,20.200000000000003,100,1,1,1,0
41,1932.0,2.02,3.03,7.07,100,1,1,1,0
42,1904.0,2.02,7.07,13.13,100,1,1,1,0
43,1931.0,2.02,3.03,5.050000000000001,100,1,1,1,0
44,1927.0,1.01,2.02,8.08,100,1,1,1,0
45,1895.0,3.03,6.06,20.200000000000003,100,1,1,1,0
46,1905.0,2.02,4.04,14.14,100,1,1,1,0
47,1899.0,2.02,5.050000000000001,13.13,100,1,1,1,0
48,1882.0,3.03,5.050000000000001,100,100,1,1,0,0
49,1925.0,2.02,6.06,14.14,100,1,1,1,0
50,1940.0,2.02,3.03,5.050000000000001,100,1,1,1,0
51,1902.0,2.02,2.02,5.050000000000001,100,1,1,1,0
52,1934.0,2.02,3.03,6.06,100,1,1,1,0
53,1962.0,2.02,3.03,4.04,100,1,1,1,0
54,1925.0,2.02,4.04,9.09,100,1,1,1,0
55,1918.0,2.02,2.02,5.050000000000001,100,1,1,1,0
56,1926.0,2.02,5.050000000000001,12.12,100,1,1,1,0
57,1925.0,2.02,5.050000000000001,11.11,100,1,1,1,0
58,1933.0,2.02,3.03,5.050000000000001,100,1,1,1,0
59,1964.0,2.02,3.03,5.050000000000001,100,1,1,1,0
60,1887.0,3.03,9.09,100,100,1,1,0,0
61,1896.0,2.02,4.04,22.22,100,1,1,1,0
62,1984.0,2.02,3.03,6.06,50.5,1,1,1,1
63,1935.0,2.02,3.03,5.050000000000001,100,1,1,1,0
64,1938.0,2.02,4.04,8.08,100,1,1,1,0
65,1936.0,2.02,3.03,7.07,100,1,1,1,0
66,1899.0,1.01,3.03,8.08,100,1,1,1,0
67,1914.0,2.02,4.04,10.100000000000001,100,1,1,1,0
68,1840.0,4.04,100,100,100,1,0,0,0
69,1975.0,1.01,2.02,2.02,20.200000000000003,1,1,1,1
70,1882.0,2.02,3.03,100,100,1,1,0,0
71,1914.0,1.01,3.03,9.09,100,1,1,1,0
72,1942.0,1.01,2.02,5.050000000000001,100,1,1,1,0
73,1924.0,2.02,2.02,14.14,100,1,1,1,0
74,1896.0,2.02,3.03,17.17,100,1,1,1,0
75,1886.0,2.02,4.04,100,100,1,1,0,0
76,1903.0,3.03,7.07,18.18,100,1,1,1,0
77,1937.0,2.02,3.03,8.08,100,1,1,1,0
78,1932.0,1.01,2.02,7.07,100,1,1,1,0
79,1904.0,2.02,7.07,15.149999999999999,100,1,1,1,0
80,1924.0,2.02,4.04,7.07,100,1,1,1,0
81,1884.0,2.02,7.07,100,100,1,1,0,0
82,1893.0,2.02,7.07,14.14,100,1,1,1,0
83,1896.0,2.02,9.09,26.26,100,1,1,1,0
84,1994.0,2.02,3.03,6.06,21.21,1,1,1,1
85,1925.0,1.01,3.03,6.06,100,1,1,1,0
86,1980.0,2.02,3.03,8.08,38.38,1,1,1,1
87,1933.0,2.02,3.03,8.08,100,1,1,1,0
88,1965.0,1.01,2.02,4.04,100,1,1,1,0
89,1918.0,2.02,3.03,11.11,100,1,1,1,0
90,1906.0,3.03,6.06,10.100000000000001,100,1,1,1,0
91,1910.0,3.03,5.050000000000001,10.100000000000001,100,1,1,1,0
92,1953.0,1.01,2.02,3.03,100,1,1,1,0
93,1919.0,2.02,6.06,13.13,100,1,1,1,0
94,1943.0,2.02,2.02,3.03,100,1,1,1,0
95,1868.0,2.02,6.06,100,100,1,1,0,0
96,1909.0,2.02,4.04,11.11,100,1,1,1,0
97,1893.0,2.02,7.07,23.23,100,1,1,1,0
98,1940.0,1.01,2.02,6.06,100,1,1,1,0
99,1952.0,2.02,4.04,5.050000000000001,100,1,1,1,0
100,1910.0,2.02,3.03,12.12,100,1,1,1,0
