Trial,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,82.0,2.02,2.02,3.03,6.06,1,1,1,1
2,75.0,5.050000000000001,25.25,100,100,1,1,0,0
3,80.0,3.03,3.03,3.03,10.100000000000001,1,1,1,1
4,83.0,3.03,3.03,3.03,7.07,1,1,1,1
5,79.0,6.06,7.07,28.28,100,1,1,1,0
6,81.0,3.03,3.03,3.03,4.04,1,1,1,1
7,82.0,3.03,4.04,5.050000000000001,21.21,1,1,1,1
8,82.0,3.03,3.03,4.04,9.09,1,1,1,1
9,78.0,4.04,9.09,42.42,100,1,1,1,0
10,81.0,4.04,4.04,4.04,5.050000000000001,1,1,1,1
11,80.0,3.03,4.04,4.04,5.050000000000001,1,1,1,1
12,73.0,19.19,100,100,100,1,0,0,0
13,82.0,2.02,2.02,2.02,13.13,1,1,1,1
14,79.0,3.03,3.03,4.04,100,1,1,1,0
15,76.0,3.03,5.050000000000001,100,100,1,1,0,0
16,80.0,3.03,4.04,5.050000000000001,6.06,1,1,1,1
17,82.0,3.03,4.04,4.04,7.07,1,1,1,1
18,82.0,2.02,2.02,2.02,3.03,1,1,1,1
19,82.0,2.02,2.02,4.04,6.06,1,1,1,1
20,80.0,3.03,3.03,3.03,4.04,1,1,1,1
21,81.0,4.04,4.04,4.04,4.04,1,1,1,1
22,79.0,4.04,4.04,8.08,100,1,1,1,0
23,80.0,3.03,3.03,4.04,17.17,1,1,1,1
24,78.0,3.03,3.03,6.06,100,1,1,1,0
25,80.0,3.03,3.03,4.04,6.06,1,1,1,1
26,80.0,3.03,5.050000000000001,5.050000000000001,7.07,1,1,1,1
27,80.0,4.04,5.050000000000001,13.13,22.22,1,1,1,1
28,80.0,2.02,2.02,2.02,3.03,1,1,1,1
29,81.0,4.04,7.07,9.09,11.11,1,1,1,1
30,80.0,3.03,3.03,4.04,12.12,1,1,1,1
31,80.0,2.02,2.02,3.03,5.050000000000001,1,1,1,1
32,81.0,3.03,4.04,4.04,6.06,1,1,1,1
33,80.0,4.04,5.050000000000001,6.06,35.35,1,1,1,1
34,80.0,2.02,3.03,3.03,4.04,1,1,1,1
35,78.0,3.03,3.03,10.100000000000001,100,1,1,1,0
36,80.0,3.03,3.03,3.03,5.050000000000001,1,1,1,1
37,80.0,2.02,2.02,3.03,4.04,1,1,1,1
38,80.0,3.03,3.03,3.03,16.16,1,1,1,1
39,79.0,2.02,3.03,4.04,100,1,1,1,0
40,81.0,3.03,3.03,3.03,4.04,1,1,1,1
41,82.0,2.02,2.02,3.03,3.03,1,1,1,1
42,81.0,5.050000000000001,6.06,13.13,17.17,1,1,1,1
43,79.0,4.04,20.200000000000003,36.36,100,1,1,1,0
44,80.0,4.04,4.04,5.050000000000001,7.07,1,1,1,1
45,82.0,2.02,2.02,2.02,3.03,1,1,1,1
46,81.0,2.02,2.02,3.03,6.06,1,1,1,1
47,80.0,3.03,3.03,4.04,14.14,1,1,1,1
48,80.0,2.02,2.02,3.03,6.06,1,1,1,1
49,73.0,5.050000000000001,100,100,100,1,0,0,0
50,80.0,2.02,3.03,3.03,10.100000000000001,1,1,1,1
51,78.0,7.07,8.08,8.08,100,1,1,1,0
52,80.0,2.02,2.02,3.03,17.17,1,1,1,1
53,79.0,3.03,4.04,4.04,100,1,1,1,0
54,80.0,1.01,2.02,2.02,3.03,1,1,1,1
55,80.0,3.03,3.03,4.04,11.11,1,1,1,1
56,82.0,2.02,2.02,3.03,3.03,1,1,1,1
57,82.0,3.03,3.03,3.03,5.050000000000001,1,1,1,1
58,80.0,2.02,2.02,3.03,40.400000000000006,1,1,1,1
59,81.0,1.01,1.01,1.01,4.04,1,1,1,1
60,80.0,4.04,4.04,7.07,14.14,1,1,1,1
61,80.0,3.03,3.03,4.04,22.22,1,1,1,1
62,80.0,3.03,3.03,3.03,4.04,1,1,1,1
63,79.0,2.02,2.02,4.04,100,1,1,1,0
64,81.0,3.03,3.03,3.03,3.03,1,1,1,1
65,76.0,4.04,4.04,100,100,1,1,0,0
66,80.0,5.050000000000001,6.06,6.06,14.14,1,1,1,1
67,82.0,3.03,3.03,3.03,8.08,1,1,1,1
68,80.0,2.02,3.03,4.04,8.08,1,1,1,1
69,82.0,3.03,4.04,5.050000000000001,18.18,1,1,1,1
70,83.0,3.03,3.03,3.03,4.04,1,1,1,1
71,80.0,5.050000000000001,6.06,9.09,11.11,1,1,1,1
72,76.0,6.06,9.09,100,100,1,1,0,0
73,77.0,2.02,3.03,4.04,100,1,1,1,0
74,80.0,3.03,3.03,3.03,5.050000000000001,1,1,1,1
75,80.0,2.02,3.03,3.03,27.270000000000003,1,1,1,1
76,82.0,3.03,4.04,4.04,6.06,1,1,1,1
77,79.0,3.03,20.200000000000003,27.270000000000003,100,1,1,1,0
78,80.0,2.02,2.02,2.02,3.03,1,1,1,1
79,77.0,3.03,3.03,17.17,100,1,1,1,0
80,82.0,2.02,3.03,4.04,5.050000000000001,1,1,1,1
81,78.0,3.03,3.03,3.03,100,1,1,1,0
82,81.0,3.03,3.03,3.03,4.04,1,1,1,1
83,81.0,2.02,3.03,5.050000000000001,24.24,1,1,1,1
84,75.0,8.08,10.100000000000001,100,100,1,1,0,0
85,80.0,1.01,2.02,3.03,4.04,1,1,1,1
86,80.0,3.03,3.03,4.04,10.100000000000001,1,1,1,1
87,80.0,2.02,3.03,3.03,4.04,1,1,1,1
88,82.0,2.02,2.02,2.02,3.03,1,1,1,1
89,80.0,2.02,3.03,3.03,18.18,1,1,1,1
90,81.0,2.02,2.02,2.02,3.03,1,1,1,1
91,81.0,2.02,2.02,2.02,3.03,1,1,1,1
92,79.0,5.050000000000001,13.13,20.200000000000003,100,1,1,1,0
93,81.0,2.02,2.02,2.02,5.050000000000001,1,1,1,1
94,82.0,3.03,4.04,8.08,14.14,1,1,1,1
95,83.0,2.02,3.03,3.03,3.03,1,1,1,1
96,80.0,6.06,7.07,9.09,24.24,1,1,1,1
97,76.0,3.03,3.03,100,100,1,1,0,0
98,79.0,2.02,2.02,3.03,100,1,1,1,0
99,80.0,2.02,2.02,2.02,5.050000000000001,1,1,1,1
100,80.0,3.03,3.03,4.04,4.04,1,1,1,1
