Trial,Noise Level,Cut at T=100,T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,0.001,1783.0,1.01,1.01,1.01,100,1,1,1,0
2,0.001,1812.0,1.01,1.01,19.19,100,1,1,1,0
3,0.001,1972.0,1.01,1.01,2.02,11.11,1,1,1,1
4,0.001,1930.0,1.01,1.01,1.01,23.23,1,1,1,1
5,0.001,1830.0,1.01,1.01,100,100,1,1,0,0
6,0.001,1965.0,1.01,1.01,1.01,1.01,1,1,1,1
7,0.001,1934.0,1.01,1.01,1.01,1.01,1,1,1,1
8,0.001,1876.0,1.01,1.01,1.01,100,1,1,1,0
9,0.001,1832.0,1.01,1.01,7.07,100,1,1,1,0
10,0.001,1896.0,1.01,1.01,1.01,100,1,1,1,0
11,0.001,1933.0,1.01,1.01,3.03,15.149999999999999,1,1,1,1
12,0.001,1975.0,1.01,1.01,1.01,3.03,1,1,1,1
13,0.001,1983.0,1.01,2.02,2.02,7.07,1,1,1,1
14,0.001,1870.0,1.01,1.01,2.02,100,1,1,1,0
15,0.001,1958.0,1.01,1.01,1.01,1.01,1,1,1,1
16,0.001,1981.0,1.01,1.01,1.01,100,1,1,1,0
17,0.001,1871.0,1.01,1.01,2.02,100,1,1,1,0
18,0.001,1928.0,1.01,1.01,1.01,21.21,1,1,1,1
19,0.001,1971.0,1.01,1.01,1.01,27.270000000000003,1,1,1,1
20,0.001,1860.0,1.01,1.01,2.02,100,1,1,1,0
21,0.001,1946.0,1.01,1.01,1.01,10.100000000000001,1,1,1,1
22,0.001,1871.0,1.01,1.01,1.01,100,1,1,1,0
23,0.001,1983.0,1.01,1.01,1.01,4.04,1,1,1,1
24,0.001,1931.0,1.01,1.01,1.01,58.58,1,1,1,1
25,0.001,1881.0,1.01,1.01,1.01,100,1,1,1,0
26,0.001,1941.0,1.01,9.09,9.09,9.09,1,1,1,1
27,0.001,1948.0,1.01,1.01,2.02,4.04,1,1,1,1
28,0.001,1913.0,1.01,1.01,1.01,3.03,1,1,1,1
29,0.001,1956.0,1.01,1.01,1.01,1.01,1,1,1,1
30,0.001,1958.0,1.01,1.01,1.01,1.01,1,1,1,1
31,0.001,1790.0,1.01,1.01,100,100,1,1,0,0
32,0.001,1861.0,2.02,7.07,13.13,100,1,1,1,0
33,0.001,1844.0,1.01,1.01,1.01,100,1,1,1,0
34,0.001,1869.0,1.01,1.01,1.01,100,1,1,1,0
35,0.001,1948.0,1.01,1.01,1.01,3.03,1,1,1,1
36,0.001,1990.0,1.01,1.01,1.01,1.01,1,1,1,1
37,0.001,1871.0,1.01,1.01,1.01,100,1,1,1,0
38,0.001,1941.0,1.01,1.01,1.01,2.02,1,1,1,1
39,0.001,1990.0,1.01,2.02,3.03,3.03,1,1,1,1
40,0.001,1945.0,1.01,1.01,4.04,7.07,1,1,1,1
41,0.001,1840.0,1.01,1.01,2.02,100,1,1,1,0
42,0.001,1983.0,1.01,1.01,1.01,9.09,1,1,1,1
43,0.001,1942.0,1.01,2.02,3.03,8.08,1,1,1,1
44,0.001,1836.0,1.01,1.01,1.01,100,1,1,1,0
45,0.001,1901.0,1.01,1.01,68.68,100,1,1,1,0
46,0.001,1983.0,1.01,1.01,1.01,3.03,1,1,1,1
47,0.001,1914.0,1.01,1.01,2.02,8.08,1,1,1,1
48,0.001,1870.0,1.01,1.01,1.01,1.01,1,1,1,1
49,0.001,1849.0,1.01,1.01,1.01,100,1,1,1,0
50,0.001,1975.0,1.01,1.01,1.01,1.01,1,1,1,1
51,0.001,1972.0,1.01,1.01,1.01,1.01,1,1,1,1
52,0.001,1903.0,1.01,1.01,1.01,100,1,1,1,0
53,0.001,1956.0,1.01,1.01,1.01,11.11,1,1,1,1
54,0.001,1839.0,2.02,3.03,44.44,100,1,1,1,0
