Trial,Cut at T=100,Simulation Time (s),T to 0.87 GS Energy,T to 0.9 GS Energy,T to 0.92 GS Energy,T to 0.96 GS Energy,Success for 0.87 GS Energy,Success for 0.9 GS Energy,Success for 0.92 GS Energy,Success for 0.96 GS Energy
1,1603.0,0.2783851623535156,2.02,6.06,100,100,1,1,0,0
2,1677.0,0.28052735328674316,4.04,6.06,8.08,100,1,1,1,0
3,1579.0,0.2735121250152588,2.02,7.07,100,100,1,1,0,0
4,1663.0,0.27574896812438965,2.02,2.02,2.02,100,1,1,1,0
5,1702.0,0.2702505588531494,2.02,2.02,2.02,9.09,1,1,1,1
6,1650.0,0.2817871570587158,2.02,2.02,3.03,100,1,1,1,0
7,1718.0,0.2669494152069092,2.02,2.02,2.02,4.04,1,1,1,1
8,1723.0,0.26576662063598633,2.02,3.03,4.04,6.06,1,1,1,1
9,1698.0,0.26453137397766113,1.01,3.03,3.03,4.04,1,1,1,1
10,1591.0,0.2711200714111328,3.03,4.04,100,100,1,1,0,0
11,1688.0,0.26877665519714355,2.02,2.02,4.04,7.07,1,1,1,1
12,1581.0,0.2794051170349121,1.01,2.02,100,100,1,1,0,0
13,1663.0,0.2707407474517822,1.01,2.02,5.050000000000001,100,1,1,1,0
14,1672.0,0.2673156261444092,2.02,2.02,3.03,100,1,1,1,0
15,1647.0,0.27760982513427734,4.04,5.050000000000001,5.050000000000001,100,1,1,1,0
16,1536.0,0.2723827362060547,5.050000000000001,100,100,100,1,0,0,0
17,1718.0,0.2749295234680176,2.02,2.02,3.03,3.03,1,1,1,1
18,1620.0,0.27407312393188477,2.02,5.050000000000001,11.11,100,1,1,1,0
19,1629.0,0.2753732204437256,5.050000000000001,7.07,8.08,100,1,1,1,0
20,1684.0,0.2722659111022949,3.03,3.03,3.03,4.04,1,1,1,1
21,1740.0,0.26380157470703125,2.02,2.02,2.02,3.03,1,1,1,1
22,1639.0,0.2708241939544678,2.02,2.02,2.02,100,1,1,1,0
23,1717.0,0.2764143943786621,1.01,2.02,2.02,2.02,1,1,1,1
24,1743.0,0.26227450370788574,2.02,2.02,2.02,5.050000000000001,1,1,1,1
25,1657.0,0.26773786544799805,2.02,2.02,2.02,100,1,1,1,0
26,1667.0,0.2741518020629883,1.01,2.02,3.03,100,1,1,1,0
27,1679.0,0.2624166011810303,2.02,3.03,4.04,100,1,1,1,0
28,1718.0,0.26992130279541016,1.01,1.01,1.01,3.03,1,1,1,1
